;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; EI-CSK ;British Aerospace 146-200A; Y93 ; 3 Apr 1998 ; 30 May 2000 ;EI-CSK Cityjet ;St Ciara / Ciara, lsd ;;
; EI-CSL ;British Aerospace 146-200A; Y93 ; 8 May 1998 ; 23 Aug 2000 ;EI-CSL Cityjet ;St. Cormac / Cormac, lsd ;;
; G-TBIC ;British Aerospace 146-200A; Y94 ; 13 Nov 1999 ; 31 Mar 2000 ;G-TBIC Flightline ;St. Nathy / Naithi, lsf Flightline ;;
; EI-CLG ;British Aerospace 146-300; Y110 ; 7 Jun 1995 ; 1 Feb 2001 ;EI-CLG Aer Lingus ;St. Finbarr / Fionbarr ;;
; EI-CLH ;British Aerospace 146-300; Y110 ; 2 Jun 1995 ; 1 Feb 2001 ;EI-CLH Aer Lingus ;St. Aoife / Aoife ;;
; EI-CLI ;British Aerospace 146-300; Y110 ; 19 Apr 1995 ; 1 Feb 2001 ;EI-CLI Aer Lingus ;St. Eithne / Eithne ;;
; EI-CLJ ;British Aerospace 146-300; Y110 ; 2 Mar 1996 ; 1 Feb 2001 ;EI-CLJ Aer Lingus ;St Senan / Seanan, lsd ;;
; EI-CLY ;British Aerospace 146-300; Y110 ; 17 Apr 1997 ; 1 Feb 2001 ;EI-CLY Aer Lingus ;St. Eugene / Eoghan, lsd ;;
; EI-CTM ;British Aerospace 146-300; Y110 ; 23 Mar 1999 ; 1 Feb 2001 ;EI-CTM Aer Lingus ;St. Fiachre / Fiachre, lsd ;;
; EI-CTN ;British Aerospace 146-300; Y110 ; 4 Jul 2000 ; 1 Feb 2001 ;EI-CTN Aer Lingus ;St. Cormac / Cormac, lsd ;;
; EI-CTO ;British Aerospace 146-300; Y110 ; 30 May 2000 ; 1 Feb 2001 ;EI-CTO Aer Lingus ;St Ciara / Ciara, lsd ;;
; G-BPNT ;British Aerospace 146-300; Y110 ; 1 Nov 1999 ; 9 Jan 2000 ;G-BPNT Flightline ;lsf Flightline ;;
; EI-FKA ;Fokker F50; Y50 ; 19 Jan 1989 ; 14 Sep 1999 ;OY-EBB NewAir ;St. Fintan / Fionntan ;;
; EI-FKB ;Fokker F50; Y50 ; 17 Feb 1989 ; 26 Jun 1999 ;OY-EBD NewAir ;St. Fergal / Fearghal ;;
; EI-FKC ;Fokker F50; Y50 ; 23 Feb 1990 ; 1 Feb 2001 ;EI-FKC Aer Lingus ;St Fidelma / Fidelme ;;
; EI-FKD ;Fokker F50; Y50 ; 12 Apr 1990 ; 1 Feb 2001 ;EI-FKD Aer Lingus ;St Flannan / Flannan ;;
; EI-FKE ;Fokker F50; Y50 ; 30 Jan 1991 ; 1 Feb 2001 ;EI-FKE Aer Lingus ;St Pappin / Paipan ;;
; EI-FKF ;Fokker F50; Y50 ; 8 Feb 1991 ; 1 Feb 2001 ;EI-FKF Aer Lingus ;St Ultan / Ultan ;;
; PH-DMO ;Fokker F50; Y50 ; 19 Dec 1996 ; 29 Apr 1998 ;PH-DMO Denim Air ;lsd ;;
; PH-JXM ;Fokker F50; Y50 ; 7 Jul 1995 ; 27 Oct 1995 ;PT-SLZ Rio Sul ;lsd ;;
; EI-CFA ;Saab 340B; Y33 ; 6 Jun 1991 ; 30 May 1995 ;N248PX Express Airlines I ;St. Eithne / Eithne, lsd ;;
; EI-CFB ;Saab 340B; Y33 ; 27 Jun 1991 ; 8 May 1995 ;N251PX Saab Aircraft Leasing ;St. Aoife / Aoife, lsd ;;
; EI-CFC ;Saab 340B; Y33 ; 9 Aug 1991 ; 15 Jun 1995 ;OH-FAH Finnaviation ;St. Finbarr / Finbarr, lsd ;;
; EI-CFD ;Saab 340B; Y33 ; 23 Aug 1991 ; 30 May 1995 ;N257PX Express Airlines I ;St. Senan / Senan, lsd ;;
