;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; C-FEUR ;ATR 72-202(F); Cargo ; 31 Jul 2015 ;; 30.7 Years ;;
; C-GFSA ;ATR 72-202;; 9 Apr 2018 ;; 29.1 Years ;;
; C-GJPY ;ATR 72-202(F); Cargo ; 5 Jan 2016 ;; 27.1 Years ;;
; C-GOSA ;ATR 72-202; Y68 ; 31 Mar 2016 ;lsd ; 27.2 Years ;;
; C-GUSA ;ATR 72-202; Y68 ; 22 Apr 2015 ;; 29 Years ;;
; C-FACZ ;British Aerospace Avro RJ100;; 11 Jan 2022 ; Parked EGTC ; 27.6 Years ;;
; C-FNWT ;British Aerospace Avro RJ100;; 13 Aug 2021 ; Parked ; 27.4 Years ;;
; C-FRJY ;British Aerospace Avro RJ100; Y97 ; 8 Jan 2021 ;; 26.3 Years ;;
; C-FXRJ ;British Aerospace Avro RJ100; Y111 ; 16 Feb 2017 ;; 24.9 Years ;;
; C-GZRJ ;British Aerospace Avro RJ100; Y111 ; 11 Jan 2018 ;lsd ; 22.4 Years ;;
; C-FERJ ;British Aerospace Avro RJ85; Y90 ; 8 Jun 2015 ;; 25.6 Years ;;
; C-FLRJ ;British Aerospace Avro RJ85; Y90 ; 18 Sep 2014 ;; 25.1 Years ;;
; C-GASB ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 22 May 2013 ;; 36.7 Years ;;
; C-GBUU ;De Havilland Canada DHC-8-106 Dash 8;; 10 Mar 2021 ;; 31.6 Years ;;
; C-GJCN ;De Havilland Canada DHC-8-311 Dash 8;; 4 Aug 2021 ;; 26.2 Years ;;
