;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; G-POWK ;Airbus A320-233; Y168 ; 15 Jan 2015 ;; 10.8 Years ;;
; G-POWM ;Airbus A320-232; Y180 ; 28 Sep 2015 ;lsd ; 16.4 Years ;;
; 9H-ZTA ;Airbus A321-211; Y220 ; 29 Jul 2021 ; Parked XSP ; 13.2 Years ;;
; 9H-ZTB ;Airbus A321-211(P2F); Cargo ; 12 Aug 2021 ;lsd ; 21.8 Years ;;
; G-NIKO ;Airbus A321-211(P2F); Cargo ; 30 Mar 2021 ;lsd ; 21.7 Years ;;
; G-POWN ;Airbus A321-211; Y218 ; 5 Nov 2019 ;; 13 Years ;;
; G-POWU ;Airbus A321-211; Y220 ; 4 Nov 2019 ; Parked ; 13.3 Years ;;
; G-POWW ;Airbus A321-211; Y220 ; 19 Feb 2020 ; Parked ; 18.4 Years ;;
; G-GBNI ;Airbus A321-253NX;; 31 Mar 2021 ; Parked, lsd ; 0.9 Years ;;
; G-XATW ;Airbus A321-253NX;; 26 Oct 2020 ;lsd, opf Government of the United Kingdom ; 1.4 Years ;;
; G-EODS ;Airbus A330-343(P2F); Cargo ; 27 Aug 2021 ;lsd, opf GEODIS Air Network ; 16.2 Years ;;
; G-POWS ;Boeing 737-436(SF); Cargo ; 10 Jul 2019 ;lsd ; 29.2 Years ;;
; G-POWH ;Boeing 757-256; Y202 ; 24 Sep 2018 ;lsf Lloyds Bank ; 21.6 Years ;;
; G-ZAPX ;Boeing 757-256; Y202 ; 27 Sep 2010 ;lsf Lloyds Bank ; 21.6 Years ;;
