;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; B-16851 ;ATR 72-600 (72-212A); Y70 ; 25 Nov 2017 ;lsd ; 4.3 Years ;;
; B-16852 ;ATR 72-600 (72-212A); Y70 ; 5 Dec 2017 ;lsd ; 5.1 Years ;;
; B-16853 ;ATR 72-600 (72-212A); Y70 ; 29 Dec 2017 ;lsd ; 4.2 Years ;;
; B-16855 ;ATR 72-600 (72-212A); Y70 ; 6 Jul 2018 ;; 3.7 Years ;;
; B-16856 ;ATR 72-600 (72-212A); Y70 ; 10 Aug 2018 ;; 3.6 Years ;;
; B-16857 ;ATR 72-600 (72-212A); Y70 ; 14 May 2019 ;; 2.8 Years ;;
; B-16858 ;ATR 72-600 (72-212A); Y70 ; 25 Jun 2019 ;; 2.7 Years ;;
; B-16859 ;ATR 72-600 (72-212A); Y70 ; 8 Dec 2020 ;; 1.3 Years ;;
; B-16860 ;ATR 72-600 (72-212A); Y70 ; 13 Dec 2020 ;; 1.3 Years ;;
; B-16823 ;Embraer ERJ-190AR (ERJ-190-100 IGW); Y104 ; 25 Aug 2007 ; Parked, lsd ; 14.5 Years ;;
; B-16827 ;Embraer ERJ-190AR (ERJ-190-100 IGW); Y104 ; 30 Jun 2008 ; Parked, lsd ; 13.8 Years ;;
