;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; SX-BHV ;Airbus A320-211;; 26 Sep 2014 ; 15 Oct 2014 ;N320AB AeroTurbine ;;;
; F-GYAN ;Airbus A321-111; Y220 ; May 2014 ; 24 Jan 2015 ;F-GYAN Bosnian Wand Airlines (BWA) ;lsd ;;
; SX-BHS ;Airbus A321-111; Y220 ; 31 Jan 2012 ; 6 Jan 2014 ;SX-BHS Daallo Airlines ;lsd ;;
; SX-BHT ;Airbus A321-211; Y220 ; 6 Aug 2013 ; 31 May 2014 ;SX-BHT Air Moldova ;lsd ;;
; SX-BHR ;Boeing 737-5L9; Y131 ; 11 Mar 2014 ; 27 Sep 2016 ;N737MT Montex Drilling Company ;;;
