;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; A4O-DA ;Airbus A330-243; C30Y196 ; 14 Sep 2009 ;; 12.5 Years ;;
; A4O-DC ;Airbus A330-243; C30Y196 ; 26 Oct 2009 ;; 12.4 Years ;;
; A4O-DF ;Airbus A330-243; C30Y196 ; 9 Jun 2010 ;; 11.8 Years ;;
; A4O-DG ;Airbus A330-243; C30Y196 ; 25 May 2011 ;; 10.8 Years ;;
; A4O-DB ;Airbus A330-343; F6C20Y204 ; 1 Oct 2009 ;; 12.5 Years ;;
; A4O-DD ;Airbus A330-343; F6C20Y204 ; 30 Nov 2009 ;; 12.3 Years ;;
; A4O-DE ;Airbus A330-343; F6C20Y204 ; 23 Mar 2010 ;; 12 Years ;;
; A4O-DH ;Airbus A330-343; C24Y265 ; 25 Nov 2014 ;; 7.3 Years ;;
; A4O-DI ;Airbus A330-343; C24Y265 ; 11 Dec 2014 ;; 7.3 Years ;;
; A4O-DJ ;Airbus A330-343; C24Y265 ; 10 Feb 2015 ;; 7.1 Years ;;
; A4O-MA ;Boeing 737-8 MAX; C12Y150 ; 30 Jan 2018 ;lsd ; 4.1 Years ;;
; A4O-MB ;Boeing 737-8 MAX; C12Y150 ; 9 Mar 2018 ; Parked, lsd ; 4 Years ;;
; A4O-MC ;Boeing 737-8 MAX; C12Y150 ; 11 Jun 2018 ;lsd ; 3.8 Years ;;
; A4O-MD ;Boeing 737-8 MAX; C12Y150 ; 23 Sep 2018 ;lsd ; 3.5 Years ;;
; A4O-ME ;Boeing 737-8 MAX; C12Y150 ; 5 Oct 2018 ;lsd ; 3.4 Years ;;
; A4O-MG ;Boeing 737-8 MAX; C12Y150 ; 8 Jul 2021 ;lsd ; 2.9 Years ;;
; A4O-MH ;Boeing 737-8 MAX; C12Y150 ; On Order ;lsd ; 2.8 Years ;;
; A4O-MI ;Boeing 737-8 MAX; C12Y150 ; On Order ;; 2.8 Years ;;
; A4O-MJ ;Boeing 737-8 MAX; C12Y150 ; 10 Jul 2021 ;lsd ; 2.7 Years ;;
; A4O-MK ;Boeing 737-8 MAX; C12Y150 ; 18 Aug 2021 ;lsd ; 2.4 Years ;;
; A4O-ML ;Boeing 737-8 MAX; C12Y150 ; On Order ;; 2.4 Years ;;
; A4O-MM ;Boeing 737-8 MAX; C12Y150 ; On Order ;lsd ; 2.2 Years ;;
; A4O-BAA ;Boeing 737-81M(WL); C12Y150 ; 25 Jul 2016 ;lsd ; 5.6 Years ;;
; A4O-BAB ;Boeing 737-81M(WL); C12Y150 ; 17 Aug 2016 ;lsd ; 5.6 Years ;;
