;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; HS-THB ;Airbus A350-941; C32Y289 ; 29 Aug 2016 ; Parked, lsd ; Wichian Buri / วิเชียรบุรี ; 5.6 Years ;;
; HS-THC ;Airbus A350-941; C32Y289 ; 11 Oct 2016 ;lsd ; Si Nakhon / ศรีนคร ; 5.4 Years ;;
; HS-THD ;Airbus A350-941; C32Y289 ; 21 Apr 2017 ;; Uthumphon Phisai / อุทุมพรพิสัย ; 4.9 Years ;;
; HS-THE ;Airbus A350-941; C32Y289 ; 16 Jun 2017 ;; Chai Badan / ชัยบาดาล ; 4.8 Years ;;
; HS-THF ;Airbus A350-941; C32Y289 ; 13 Jul 2017 ;lsd ; Yan Nawa / ยานนาวา ; 4.7 Years ;;
; HS-THG ;Airbus A350-941; C32Y289 ; 31 Aug 2017 ;lsd ; Phu Pha Man / ภูผาม่าน ; 4.6 Years ;;
; HS-THH ;Airbus A350-941; C32Y289 ; 22 Sep 2017 ;lsd ; Than To / ธารโต ; 4.5 Years ;;
; HS-THJ ;Airbus A350-941; C32Y289 ; 26 Jan 2018 ;lsd ; Pho Sai / โพธิ์ไทร ; 4.1 Years ;;
; HS-THK ;Airbus A350-941; C32Y289 ; 31 Jan 2018 ;; Phaisali / ไพศาลี ; 4.1 Years ;;
; HS-THL ;Airbus A350-941; C32Y289 ; 21 Feb 2018 ; Parked, lsd ; Sikhoraphum / ศรีขรภูมิ ; 4.1 Years ;;
; HS-THM ;Airbus A350-941; C32Y289 ; 14 Mar 2018 ;lsd ; Chumphon Buri / ชุมพลบุรี ; 4.1 Years ;;
; HS-THN ;Airbus A350-941; C32Y289 ; 3 May 2018 ; Parked ; Khiri Rat Nikhom / คีรีรัฐนิคม ; 4 Years ;;
; HS-TJR ;Boeing 777-2D7ER; C30Y262 ; 1 Nov 2006 ; Parked BKK ; Nakhon Sawan / นครสวรรค์ ; 15.4 Years ;;
; HS-TJS ;Boeing 777-2D7ER; C30Y262 ; 9 Nov 2006 ;; Phra Nakhon / พระนคร ; 15.3 Years ;;
; HS-TJT ;Boeing 777-2D7ER; C30Y262 ; 17 Nov 2006 ;; Pathum Wan / ปทุมวัน ; 15.3 Years ;;
; HS-TJU ;Boeing 777-2D7ER; C30Y262 ; 12 Dec 2006 ; Parked BKK ; Phichit / พิจิตร ; 15.2 Years ;;
; HS-TJV ;Boeing 777-2D7ER; C30Y262 ; 24 Sep 2007 ; Parked ; Nakhon Pathom / นครปฐม ; 14.5 Years ;;
; HS-TJW ;Boeing 777-2D7ER; C30Y262 ; 29 Oct 2007 ;; Phetchabun / เพชรบูรณ์ ; 14.4 Years ;;
; HS-TKK ;Boeing 777-3ALER; C42Y306 ; 2 Aug 2012 ; Parked, lsd ; Philavan / พิลาวัณย์ ; 9.7 Years ;;
; HS-TKL ;Boeing 777-3ALER; C42Y306 ; 30 Oct 2012 ; Parked ; Sunanda / สุนันทา ; 9.4 Years ;;
; HS-TKM ;Boeing 777-3ALER; C42Y306 ; 7 Mar 2013 ;lsd ; Prabhasri / ประภาศรี ; 9 Years ;;
; HS-TKN ;Boeing 777-3ALER; C42Y306 ; 9 Apr 2013 ;; Medininat / เมทินีนาถ ; 9 Years ;;
; HS-TKO ;Boeing 777-3ALER; C42Y306 ; 11 Jun 2013 ;lsd ; Vimolmassiri / วิมลมาศสิรี ; 8.8 Years ;;
; HS-TKP ;Boeing 777-3ALER; C42Y306 ; 19 Jul 2013 ;lsd ; Sri-Amphorn / ศรีอัมพร ; 8.7 Years ;;
; HS-TKQ ;Boeing 777-3ALER; C42Y306 ; 26 Aug 2013 ;lsd ; Khemarat / เขมราฐ ; 8.6 Years ;;
; HS-TKR ;Boeing 777-3ALER; C42Y306 ; 22 Oct 2013 ;lsd ; Hat Yai / หาดใหญ่ ; 8.4 Years ;;
; HS-TKU ;Boeing 777-3D7ER; C42Y306 ; 21 Jan 2014 ;; Acharasobhit / อัจฉราโสภิต ; 8.2 Years ;;
; HS-TKV ;Boeing 777-3D7ER; C42Y306 ; 10 Jul 2014 ;; Suchitra / สุจิตรา ; 7.7 Years ;;
; HS-TKW ;Boeing 777-3D7ER; C42Y306 ; 27 Aug 2014 ;; Mukdasayam / มุกดาสยาม ; 7.6 Years ;;
; HS-TKX ;Boeing 777-3D7ER; C42Y306 ; 20 Jan 2015 ;; Sudharma / สุธรรมา ; 7.2 Years ;;
; HS-TKY ;Boeing 777-3D7ER; C42Y306 ; 22 Jun 2015 ;; Yubhaphaka / ยุพาผกา ; 6.7 Years ;;
; HS-TKZ ;Boeing 777-3D7ER; C42Y306 ; 28 Sep 2015 ;; Sulalivan / สุลาลีวัน ; 6.4 Years ;;
; HS-TTA ;Boeing 777-300ER;; On Order ;; Alongkorn / อลงกรณ์ ; 1.1 Years ;;
; HS-TTB ;Boeing 777-300ER;; On Order ;; Theppharat / เทพราช ; 1.1 Years ;;
; HS-TTC ;Boeing 777-300ER;; On Order ;;;;;
; HS-TQA ;Boeing 787-8 Dreamliner; C24Y240 ; 16 Jul 2014 ;lsd ; Ongkharak / องครักษ์ ; 7.7 Years ;;
; HS-TQB ;Boeing 787-8 Dreamliner; C24Y240 ; 15 Sep 2014 ; Parked, lsd ; Chaturaphak Phiman / จตุรพักตรพิมาน ; 7.5 Years ;;
; HS-TQC ;Boeing 787-8 Dreamliner; C24Y240 ; 29 Oct 2014 ; Parked, lsd ; Pran Buri / ปราณบุรี ; 7.4 Years ;;
; HS-TQD ;Boeing 787-8 Dreamliner; C24Y240 ; 9 Dec 2014 ;lsd ; Wapi Pathum / วาปีปทุม ; 7.3 Years ;;
; HS-TQE ;Boeing 787-8 Dreamliner; C24Y240 ; 17 Apr 2015 ;lsd ; Kosum Phisai / โกสุมพิสัย ; 6.9 Years ;;
; HS-TQF ;Boeing 787-8 Dreamliner; C24Y240 ; 7 Aug 2015 ;lsd ; Kong Krailat / กงไกรลาศ ; 6.6 Years ;;
; HS-TWA ;Boeing 787-9 Dreamliner; C30Y268 ; 14 Sep 2017 ; Parked BKK, lsd ; Phatthana Nikhom / พัฒนานิคม ; 4.5 Years ;;
; HS-TWB ;Boeing 787-9 Dreamliner; C30Y268 ; 30 Oct 2017 ; Parked, lsd ; Phrom Buri / พรหมบุรี ; 4.4 Years ;;
