;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; G-WLAD ;BAC 1-11-304AX One-Eleven;; 15 May 1987 ; 19 Jan 1988 ;G-WLAD Airways International Cymru ;lsf Airways International Cymru ;;
; G-OJET ;British Aerospace 146-100; Y82 ; 14 Feb 1989 ; Aug 1994 ;G-OJET Cityjet ;King Harold 1237 - 1248 , lsd ;;
; G-MANS ;British Aerospace 146-200; Y95 ; 5 May 1994 ; 1 Sep 1994 ;G-MANS British Midland ;;;
; G-MIMA ;British Aerospace 146-200; Y95 ; 31 Mar 1996 ; 31 Aug 2002 ;G-MIMA British Airways ;;;
; G-BRLY ;British Aerospace ATP; Y64 ; 20 Oct 1992 ; 31 Oct 1992 ;G-BRLY British Airways ;lsd ;;
; G-BUUP ;British Aerospace ATP; Y64 ; 13 Jul 1993 ; 20 Aug 1997 ;G-MANU British Regional Airlines ;lsd ;;
; G-BUUR ;British Aerospace ATP; Y64 ; 20 Aug 1993 ; 21 Jul 1994 ;G-OEDJ Jetstream Aircraft ;lsd ;;
; G-LOGD ;British Aerospace ATP; Y64 ; 13 Apr 1993 ; 24 Jun 1993 ;G-LOGD Loganair ;lsf Loganair ;;
; G-MANA ;British Aerospace ATP; Y64 ; 30 Apr 1997 ; 31 Aug 2002 ;G-MANA British Airways ;lsf British Airways CitiExpress ;;
; G-MANB ;British Aerospace ATP; Y64 ; 30 Apr 1997 ; 31 Aug 2002 ;G-MANB British Airways ;lsf British Airways CitiExpress ;;
; G-MANC ;British Aerospace ATP; Y64 ; 30 Apr 1997 ; 31 Aug 2002 ;G-MANC British Airways ;lsf British Airways CitiExpress ;;
; G-MANO ;British Aerospace ATP; Y64 ; 28 Nov 1994 ; 17 May 1995 ;OK-TFN Air Ostrava ;lsd ;;
; G-MANP ;British Aerospace ATP; Y64 ; 28 Oct 1994 ; 17 May 1995 ;OK-VFO Air Ostrava ;lsd ;;
; G-MAUD ;British Aerospace ATP; Y64 ; 14 Dec 1993 ; 25 Jan 1995 ;G-MAUD British Midland ;lsf British Midland ;;
; G-OATP ;British Aerospace ATP; Y64 ; 23 Mar 1989 ; 17 Oct 1994 ;G-MANM Manx Airlines Europe ;King Godred Crovan (1079-1095) ;;
; G-MAJA ;British Aerospace Jetstream 41 (4100); Y29 ; 1 Sep 1996 ; 31 Aug 2002 ;G-MAJA British Airways CitiExpress ;lsf British Airways CitiExpress ;;
; G-BEJP ; De Havilland Canada DHC-6-310 Twin Otter ; Y19 ; 7 Oct 1983 ; 21 Jan 1986 ;G-BEJP Loganair ;lsf Loganair ;;
; G-HOPP ;Saab Fairchild 340A; Y34 ; 28 Nov 1986 ; 26 Oct 1988 ;SE-ISC Saab Aircraft ;"SkyHopper" titles ;;
; SE-ISP ;Saab Fairchild 340A; Y34 ; 1 May 1994 ; 9 Jun 1994 ;SE-ISP Swedair ;lsf Swedair ;;
