;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; P2-ATA ;ATR 72-600 (72-212A); Y72 ; 19 Dec 2015 ;lsd ; 6.2 Years ;;
; P2-ATB ;ATR 72-600 (72-212A); Y72 ; 12 Apr 2016 ;lsd ; 5.9 Years ;;
; P2-ATC ;ATR 72-600 (72-212A); Y72 ; 1 Sep 2016 ;lsd ; 5.5 Years ;;
; P2-ATD ;ATR 72-600 (72-212A); Y72 ; 3 Dec 2016 ;lsd ; 5.3 Years ;;
; P2-ATE ;ATR 72-600 (72-212A); Y72 ; 13 Jun 2017 ;lsd ; 4.7 Years ;;
; P2-ATF ;ATR 72-600 (72-212A); Y72 ; 11 Nov 2017 ;; 4.4 Years ;;
; P2-ATR ;ATR 72-600 (72-212A); Y72 ; 30 Oct 2015 ;lsd ; 6.4 Years ;;
; P2-MCG ;De Havilland Canada DHC-8-102(PF) Dash 8; Cargo ; Dec 2017 ;; 37.5 Years ;;
; P2-MCH ;De Havilland Canada DHC-8-102 Dash 8; Y36 ; 5 Nov 2015 ;; 36.6 Years ;;
; P2-MCI ;De Havilland Canada DHC-8-102 Dash 8; Y36 ; 5 Nov 2015 ;lst Maroomba Airlines as VH-AEP ; 32.1 Years ;;
; P2-MCK ;De Havilland Canada DHC-8-102 Dash 8; Y36 ; 5 Nov 2015 ;; 35.7 Years ;;
; P2-MCL ;De Havilland Canada DHC-8-102 Dash 8; Y36 ; 5 Nov 2015 ;; 36 Years ;;
; P2-MCM ;De Havilland Canada DHC-8-102 Dash 8; Y36 ; 5 Nov 2015 ;lsd ; 31.8 Years ;;
; P2-MCT ;De Havilland Canada DHC-8-102 Dash 8; Y36 ; 5 Nov 2015 ;lsd ; 33.1 Years ;;
; P2-MCW ;De Havilland Canada DHC-8-102 Dash 8; Y36 ; 5 Nov 2015 ;; 35 Years ;;
