;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; ER-SKY ;Airbus A319-131; Y144 ; 18 Dec 2020 ;lsd ; 17.3 Years ;;
; YR-BEE ;Airbus A320-232(WL); Y180 ; 22 Apr 2021 ; Parked, lsd ; 7.6 Years ;;
; YR-JOY ;Airbus A320-232(WL); Y180 ; 10 Dec 2021 ; Parked, lsd ; 7 Years ;;
; YR-SKY ;Airbus A320-232; Y180 ; 5 Nov 2020 ;lsd ; 11.3 Years ;;
; YR- ;Airbus A320-232(WL); Y180 ; Due ; Stored, lsd ; 7.5 Years ;;
