;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;;
; TC-JVI ;Boeing 737-8F2(WL); C16Y135 ; 3 Feb 2016 ;; Bağcılar ; 6.1 Years ;;;
; TC-JVJ ;Boeing 737-8F2(WL); C16Y135 ; 10 Feb 2016 ;; Başakşehir ; 6.1 Years ;;;
; TC-JVK ;Boeing 737-8F2(WL); C16Y135 ; 29 Feb 2016 ;; Bayrampaşa ; 6 Years ;;;
; TC-JVL ;Boeing 737-8F2(WL); C16Y135 ; 17 Mar 2016 ;; Eyüp ; 6 Years ;;;
; TC-JVM ;Boeing 737-8F2(WL); C16Y135 ; 29 Mar 2016 ;; Zeytinburnu ; 6 Years ;;;
; TC-JVN ;Boeing 737-8F2(WL); C16Y135 ; 7 Apr 2016 ; Parked ; Beylikdüzü ; 5.9 Years ;;;
; TC-JVO ;Boeing 737-8F2(WL); C16Y135 ; 19 Apr 2016 ; Parked ; Tuzla ; 5.9 Years ;;;
; TC-JVP ;Boeing 737-8F2(WL); C16Y135 ; 28 Apr 2016 ; Parked ; Esenyurt ; 5.9 Years ;;;
; TC-JVR ;Boeing 737-8F2(WL); C16Y135 ; 10 May 2016 ; Parked ; Kağıthane ; 5.8 Years ;;;
; TC-JVS ;Boeing 737-8F2(WL); C16Y135 ; 23 May 2016 ;lsd ; Güngören ; 5.8 Years ;;;
; TC-JVT ;Boeing 737-8F2(WL); C16Y135 ; 27 May 2016 ; Parked ; Çekmeköy ; 5.8 Years ;;;
; TC-JVU ;Boeing 737-8F2(WL); C16Y135 ; 14 Jun 2016 ; Parked ; Sancaktepe ; 5.7 Years ;;;
; TC-JVV ;Boeing 737-8F2(WL); C16Y135 ; 29 Jun 2016 ; Parked ; Acıbadem ; 5.7 Years ;;;
; TC-JVY ;Boeing 737-8F2(WL); C16Y135 ; 13 Jul 2016 ;; Kahramankazan ; 5.7 Years ;;;
; TC-JVZ ;Boeing 737-8F2(WL); C16Y135 ; 26 Jul 2016 ;"6000th Boeing Next Generation" sticker ; Beştepe ; 5.6 Years ;;;
; TC-JZE ;Boeing 737-8F2(WL); C16Y135 ; 26 Aug 2016 ; Parked ; Çaykara ; 5.5 Years ;;;
; TC-JZF ;Boeing 737-8F2(WL); C16Y135 ; 18 Aug 2016 ;; Safranbolu ; 5.6 Years ;;;
; TC-JZG ;Boeing 737-8F2(WL); C16Y135 ; 3 Oct 2021 ;;; 5.5 Years ;;;
; TC-JZH ;Boeing 737-8F2(WL); C16Y135 ; 29 Sep 2016 ;; Beykoz ; 5.4 Years ;;;
; TC-JYA ;Boeing 737-9F2ER(WL); C16Y135 ; 9 Dec 2011 ;; Selçuk ; 10.8 Years ;;;
; TC-JYB ;Boeing 737-9F2ER(WL); C16Y135 ; 9 Dec 2011 ;; Denizli ; 10.7 Years ;;;
; TC-JYC ;Boeing 737-9F2ER(WL); C16Y135 ; 24 May 2012 ;; Ereğli ; 10 Years ;;;
; TC-JYD ;Boeing 737-9F2ER(WL); C16Y135 ; 28 Jun 2012 ;; Bayburt ; 9.9 Years ;;;
; TC-JYE ;Boeing 737-9F2ER(WL); C16Y135 ; 19 Jul 2012 ;; Tuz Gölü ; 9.8 Years ;;;
; TC-JYF ;Boeing 737-9F2ER(WL); C16Y135 ; 20 Sep 2012 ;; Çırağan ; 9.7 Years ;;;
; TC-JYG ;Boeing 737-9F2ER(WL); C16Y135 ; 21 Sep 2012 ;; Ünye ; 9.6 Years ;;;
; TC-JYH ;Boeing 737-9F2ER(WL); C16Y135 ; 18 Oct 2012 ;; Of ; 9.6 Years ;;;
; TC-JYI ;Boeing 737-9F2ER(WL); C16Y135 ; 8 Nov 2012 ;; Muğla ; 9.5 Years ;;;
; TC-JYJ ;Boeing 737-9F2ER(WL); C16Y135 ; 14 Mar 2013 ;; Emirdağ ; 9.1 Years ;;;
; TC-JYL ;Boeing 737-9F2ER(WL); C16Y153 ; 18 Feb 2015 ;; Çorlu ; 7.1 Years ;;;
; TC-JYM ;Boeing 737-9F2ER(WL); C16Y153 ; 5 Mar 2015 ;; İnceburun ; 7 Years ;;;
; TC-JYN ;Boeing 737-9F2ER(WL); C16Y153 ; 30 Apr 2015 ;; Kanlıca ; 6.9 Years ;;;
; TC-JYO ;Boeing 737-9F2ER(WL); C16Y153 ; 11 May 2015 ;lsd ; Ilıca ; 6.8 Years ;;;
; TC-JYP ;Boeing 737-9F2ER(WL); C16Y153 ; 10 Jul 2015 ;; Çatalca ; 6.7 Years ;;;
; TC-JJE ;Boeing 777-3F2ER; C49Y300 ; 13 Oct 2010 ;; Dolmabahçe ; 11.5 Years ;;;
; TC-JJF ;Boeing 777-3F2ER; C49Y300 ; 26 Oct 2010 ;; Beylerbeyi ; 11.4 Years ;;;
; TC-JJG ;Boeing 777-3F2ER; C49Y300 ; 23 Nov 2010 ;; Yıldız ; 11.3 Years ;;;
; TC-JJH ;Boeing 777-3F2ER; C49Y300 ; 6 Dec 2010 ;; Rumeli ; 11.3 Years ;;;
; TC-JJI ;Boeing 777-3F2ER; C49Y300 ; 22 Dec 2010 ;; Ege ; 11.2 Years ;;;
; TC-JJJ ;Boeing 777-3F2ER; C49Y300 ; 24 Jan 2011 ; Parked ; Erzurum ; 11.1 Years ;;;
; TC-JJK ;Boeing 777-3F2ER; C49Y300 ; 7 Feb 2011 ;; Akdeniz ; 11.1 Years ;;;
; TC-JJL ;Boeing 777-3F2ER; C49Y300 ; 23 Feb 2011 ;; Karadeniz ; 11.1 Years ;;;
; TC-JJM ;Boeing 777-3F2ER; C49Y300 ; 22 Mar 2011 ;; Marmara ; 11 Years ;;;
; TC-JJN ;Boeing 777-3F2ER; C49Y300 ; 24 Jun 2011 ;; Anadolu ; 10.7 Years ;;;
; TC-JJO ;Boeing 777-3F2ER; C49Y300 ; 19 Aug 2011 ;; İstanbul ; 10.6 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;;
; TC-JJP ;Boeing 777-3F2ER; C49Y300 ; 22 Sep 2011 ;; Ankara ; 10.5 Years ;;;
; TC-JJR ;Boeing 777-3F2ER; C49Y300 ; 15 Jul 2014 ;; Erciyes ; 7.7 Years ;;;
; TC-JJS ;Boeing 777-3F2ER; C49Y300 ; 26 Jul 2014 ;; Zigana ; 7.6 Years ;;;
; TC-JJT ;Boeing 777-3F2ER; C49Y300 ; 4 Sep 2014 ;; Çukurova ; 7.5 Years ;;;
; TC-JJU ;Boeing 777-3F2ER; C49Y300 ; 1 Dec 2014 ;; Büyükada ; 7.3 Years ;;;
; TC-JJV ;Boeing 777-3F2ER; C49Y300 ; 30 Mar 2015 ;; Heybeliada ; 7.1 Years ;;;
; TC-JJY ;Boeing 777-3F2ER; C49Y300 ; 30 Mar 2015 ;; Kinaliada ; 7 Years ;;;
; TC-JJZ ;Boeing 777-3F2ER; C49Y300 ; 15 Apr 2015 ;; Uzungöl ; 6.9 Years ;;;
; TC-LJA ;Boeing 777-3F2ER; C49Y300 ; 30 Apr 2015 ;; Adana ; 6.9 Years ;;;
; TC-LJB ;Boeing 777-3F2ER; C49Y300 ; 11 Sep 2015 ;; Ayasofya ; 6.5 Years ;;;
; TC-LJC ;Boeing 777-3F2ER; C49Y300 ; 28 Sep 2015 ;;; 6.5 Years ;;;
; TC-LJD ;Boeing 777-3F2ER; C49Y300 ; 22 Dec 2015 ;; Selimiye ; 6.2 Years ;;;
; TC-LJE ;Boeing 777-3F2ER; C49Y300 ; 27 Jan 2016 ;; Sümela ; 6.1 Years ;;;
; TC-LJF ;Boeing 777-3F2ER; C49Y300 ; 31 Mar 2016 ;; Ortaköy ; 5.9 Years ;;;
; TC-LJG ;Boeing 777-3F2ER; C49Y300 ; 2 May 2016 ;;; 5.9 Years ;;;
; TC-LJH ;Boeing 777-3F2ER; C49Y300 ; 31 May 2016 ;;; 5.8 Years ;;;
; TC-LJI ;Boeing 777-3F2ER; C49Y300 ; 14 Jun 2016 ; Parked ;; 5.8 Years ;;;
; TC-LJJ ;Boeing 777-3F2ER; C49Y300 ; 29 Jun 2016 ;;; 5.7 Years ;;;
; TC-LJK ;Boeing 777-3F2ER; C49Y300 ; 25 May 2017 ;; İzmir ; 5 Years ;;;
; TC-LKA ;Boeing 777-36NER; C28Y372 ; Apr 2016 ;lsf Kenya Airways ;; 8.4 Years ;;;
; TC-LKB ;Boeing 777-36NER; C28Y372 ; Apr 2016 ;lsf Kenya Airways ;; 7.9 Years ;;;
; TC-LKC ;Boeing 777-3U8ER; C28Y372 ; Apr 2016 ; Parked, lsf Kenya Airways ;; 7.7 Years ;;;
; TC-LJL ;Boeing 777-FF2; Cargo ; 30 Nov 2017 ;;; 4.3 Years ;;;
; TC-LJM ;Boeing 777-FF2; Cargo ; 22 Dec 2017 ;;; 4.2 Years ;;;
; TC-LJN ;Boeing 777-FF2; Cargo ; 26 Sep 2018 ;;; 3.5 Years ;;;
; TC-LJO ;Boeing 777-F; Cargo ; 9 Nov 2018 ;;; 3.4 Years ;;;
; TC-LJP ;Boeing 777-F; Cargo ; 14 Dec 2018 ;;; 3.3 Years ;;;
; TC-LJR ;Boeing 777-F; Cargo ; 1 Oct 2019 ;;; 2.4 Years ;;;
; TC-LJS ;Boeing 777-F; Cargo ; 21 Jan 2020 ;;; 2.1 Years ;;;
; TC-LJT ;Boeing 777-F; Cargo ; 13 Mar 2020 ;;; 2 Years ;;;
; TC-LLA ;Boeing 787-9 Dreamliner; C30Y270 ; 25 Jun 2019 ;; Maçka ; 2.7 Years ;;;
; TC-LLB ;Boeing 787-9 Dreamliner; C30Y270 ; 9 Jul 2019 ;;; 2.7 Years ;;;
; TC-LLC ;Boeing 787-9 Dreamliner; C30Y270 ; 22 Jul 2019 ; Parked ;; 2.6 Years ;;;
; TC-LLD ;Boeing 787-9 Dreamliner; C30Y270 ; 26 Jul 2019 ;;; 2.6 Years ;;;
; TC-LLE ;Boeing 787-9 Dreamliner; C30Y270 ; 13 Sep 2019 ;;; 2.5 Years ;;;
; TC-LLF ;Boeing 787-9 Dreamliner; C30Y270 ; 28 Aug 2019 ;;; 2.5 Years ;;;
; TC-LLG ;Boeing 787-9 Dreamliner; C30Y270 ; 23 Jan 2020 ;;; 2.1 Years ;;;
; TC-LLH ;Boeing 787-9 Dreamliner; C30Y270 ; 19 Feb 2020 ;;; 2.2 Years ;;;
; TC-LLI ;Boeing 787-9 Dreamliner; C30Y270 ; 20 Feb 2020 ;;; 2.1 Years ;;;
; TC-LLJ ;Boeing 787-9 Dreamliner; C30Y270 ; 4 Mar 2020 ;;; 2 Years ;;;
; TC-LLK ;Boeing 787-9 Dreamliner; C30Y270 ; 17 Mar 2020 ;;; 2 Years ;;;
; TC-LLM ;Boeing 787-9 Dreamliner; C30Y270 ; 21 Jul 2020 ;lsd ;; 1.8 Years ;;;
; TC-LLN ;Boeing 787-9 Dreamliner; C30Y270 ; 30 Sep 2020 ;;; 1.7 Years ;;;
; TC-LLO ;Boeing 787-9 Dreamliner; C30Y270 ; 30 Sep 2020 ;;; 1.6 Years ;;;
; TC-LLP ;Boeing 787-9 Dreamliner; C30Y270 ; 17 Jun 2021 ;;; 1.7 Years ;;;
; TC-LLR ;Boeing 787-9 Dreamliner; C30Y270 ; On Order ;;; 0.4 Years ;;;
; TC-LLS ;Boeing 787-9 Dreamliner; C30Y270 ; On Order ;;; 0.4 Years ;;;
; TC-LLT ;Boeing 787-9 Dreamliner; C30Y270 ; On Order ;;; 0.2 Years ;;;
; TC- ;Boeing 787-9 Dreamliner; C30Y270 ; On Order ;;;;;;
