;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; N8016 ;Douglas DC-8-33;; Jan 1981 ;; Scrapped ;;;
; N8038A ;Douglas DC-8-33;; Nov 1979 ; Dec 1983 ;LN-PIP Grand Investment ;;;
; N8148A ;Douglas DC-8-33(F); Cargo ; Jun 1980 ;; Scrapped ;;;
; N8166A ;Douglas DC-8-33(F); Cargo ; 21 Oct 1977 ; Apr 1979 ;N8166A Michigan Peninsula Airways (MPA) ;;;
; N8184A ;Douglas DC-8-33(F); Cargo ; 21 Oct 1977 ; Oct 1981 ; Scrapped ;lsf Charlotte Aircraft Corporation ;;
