;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; 9K-AKE ;Airbus A320-214(WL); C16Y117 ; 18 Dec 2014 ;lsd ; Kathemah / كاظمة ; 7.3 Years ;;
; 9K-AKF ;Airbus A320-214(WL); C16Y117 ; 23 Dec 2014 ;lsd ; Warah ; 7.3 Years ;;
; 9K-AKG ;Airbus A320-214(WL); C16Y114 ; 27 Feb 2015 ;lsd ; Sharq / شرق‎ ; 7.1 Years ;;
; 9K-AKH ;Airbus A320-214(WL); C16Y114 ; 28 Feb 2015 ;lsd ; Al-Kout ; 7.1 Years ;;
; 9K-AKI ;Airbus A320-214(WL); C16Y114 ; 24 Mar 2015 ;lsd ; Al-Qurain ; 7 Years ;;
; 9K-AKJ ;Airbus A320-214(WL); C16Y114 ; 30 Mar 2015 ;lsd ; Al-Fintas ; 7 Years ;;
; 9K-AKK ;Airbus A320-214(WL); C16Y114 ; 22 May 2015 ;lsd ; Al-Rawdhatain ; 6.9 Years ;;
; 9K-AKL ;Airbus A320-251N; C12Y122 ; 31 Aug 2019 ;; Kathemah / كاظمة ; 2.5 Years ;;
; 9K-AKM ;Airbus A320-251N; C12Y122 ; 23 Jan 2020 ;; Warah ; 2.1 Years ;;
; 9K-AKN ;Airbus A320-251N; C12Y122 ; 31 Oct 2019 ;; Al Jahra / الجهراء ; 2.3 Years ;;
; 9K-AKO ;Airbus A320-251N; C12Y122 ; 30 Nov 2020 ;; Al Kout ; 1.8 Years ;;
; 9K-AKP ;Airbus A320-251N; C12Y122 ; 20 Nov 2020 ;; Al Qurain / القرين ; 1.6 Years ;;
; 9K-AKQ ;Airbus A320-251N; C12Y122 ; 27 Nov 2020 ;; Al Fintas ; 1.3 Years ;;
; 9K-APA ;Airbus A330-243; F17C30Y165 ; 22 Jun 2015 ;lsd ; Al-Boom ; 6.8 Years ;;
; 9K-APB ;Airbus A330-243; F17C30Y165 ; 30 Jun 2015 ;lsd, "65 Years" sticker ; Al-Sanbook ; 6.7 Years ;;
; 9K-APC ;Airbus A330-243; F17C30Y165 ; 12 Aug 2015 ;lsd, "65 Years" sticker ; Al-Jalboot ; 6.6 Years ;;
; 9K-APD ;Airbus A330-243; F17C30Y165 ; 29 Oct 2015 ;lsd, "65 Years" sticker ; Al Sho'ei / الشوعي ; 6.4 Years ;;
; 9K-APE ;Airbus A330-243; F17C30Y165 ; 27 Nov 2015 ;lsd ; Al-Tchala ; 6.3 Years ;;
; 9K-APF ;Airbus A330-841; C32Y203 ; 28 Oct 2020 ;; Al Boom / البوم ; 1.7 Years ;;
; 9K-APG ;Airbus A330-841; C32Y203 ; 28 Oct 2020 ;; Al Sanbouk ; 1.6 Years ;;
; 9K-APH ;Airbus A330-841; C32Y203 ; On Order ;;; 0.6 Years ;;
; 9K-AOC ;Boeing 777-369ER; F8C36W54Y236 ; 6 Dec 2016 ;; Al-Sabahiya ; 5.3 Years ;;
; 9K-AOD ;Boeing 777-369ER; F8C36W54Y236 ; 30 Dec 2016 ;; Al-Jabriya ; 5.2 Years ;;
; 9K-AOE ;Boeing 777-369ER; F8C36W54Y236 ; 29 Jan 2017 ;; Al-Salmiya / السالمية ; 5.2 Years ;;
; 9K-AOF ;Boeing 777-369ER; F8C36W54Y236 ; 1 Feb 2017 ;; Al-Ahmadiya ; 5.1 Years ;;
; 9K-AOH ;Boeing 777-369ER; F8C36W54Y236 ; 10 Mar 2017 ;; Al-Mubarakiya ; 5 Years ;;
; 9K-AOI ;Boeing 777-369ER; F8C36W54Y236 ; 31 Mar 2017 ;lsd ; Al-Sheab ; 5 Years ;;
; 9K-AOJ ;Boeing 777-369ER; F8C36W54Y236 ; 17 May 2017 ;lsd ; Al-Mesila ; 4.8 Years ;;
; 9K-AOK ;Boeing 777-369ER; F8C36W54Y236 ; 29 Jun 2017 ;lsd ; Al-Salam / السلام ; 4.8 Years ;;
; 9K-AOL ;Boeing 777-369ER; F8C36W54Y236 ; 20 Jul 2017 ;lsd ; Bayan ; 4.6 Years ;;
; 9K-AOM ;Boeing 777-369ER; F8C36W54Y236 ; 25 Aug 2017 ;lsd ; Dasman / دسمان ; 4.6 Years ;;
