;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; PK-LAF ;Airbus A320-214(WL); C12Y144 ; 22 Oct 2014 ;lsd ; 7.7 Years ;;
; PK-LAI ;Airbus A320-214(WL); C12Y144 ; 19 Nov 2014 ;lsd ; 7.3 Years ;;
; PK-LAJ ;Airbus A320-214(WL); C12Y144 ; 25 Nov 2014 ;lsd ; 7.3 Years ;;
; PK-LAL ;Airbus A320-214(WL); C12Y144 ; 16 Mar 2015 ;lsd ; 7 Years ;;
; PK-LAM ;Airbus A320-214(WL); C12Y144 ; 12 Jun 2015 ; Parked, lsd ; 6.8 Years ;;
; PK-LAO ;Airbus A320-214(WL); C12Y144 ; 28 Jul 2015 ;lsd ; 6.6 Years ;;
; PK-LAQ ;Airbus A320-214(WL); C12Y144 ; 16 Sep 2015 ;lsd ; 6.6 Years ;;
; PK-LAT ;Airbus A320-214(WL); C12Y144 ; 25 Feb 2016 ; Parked, lsd ; 6.1 Years ;;
; PK-LAW ;Airbus A320-214(WL); C12Y144 ; 18 Mar 2016 ;lsd ; 6 Years ;;
; PK-LAY ;Airbus A320-214(WL); C12Y144 ; 15 Apr 2016 ;lsd ; 5.9 Years ;;
; PK-LAZ ;Airbus A320-214(WL); C12Y144 ; 30 Jun 2016 ;lsd ; 5.7 Years ;;
; PK-LUF ;Airbus A320-214(WL); C12Y144 ; 27 Jul 2016 ;lsd ; 5.7 Years ;;
; PK-LUG ;Airbus A320-214(WL); C12Y144 ; 4 Aug 2016 ;lsd ; 5.7 Years ;;
; PK-LUH ;Airbus A320-214(WL); C12Y144 ; 8 Aug 2016 ;lsd ; 5.6 Years ;;
; PK-LUI ;Airbus A320-214(WL); C12Y144 ; 15 Sep 2016 ;lsd ; 5.6 Years ;;
; PK-LUJ ;Airbus A320-214(WL); C12Y144 ; 18 Nov 2016 ; Parked, lsd ; 5.5 Years ;;
; PK-LUK ;Airbus A320-214(WL); C12Y144 ; 25 Nov 2016 ;lsd ; 5.4 Years ;;
; PK-LUO ;Airbus A320-214(WL); C12Y144 ; 7 Mar 2017 ;lsd ; 5 Years ;;
; PK-LUP ;Airbus A320-214(WL); C12Y144 ; 10 Feb 2017 ;lsd ; 5.1 Years ;;
; PK-LUQ ;Airbus A320-214(WL); C12Y144 ; 28 Mar 2017 ;lsd ; 5 Years ;;
; PK-LUR ;Airbus A320-214(WL); C12Y144 ; 31 Mar 2017 ; Parked, lsd ; 5 Years ;;
; PK-LUS ;Airbus A320-214(WL); C12Y144 ; 7 Apr 2017 ;lsd ; 4.9 Years ;;
; PK-LUT ;Airbus A320-214(WL); C12Y144 ; 19 May 2017 ;lsd ; 4.9 Years ;;
; PK-LUU ;Airbus A320-214(WL); C12Y144 ; 5 May 2017 ;lsd ; 4.9 Years ;;
; PK-LUV ;Airbus A320-214(WL); C12Y144 ; 23 May 2017 ;lsd ; 4.8 Years ;;
; PK-LUW ;Airbus A320-214(WL); C12Y144 ; 14 Sep 2017 ;lsd ; 4.5 Years ;;
; PK-LUY ;Airbus A320-214(WL); C12Y144 ; 30 Oct 2017 ;lsd ; 4.4 Years ;;
; PK-LUZ ;Airbus A320-214(WL); C12Y144 ; 22 Jan 2018 ; Parked, lsd ; 4.1 Years ;;
; PK-LZH ;Airbus A320-214(WL); C12Y144 ; 31 Jan 2018 ;lsd ; 4.1 Years ;;
; PK-BDF ;Airbus A320-251N; C12Y144 ; 31 Jan 2020 ;lsd ; 2.1 Years ;;
; PK-LEK ;Airbus A330-343; C18Y374 ; 17 May 2021 ; Parked, lsd ; 4.4 Years ;;
; PK-LEL ;Airbus A330-343; C18Y374 ; 17 May 2021 ; Parked, lsd ; 4.4 Years ;;
; PK-LEM ;Airbus A330-343; C18Y374 ; 17 May 2021 ; Parked, lsd ; 4.3 Years ;;
; PK-LBK ;Boeing 737-8GP(WL); C12Y150 ; 22 Aug 2014 ;lsd ; 7.5 Years ;;
; PK-LBS ;Boeing 737-8GP(WL); C12Y150 ; 7 Nov 2014 ;lsd ; 7.3 Years ;;
; PK-LBW ;Boeing 737-8GP(WL); C12Y150 ; 9 Feb 2015 ;lsd ; 7.1 Years ;;
; PK-LBZ ;Boeing 737-8GP(WL); C12Y150 ; 12 Mar 2015 ;lsd ; 7 Years ;;
; PK-LDH ;Boeing 737-8GP(WL); C12Y150 ; 31 Mar 2020 ;lsd ; 6.5 Years ;;
; PK-LDI ;Boeing 737-8GP(WL); C12Y150 ; 27 Mar 2021 ;lsd ; 7 Years ;;
; PK-LDJ ;Boeing 737-8GP(WL); C12Y150 ; 30 Mar 2020 ;lsd ; 7.4 Years ;;
; PK-LDK ;Boeing 737-8GP(WL); C12Y150 ; 20 Apr 2020 ; Parked, lsd ; 6.4 Years ;;
; PK-LDL ;Boeing 737-8GP(WL); C12Y150 ; 17 Apr 2020 ;lsd ; 5 Years ;;
; PK-LDM ;Boeing 737-8GP(WL); C12Y150 ; 23 Apr 2020 ;lsd ; 5.7 Years ;;
; PK-LDO ;Boeing 737-8GP(WL); C12Y150 ; 17 Apr 2020 ;lsd ; 7.4 Years ;;
; PK-LDP ;Boeing 737-8GP(WL); C12Y150 ; 20 Apr 2020 ;lsd ; 6.3 Years ;;
; PK-LZM ;Boeing 737-8GP(WL); C12Y150 ; 13 Mar 2020 ;lsd, "Lion Group 178th Boeing 737-800" sticker ; 5.2 Years ;;
; PK-LZO ;Boeing 737-8GP(WL); C12Y150 ; 20 Mar 2020 ;lsd ; 5.1 Years ;;
; PK-LZP ;Boeing 737-8GP(WL); C12Y150 ; 13 Mar 2020 ;lsd ; 5.1 Years ;;
; PK-LZQ ;Boeing 737-8GP(WL); C12Y150 ; 13 Mar 2020 ;lsd ; 5.4 Years ;;
; PK-LZS ;Boeing 737-8GP(WL); C12Y150 ; 24 Mar 2020 ;lsd ; 6.8 Years ;;
