;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; TC-OBS ;Airbus A320-232; Y180 ; 17 May 2012 ; Parked AYT ;; 24.9 Years ;;
; TC-OBU ;Airbus A320-232; Y180 ; 12 Jun 2012 ; Parked ISL ;; 25.1 Years ;;
; TC-ODB ;Airbus A320-232; Y180 ; 15 Dec 2015 ; Parked ISL ;; 26 Years ;;
; TC-ONJ ;Airbus A321-131; Y210 ; 10 Jan 2010 ; Parked ISL ;; 28.8 Years ;;
; TC-ONS ;Airbus A321-131; Y210 ; 26 Jun 2006 ; Parked ISL ; P. Marty ; 29 Years ;;
; TC-OBK ;Airbus A321-231; Y219 ; 3 Jun 2011 ; Parked ISL ; Rana ; 24 Years ;;
; TC-OBY ;Airbus A321-231; Y220 ; 17 Feb 2015 ; Parked ISL ;; 23.9 Years ;;
; TC-OEA ;Airbus A321-231; Y204 ; 7 Jul 2020 ; Parked ISL ;; 24.1 Years ;;
; TC-OCK ;Airbus A330-243;; 21 Mar 2020 ; Parked ISL, lsd ;; 20.8 Years ;;
