;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; 9H-VUA ;Boeing 737-8200 MAX; Y197 ; 5 Aug 2021 ;; 0.8 Years ;;;
; 9H-VUB ;Boeing 737-8200 MAX; Y197 ; 27 Jul 2021 ;; 0.8 Years ;;;
; 9H-VUC ;Boeing 737-8200 MAX; Y197 ; 20 Jul 2021 ;; 0.7 Years ;;;
; 9H-VUD ;Boeing 737-8200 MAX; Y197 ; 30 Jul 2021 ;; 0.8 Years ;;;
; 9H-VUE ;Boeing 737-8200 MAX; Y197 ; 14 Jul 2021 ;; 0.7 Years ;;;
; 9H-VUF ;Boeing 737-8200 MAX; Y197 ; 22 Jul 2021 ;; 0.7 Years ;;;
; 9H-VUG ;Boeing 737-8200 MAX; Y197 ; 21 Sep 2021 ;; 2.2 Years ;;;
; 9H-VUH ;Boeing 737-8200 MAX; Y197 ; 3 Nov 2021 ;; 2.4 Years ;;;
; 9H-VUI ;Boeing 737-8200 MAX; Y197 ; 19 Nov 2021 ;; 2.4 Years ;;;
; 9H-VUJ ;Boeing 737-8200 MAX; Y197 ; 24 Nov 2021 ;; 2.4 Years ;;;
; 9H-VUK ;Boeing 737-8200 MAX; Y197 ; 24 Sep 2021 ;; 0.5 Years ;;;
; 9H-VUL ;Boeing 737-8200 MAX; Y197 ; 16 Oct 2021 ;; 0.4 Years ;;;
; 9H-VUM ;Boeing 737-8200 MAX; Y197 ; 13 Oct 2021 ;; 0.4 Years ;;;
; 9H-VUN ;Boeing 737-8200 MAX; Y197 ; 22 Oct 2021 ;; 0.4 Years ;;;
; 9H-VUO ;Boeing 737-8200 MAX; Y197 ; 26 Oct 2021 ;; 0.4 Years ;;;
; 9H-VUP ;Boeing 737-8200 MAX; Y197 ; 26 Nov 2021 ;; 0.3 Years ;;;
; 9H-VUQ ;Boeing 737-8200 MAX; Y197 ; 10 Nov 2021 ;; 0.3 Years ;;;
; 9H-VUR ;Boeing 737-8200 MAX; Y197 ; 8 Dec 2021 ;; 0.9 Years ;;;
; 9H-VUS ;Boeing 737-8200 MAX; Y197 ; 10 Dec 2021 ;; 0.9 Years ;;;
; 9H-VUT ;Boeing 737-8200 MAX; Y197 ; 16 Dec 2021 ;; 0.7 Years ;;;
; 9H-VUU ;Boeing 737-8200 MAX; Y197 ; 21 Dec 2021 ;; 0.7 Years ;;;
; 9H-VUV ;Boeing 737-8200 MAX; Y197 ; 19 Dec 2021 ;; 0.6 Years ;;;
; 9H-VUW ;Boeing 737-8200 MAX; Y197 ; On Order ;; 0.1 Years ;;;
; 9H-VUX ;Boeing 737-8200 MAX; Y197 ; 25 Feb 2022 ;;;;;
; 9H-VUZ ;Boeing 737-8200 MAX; Y197 ; On Order ;;;;;
; 9H-VVA ;Boeing 737-8200 MAX; Y197 ; On Order ;;;;;
; 9H-VVC ;Boeing 737-8200 MAX; Y197 ; On Order ;;;;;
; 9H-QAA ;Boeing 737-8AS(WL); Y189 ; 10 Jun 2019 ;; 4.9 Years ;;;
; 9H-QAB ;Boeing 737-8AS(WL); Y189 ; 13 Jun 2019 ;; 4.8 Years ;;;
; 9H-QAC ;Boeing 737-8AS(WL); Y189 ; 17 Jun 2019 ;; 4.8 Years ;;;
; 9H-QAD ;Boeing 737-8AS(WL); Y189 ; 18 Jun 2019 ;; 4.2 Years ;;;
; 9H-QAE ;Boeing 737-8AS(WL); Y189 ; 19 Jun 2019 ;; 4.1 Years ;;;
; 9H-QAF ;Boeing 737-8AS(WL); Y189 ; 20 Jun 2019 ;; 4.1 Years ;;;
; 9H-QAG ;Boeing 737-8AS(WL); Y189 ; 25 Jun 2019 ;; 4.1 Years ;;;
