;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; HB-JOG ;Airbus A319-112; Y150 ; Jun 2019 ;lsd ; 13 Years ;;
; HB-JOJ ;Airbus A319-112; Y150 ; Jun 2019 ; Parked, lsd ; 15.1 Years ;;
; HB-JOK ;Airbus A320-214; Y180 ; 10 Dec 2021 ;lsd ; 12.8 Years ;;
