;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; EI-DGU ;Airbus A300B4-622R(F); Cargo ; 11 Feb 2016 ;opf DHL ; 32 Years ;;
; EI-EXR ;Airbus A300B4-622R(F); Cargo ; 15 May 2015 ;opf DHL ; 29.2 Years ;;
; EI-OZL ;Airbus A300B4-622R(F); Cargo ; 1 Sep 2015 ;opf DHL ; 28.4 Years ;;
; EI-OZM ;Airbus A300B4-622R(F); Cargo ; 28 Aug 2015 ;opf DHL ; 28.2 Years ;;
; EI-HEA ;Airbus A330-322(P2F); Cargo ; 19 Oct 2020 ;opf DHL ; 26.4 Years ;;
; EI-HEB ;Airbus A330-322(P2F); Cargo ; 1 Mar 2018 ;opf DHL ; 26.1 Years ;;
; EI-HEC ;Airbus A330-322(P2F); Cargo ; 18 Jul 2020 ;lsd, opf DHL ; 23.5 Years ;;
; EI-GUL ;ATR 72-600F (72-212A); Cargo ; 16 Dec 2020 ;lsf FedEx Express, opf FedEx Feeder ; 1.4 Years ;;
; EI-GUM ;ATR 72-600F (72-212A); Cargo ; 5 Jan 2022 ;lsf FedEx Express, opf FedEx Feeder ; 0.2 Years ;;
; EI-GUO ;ATR 72-600F (72-212A); Cargo ; On Order ;opf FedEx Feeder ;;;
; EI-GUP ;ATR 72-600F (72-212A); Cargo ; 5 Jan 2022 ;lsf FedEx Express, opf FedEx Feeder ; 0.3 Years ;;
; EI-SLF ;ATR 72-201(F); Cargo ; 15 May 2015 ; Parked ; 31.1 Years ;;
; EI-SLW ;ATR 72-202(F); Cargo ; 4 Aug 2017 ;; 30.8 Years ;;
; EI-SLZ ;ATR 72-202(F); Cargo ; 16 Oct 2017 ;; 27.3 Years ;;
; EI-SON ;ATR 72-201(F); Cargo ; 18 Nov 2021 ;; 31.3 Years ;;
; EI-SOO ;ATR 72-500 (72-212A); Cargo ; 2 Nov 2016 ; Parked ; 23.3 Years ;;
; EI-SOP ;ATR 72-500 (72-212A); Cargo ; 12 Oct 2015 ;; 23.1 Years ;;
; EI-HAA ;Boeing 737-4Y0(SF); Cargo ; 2 Sep 2021 ;; 30.3 Years ;;
; EI-JRD ;Boeing 737-4Y0(SF); Cargo ; 22 Jul 2021 ;; 30.7 Years ;;
; EI-STC ;Boeing 737-476(SF); Cargo ; 8 Oct 2021 ;Emerald Isle ; 28.1 Years ;;
; EI-STH ;Boeing 737-429(SF); Cargo ; 3 Sep 2021 ;lsd ; 30.1 Years ;;
; EI-STI ;Boeing 737-476(SF); Cargo ; 1 Jul 2021 ;opf DHL ; 31.3 Years ;;
; EI-STJ ;Boeing 737-490(SF); Cargo ; 11 Oct 2017 ;; 24.8 Years ;;
; EI-STK ;Boeing 737-448(SF); Cargo ; 17 Aug 2017 ;; 30.9 Years ;;
; EI-STL ;Boeing 737-42C(SF); Cargo ; 12 May 2017 ;lsd ; 31.8 Years ;;
; EI-STM ;Boeing 737-4Z9(SF); Cargo ; 3 Mar 2017 ;lsd ; 29.1 Years ;;
; EI-STN ;Boeing 737-4Q8(SF); Cargo ; 6 Apr 2017 ;lsd ; 28.5 Years ;;
; EI-STO ;Boeing 737-43Q(SF); Cargo ; 1 Nov 2017 ; Parked, lsd ; 25.3 Years ;;
; EI-STP ;Boeing 737-4Q8(SF); Cargo ; 15 Mar 2018 ;lsd ; 27.9 Years ;;
; EI-STS ;Boeing 737-48E(SF); Cargo ; 20 Sep 2019 ;lsd ; 24.6 Years ;;
; EI-STU ;Boeing 737-4M0(SF); Cargo ; 6 Feb 2020 ;; 23.7 Years ;;
; EI-STV ;Boeing 737-43Q(SF); Cargo ; 16 Apr 2021 ;; 25.2 Years ;;
; EI-STW ;Boeing 737-4M0(SF); Cargo ; 16 Sep 2021 ;lsd ; 23.9 Years ;;
; EI-AZA ;Boeing 737-86N(SF)(WL); Cargo ; 25 Aug 2021 ;opf Amazon Prime Air ; 20.4 Years ;;
; EI-AZB ;Boeing 737-8AS(SF)(WL); Cargo ; 19 Oct 2021 ;lsd, opf Amazon Prime Air ; 21.7 Years ;;
; EI-AZC ;Boeing 737-86J(SF)(WL); Cargo ; 23 Nov 2021 ;lsd, opf Amazon Prime Air ; 21 Years ;;
; EI-AZD ;Boeing 737-86Q(SF)(WL); Cargo ; 8 Dec 2021 ;lsd, opf Amazon Prime Air ; 19.4 Years ;;
; EI-DAC ;Boeing 737-8AS(BCF)(WL); Cargo ; 22 Oct 2020 ;lsd, opf Amazon Prime Air ; 19.3 Years ;;
; EI-DAD ;Boeing 737-8AS(BCF)(WL); Cargo ; 25 Sep 2020 ;lsd, opf Amazon Prime Air ; 19.3 Years ;;
