;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; SE-LFS ;Fokker F50 Freighter; Cargo ; 4 Dec 2015 ;lsd ; 30.9 Years ;;
; SE-LIO ;Fokker F50; Y50 ; Jun 2014 ;Big Mike, lsd ; 33.1 Years ;;
; SE-LIP ;Fokker F50 Freighter; Cargo ; 31 Mar 2009 ; Parked MMX, lsd ; 33 Years ;;
; SE-LJY ;Fokker F50 Freighter; Cargo ; 17 Oct 2008 ; Parked MMX, lsd ; 29.6 Years ;;
; SE-LTR ;Fokker F50; Y50 ; 14 Dec 2018 ;lsd ; 30.6 Years ;;
; SE-MFB ;Fokker F50 Freighter; Cargo ; 19 Jan 2012 ;lsd ; 29.8 Years ;;
; SE-MFD ;Fokker F50 Freighter; Cargo ; 7 Jun 2017 ;lsd ; 33.7 Years ;;
; SE-MFP ;Fokker F50; Y50 ; 7 Aug 2018 ;lsd ; 34.5 Years ;;
; SE-MFR ;Fokker F50; Y50 ; 24 Oct 2018 ;lsd ; 29.4 Years ;;
; SE-MFY ;Fokker F50; Y50 ; 1 Jul 2021 ;lsd ; 32.2 Years ;;
; SE-MFZ ;Fokker F50; Y50 ; 14 Dec 2018 ;lsd ; 32.7 Years ;;
