;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; ZS-NRE ;British Aerospace Jetstream 41 (4121); Y29 ; Jan 2006 ;; 27 Years ;;;
; ZS-NRF ;British Aerospace Jetstream 41 (4121); Y29 ; Jan 2006 ;; 27 Years ;;;
; ZS-NRG ;British Aerospace Jetstream 41 (4121); Y29 ; Jan 2006 ;; 27 Years ;;;
; ZS-NRH ;British Aerospace Jetstream 41 (4121); Y29 ; Jan 2006 ;; 26.9 Years ;;;
; ZS-NRI ;British Aerospace Jetstream 41 (4121); Y29 ; Jan 2006 ;; 26.8 Years ;;;
; ZS-NRJ ;British Aerospace Jetstream 41 (4121); Y29 ; Jan 2006 ; Parked FAVM ; 26.8 Years ;;;
; ZS-OTM ;Embraer ERJ-135LR; Y37 ; Jan 2014 ;; 20.5 Years ;;;
; ZS-OTN ;Embraer ERJ-135LR; Y37 ; Jan 2006 ;; 20.5 Years ;;;
; ZS-OUV ;Embraer ERJ-135LR; Y37 ; Jan 2006 ;; 20.5 Years ;;;
; ZS-SJX ;Embraer ERJ-135LR; Y37 ; Jan 2006 ;; 20.9 Years ;;;
; ZS-SNV ;Embraer ERJ-135LR; Y37 ; 2 Feb 2010 ;; 20.1 Years ;;;
; ZS-SNW ;Embraer ERJ-135LR; Y37 ; 5 Feb 2010 ;; 18.9 Years ;;;
; ZS-SNX ;Embraer ERJ-135LR; Y37 ; 22 Jan 2010 ;; 19.6 Years ;;;
; ZS-SNZ ;Embraer ERJ-135LR; Y37 ; 22 Jan 2010 ;; 18.8 Years ;;;
; ZS-SUV ;Embraer ERJ-135LR; Y37 ; 25 Nov 2011 ;; 19.3 Years ;;;
; ZS-SWN ;Embraer ERJ-135LR; Y37 ; 19 Jul 2012 ;; 20.7 Years ;;;
; ZS-SWV ;Embraer ERJ-135LR; Y37 ; 22 Aug 2012 ;; 18.7 Years ;;;
; ZS-SYT ;Embraer ERJ-135LR; Y37 ; 22 Feb 2013 ;; 21.3 Years ;;;
; ZS-TCB ;Embraer ERJ-135ER; Y37 ; 17 Dec 2013 ;; 22.2 Years ;;;
; ZS-TCE ;Embraer ERJ-135LR; Y37 ; 5 Feb 2014 ;lsd ; 21.3 Years ;;;
; ZS-TFK ;Embraer ERJ-135LR; Y37 ; 3 Feb 2015 ;; 22 Years ;;;
; ZS-TFL ;Embraer ERJ-135LR; Y37 ; 6 Feb 2015 ;; 21.2 Years ;;;
; ZS-TGC ;Embraer ERJ-135LR; Y37 ; 26 Jan 2016 ;; 19.2 Years ;;;
; ZS-ALF ;Embraer ERJ-140LR (ERJ-135KL); Y44 ; 4 Oct 2017 ;; 20.2 Years ;;;
; ZS-ALG ;Embraer ERJ-140LR (ERJ-135KL); Y44 ; 24 Jul 2017 ;; 19.6 Years ;;;
; ZS-ALJ ;Embraer ERJ-140LR (ERJ-135KL); Y44 ; 30 Mar 2018 ;; 20 Years ;;;
; ZS-ALL ;Embraer ERJ-140LR (ERJ-135KL); Y44 ; 26 Oct 2016 ;; 20.2 Years ;;;
; ZS-ALM ;Embraer ERJ-140LR (ERJ-135KL); Y44 ; 26 Oct 2016 ;; 20.2 Years ;;;
; ZS-ALN ;Embraer ERJ-140LR (ERJ-135KL); Y44 ; 19 Apr 2017 ;; 19.7 Years ;;;
; ZS-ALO ;Embraer ERJ-140LR (ERJ-135KL); Y44 ; 31 May 2017 ;; 20 Years ;;;
; ZS-ALP ;Embraer ERJ-140LR (ERJ-135KL); Y44 ; 19 Jan 2018 ;; 20 Years ;;;
; ZS-ALR ;Embraer ERJ-140LR (ERJ-135KL); Y44 ; 9 Feb 2017 ;; 19.7 Years ;;;
; ZS-ALU ;Embraer ERJ-140LR (ERJ-135KL); Y44 ; 10 May 2018 ;; 19.9 Years ;;;
; ZS-ALY ;Embraer ERJ-140LR (ERJ-135KL); Y44 ; 17 Oct 2018 ;; 19.6 Years ;;;
; ZS-YBA ;Embraer ERJ-170LR (ERJ-170-100 LR); C6Y68 ; 25 May 2018 ;lsd ; 19.7 Years ;;;
; ZS-YBB ;Embraer ERJ-170LR (ERJ-170-100 LR); C6Y68 ; 7 Dec 2017 ;lsd ; 19.6 Years ;;;
; ZS-YBC ;Embraer ERJ-170LR (ERJ-170-100 LR); C6Y68 ; 13 Dec 2017 ;lsd ; 19.2 Years ;;;
; ZS-YAA ;Embraer ERJ-190AR (ERJ-190-100 IGW); C6Y92 ; 18 May 2017 ;lsd ; 13.7 Years ;;;
; ZS-YAB ;Embraer ERJ-190AR (ERJ-190-100 IGW); C6Y92 ; 12 Jul 2017 ;lsd ; 13.5 Years ;;;
; ZS-YAC ;Embraer ERJ-190AR (ERJ-190-100 IGW); C6Y92 ; 5 Sep 2017 ;lsd ; 13.5 Years ;;;
; ZS-YAD ;Embraer ERJ-190AR (ERJ-190-100 IGW); C6Y92 ; 21 Dec 2017 ;lsd ; 4.2 Years ;;;
; ZS-YAF ;Embraer ERJ-190AR (ERJ-190-100 IGW); C6Y92 ; 11 Apr 2018 ;lsd ; 13 Years ;;;
; ZS-YAH ;Embraer ERJ-190AR (ERJ-190-100 IGW); C6Y92 ; 1 Aug 2018 ;lsd ; 13.5 Years ;;;
; ZS-YAJ ;Embraer ERJ-190AR (ERJ-190-100 IGW); C6Y92 ; 25 Jun 2018 ;lsd ; 3.7 Years ;;;
; ZS-YAK ;Embraer ERJ-190AR (ERJ-190-100 IGW); C6Y92 ; 24 Sep 2021 ;lsd ; 11 Years ;;;
; ZS-YAL ;Embraer ERJ-190AR (ERJ-190-100 IGW); C6Y92 ; 25 Sep 2018 ;lsd ; 14.1 Years ;;;
; ZS-YAM ;Embraer ERJ-190AR (ERJ-190-100 IGW); C6Y92 ; 27 Nov 2020 ;lsd ; 13.7 Years ;;;
; ZS-YAN ;Embraer ERJ-190AR (ERJ-190-100 IGW); C6Y92 ; 12 Dec 2019 ;lsd ; 13.9 Years ;;;
; ZS-YAP ;Embraer ERJ-190AR (ERJ-190-100 IGW); C6Y92 ; 4 Dec 2018 ;lsd ; 14 Years ;;;
; ZS-YAR ;Embraer ERJ-190AR (ERJ-190-100 IGW); C6Y92 ; 24 Jun 2021 ;lsd ; 13.6 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; ZS-YAS ;Embraer ERJ-190AR (ERJ-190-100 IGW); C6Y92 ; 30 Jul 2021 ;lsd ; 13.5 Years ;;;
; ZS-YAT ;Embraer ERJ-190AR (ERJ-190-100 IGW); C6Y92 ; 18 Jun 2021 ;; 10.6 Years ;;;
; ZS-YAY ;Embraer ERJ-190AR (ERJ-190-100 IGW); C6Y92 ; 7 Feb 2019 ;lsd ; 14 Years ;;;
; ZS- ;Embraer ERJ-190AR (ERJ-190-100 IGW); C6Y92 ; Due ; Stored, lsd ; 11.1 Years ;;;
; ZS- ;Embraer ERJ-190LR (ERJ-190-100 LR);; Due ; Stored ; 13.7 Years ;;;
; ZS- ;Embraer ERJ-190LR (ERJ-190-100 LR);; Due ; Stored, lsd ; 13 Years ;;;
