;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; VP-BBG ;Airbus A319-112; C8Y126 ; 14 Apr 2016 ;lsd ; 20.5 Years ;;
; VP-BJV ;Airbus A319-112; C8Y126 ; 17 Feb 2015 ;lsd ; 20.4 Years ;;
; VQ-BTP ;Airbus A319-112; C8Y126 ; 19 Mar 2014 ;lsd ; 13 Years ;;
; VQ-BTY ;Airbus A319-112; C8Y126 ; 14 May 2014 ;lsd ; 14 Years ;;
; VQ-BTZ ;Airbus A319-112; C8Y126 ; 15 Apr 2014 ;lsd ; 14.1 Years ;;
; VP-BBQ ;Airbus A320-214; C12Y144 ; 19 Mar 2012 ;lsd ; 17.5 Years ;;
; VP-BDL ;Airbus A320-232; C12Y144 ; 10 Jun 2015 ;lsd ; 17.2 Years ;;
; VP-BIE ;Airbus A320-214; C12Y144 ; 7 Nov 2012 ;lsd ; 14.9 Years ;;
; VP-BKB ;Airbus A320-214; C12Y144 ; 18 Feb 2013 ;lsd ; 14.7 Years ;;
; VP-BKX ;Airbus A320-214; C12Y150 ; 25 Mar 2018 ; Parked, lsd ; 14.1 Years ;;
; VP-BMF ;Airbus A320-214; C12Y150 ; 31 Jul 2021 ;lsd ; 13.3 Years ;;
; VP-BMT ;Airbus A320-214; C12Y144 ; 19 Mar 2013 ;lsd ; 17.2 Years ;;
; VP-BMW ;Airbus A320-214; C12Y144 ; 8 May 2013 ;lsd ; 18.1 Years ;;
; VP-BQW ;Airbus A320-214; C12Y144 ; 25 Dec 2016 ;lsd ; 15.3 Years ;;
; VP-BTZ ;Airbus A320-214; C12Y144 ; 27 Jun 2013 ; Parked, lsd ; 14.9 Years ;;
; VQ-BAG ;Airbus A320-214; C12Y144 ; 12 Dec 2008 ;lsd ; 22.6 Years ;;
; VQ-BAX ;Airbus A320-214; C12Y150 ; 2 Aug 2021 ;lsd ; 13.1 Years ;;
; VQ-BCI ;Airbus A320-214; C12Y144 ; 14 Apr 2017 ;lsd ; 16.3 Years ;;
; VQ-BDJ ;Airbus A320-214; C12Y144 ; 18 Jun 2009 ;lsd ; 18 Years ;;
; VQ-BDM ;Airbus A320-214; C12Y144 ; 18 Jun 2009 ;lsd ; 18 Years ;;
; VQ-BFV ;Airbus A320-214; C12Y144 ; 30 Apr 2010 ;lsd ; 22.2 Years ;;
; VQ-BFW ;Airbus A320-214; C12Y144 ; 7 Apr 2010 ;lsd ; 17.4 Years ;;
; VQ-BGI ;Airbus A320-232; C12Y144 ; 22 Mar 2017 ;lsd ; 10 Years ;;
; VQ-BGJ ;Airbus A320-232; C12Y144 ; 8 Apr 2017 ;lsd ; 17.1 Years ;;
; VQ-BLO ;Airbus A320-214; C12Y144 ; 25 Jun 2011 ;lsd ; 20 Years ;;
; VQ-BNI ;Airbus A320-214; C12Y144 ; 27 Jun 2014 ;lsd ; 13.9 Years ;;
; VQ-BQN ;Airbus A320-214; C12Y144 ; 13 May 2014 ;lsd ; 14 Years ;;
; VQ-BRE ;Airbus A320-214; C12Y144 ; 28 Feb 2012 ;lsd ; 15.2 Years ;;
; VP-BRX ;Airbus A320-251N; C8Y168 ; 6 Aug 2019 ;lsd ; 2.6 Years ;;
; VP-BRY ;Airbus A320-251N; C8Y168 ; 23 Dec 2019 ;lsd ; 2.2 Years ;;
; VP-BRZ ;Airbus A320-251N; C8Y168 ; 12 Sep 2019 ;lsd ; 2.5 Years ;;
; VP-BBH ;Airbus A321-231; Y220 ; 17 May 2016 ;lsd ; 15.5 Years ;;
; VP-BIH ;Airbus A321-211; Y220 ; 19 Apr 2018 ;lsd ; 10.8 Years ;;
; VP-BSW ;Airbus A321-231(WL); Y220 ; 8 Jun 2017 ;lsd ; 5.7 Years ;;
; VP-BSY ;Airbus A321-231(WL); Y220 ; 4 May 2017 ;lsd ; 5.3 Years ;;
; VP-BVA ;Airbus A321-231; Y220 ; 11 Nov 2020 ;lsd ; 11.8 Years ;;
; VP-BVF ;Airbus A321-231; Y220 ; 25 Oct 2020 ;lsd ; 11.9 Years ;;
; VP-BVP ;Airbus A321-211; Y220 ; 31 May 2013 ; Parked, lsd ; 16 Years ;;
; VP-BVR ;Airbus A321-231; Y220 ; 5 Oct 2020 ; Parked, lsd ; 12 Years ;;
; VQ-BCE ;Airbus A321-231; Y220 ; 5 Dec 2017 ;lsd ; 16.4 Years ;;
; VQ-BCX ;Airbus A321-211; Y220 ; 5 May 2009 ; Parked, lsd ; 19.9 Years ;;
; VQ-BGX ;Airbus A321-231; Y220 ; 28 Jun 2018 ; Parked, lsd ; 19 Years ;;
; VQ-BGY ;Airbus A321-231; Y220 ; 28 Jun 2018 ; Parked, lsd ; 18 Years ;;
; VQ-BKG ;Airbus A321-211; Y220 ; 29 Apr 2011 ;lsd ; 22.9 Years ;;
; VQ-BOB ;Airbus A321-211; Y220 ; 14 Nov 2011 ; Parked, lsd ; 19.1 Years ;;
; VP-BFI ;Airbus A321-251NX; Y236 ; 18 Nov 2021 ;lsd ; 0.3 Years ;;
; VP-BFJ ;Airbus A321-251NX; Y236 ; 31 Jan 2022 ;lsd ; 0.1 Years ;;
; VP-BFM ;Airbus A321-251NX; Y236 ; 16 Feb 2022 ;lsd ; 0.1 Years ;;
; VP-BFO ;Airbus A321-251NX; Y236 ; 22 Dec 2021 ;lsd ; 0.2 Years ;;
; VP-BOP ;Airbus A321-251NX; Y236 ; 30 Oct 2019 ;lsd ; 2.4 Years ;;
