;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; VT-TTK ;Airbus A320-232(WL); C8W24Y126 ; 3 May 2016 ;lsd ; 5.9 Years ;;
; VT-TTL ;Airbus A320-232(WL); C8W24Y126 ; 2 Jun 2016 ;lsd ; 5.8 Years ;;
; VT-TTM ;Airbus A320-232(WL); C8W24Y126 ; 20 Sep 2016 ;lsd ; 5.5 Years ;;
; VT-TTN ;Airbus A320-232(WL); C8W24Y126 ; 5 Oct 2016 ;lsd ; 5.4 Years ;;
; VT-ATV ;Airbus A320-251N; C8W24Y126 ; 30 Aug 2018 ;lsd, TATA SIA Airlines Retro cs ; 3.5 Years ;;
; VT-TNB ;Airbus A320-251N; C8W24Y126 ; 24 May 2017 ;lsd, "#NotJustAnotherNeo" titles ; 4.8 Years ;;
; VT-TNC ;Airbus A320-251N; C8W24Y126 ; 6 Jul 2017 ;lsd ; 4.7 Years ;;
; VT-TNE ;Airbus A320-251N; C8W24Y126 ; 31 Aug 2017 ;lsd ; 4.5 Years ;;
; VT-TNF ;Airbus A320-251N; C8W24Y126 ; 6 Dec 2017 ;lsd ; 4.3 Years ;;
; VT-TNH ;Airbus A320-251N; C8W24Y126 ; 22 Feb 2018 ;lsd ; 4.1 Years ;;
; VT-TNI ;Airbus A320-251N; C8W24Y126 ; 1 Mar 2018 ;lsd ; 4 Years ;;
; VT-TNJ ;Airbus A320-251N; C8W24Y126 ; 3 Apr 2018 ;lsd ; 4 Years ;;
; VT-TNK ;Airbus A320-251N; C8W24Y126 ; 13 Jun 2018 ;lsd ; 3.7 Years ;;
; VT-TNL ;Airbus A320-251N; Y180 ; 6 Nov 2019 ;lsd ; 2.3 Years ;;
; VT-TNM ;Airbus A320-251N; Y180 ; 28 Nov 2019 ;lsd ; 2.3 Years ;;
; VT-TNN ;Airbus A320-251N; Y180 ; Jun 2019 ;lsd ; 4.9 Years ;;
; VT-TNP ;Airbus A320-251N; C8W24Y126 ; 23 Oct 2019 ;lsd ; 2.4 Years ;;
; VT-TNQ ;Airbus A320-251N; C8W24Y126 ; 22 Oct 2019 ;lsd ; 2.4 Years ;;
; VT-TNR ;Airbus A320-251N; C8W24Y126 ; 25 Oct 2019 ;lsd ; 2.4 Years ;;
; VT-TNS ;Airbus A320-251N; C8W24Y126 ; 21 Dec 2019 ;lsd ; 2.2 Years ;;
; VT-TNU ;Airbus A320-251N; C8W24Y126 ; 27 Nov 2019 ;lsd ; 2.3 Years ;;
; VT-TNV ;Airbus A320-251N; C8W24Y126 ; 4 Dec 2019 ;lsd ; 2.3 Years ;;
; VT-TNW ;Airbus A320-251N; C8W24Y126 ; 17 Dec 2019 ;lsd ; 2.2 Years ;;
; VT-TNX ;Airbus A320-251N; C8W24Y126 ; 13 Jul 2020 ;lsd ; 1.8 Years ;;
; VT-TNY ;Airbus A320-251N; C8W24Y126 ; 16 Mar 2020 ;lsd ; 2 Years ;;
; VT-TNZ ;Airbus A320-251N; C8W24Y126 ; 6 Oct 2020 ;lsd ; 1.4 Years ;;
; VT-TQA ;Airbus A320-251N; C8W24Y126 ; 1 Dec 2020 ;; 1.3 Years ;;
; VT-TQB ;Airbus A320-251N; C8W24Y126 ; 1 Dec 2020 ;lsd ; 1.3 Years ;;
; VT-TQC ;Airbus A320-251N; C8W24Y126 ; 1 Mar 2021 ;lsd ; 1.1 Years ;;
; VT-TQD ;Airbus A320-251N; C8W24Y126 ; 19 Mar 2021 ;lsd ; 1 Years ;;
; VT-TQE ;Airbus A320-251N; C8W24Y126 ; 27 May 2021 ;; 0.9 Years ;;
; VT-TQF ;Airbus A320-251N; C8W24Y126 ; 25 Mar 2021 ;lsd ; 1 Years ;;
; VT-TQG ;Airbus A320-251N; C8W24Y126 ; 12 Oct 2021 ;lsd ; 0.6 Years ;;
; VT-TQH ;Airbus A320-251N; C8W24Y126 ; 21 Sep 2021 ;lsd ; 0.5 Years ;;
; VT-TYA ;Airbus A320-251N; Y180 ; 3 Mar 2021 ;lsd ; 1.1 Years ;;
; VT-TYB ;Airbus A320-251N; Y180 ; 30 Jun 2021 ;lsd ; 0.7 Years ;;
; VT-TYC ;Airbus A320-251N; Y180 ; 2 Nov 2021 ; Parked, lsd ; 0.4 Years ;;
; VT-TYD ;Airbus A320-251N; Y180 ; 25 Nov 2021 ;lsd ; 0.5 Years ;;
; VT-TVA ;Airbus A321-251NX; C12W24Y152 ; 23 Jul 2020 ;lsd ; 1.8 Years ;;
; VT-TVB ;Airbus A321-251NX; C12W24Y152 ; 1 Oct 2020 ;lsd ; 1.5 Years ;;
; VT-TVC ;Airbus A321-251NX; C12W24Y152 ; 7 Jun 2021 ;lsd ; 0.8 Years ;;
