;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; VT-TVD ;Airbus A321-251NX; C12W24Y152 ; 4 Oct 2021 ;lsd ; 0.5 Years ;;
; VT-TGA ;Boeing 737-8AL(WL); C12Y156 ; 28 May 2019 ;lsd ; 9.3 Years ;;
; VT-TGB ;Boeing 737-8AL(WL); C12Y156 ; 24 May 2019 ;lsd ; 8.8 Years ;;
; VT-TGE ;Boeing 737-8AL(WL); C12Y156 ; 26 Jun 2019 ;lsd ; 8.6 Years ;;
; VT-TGG ;Boeing 737-8AL(WL); C12Y156 ; 13 Aug 2019 ;lsd ; 7.9 Years ;;
; VT-TGH ;Boeing 737-8AL(WL); C12Y156 ; 25 Jul 2019 ;lsd ; 7.8 Years ;;
; VT-TSD ;Boeing 787-9 Dreamliner; C30W21Y248 ; 28 Feb 2020 ;; 2 Years ;;
; VT-TSE ;Boeing 787-9 Dreamliner; C30W21Y248 ; 14 Aug 2020 ;; 1.9 Years ;;
; VT-TSH ;Boeing 787-9 Dreamliner; C30W21Y248 ; On Order ;; 1.2 Years ;;
; VT-TSN ;Boeing 787-9 Dreamliner; C30W21Y248 ; On Order ;; 1.4 Years ;;
; VT-TSO ;Boeing 787-9 Dreamliner; C30W21Y248 ; On Order ;; 0.6 Years ;;
; VT- ;Boeing 787-9 Dreamliner;; On Order ;;;;
