;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; 9V-SBG ;Airbus A319-133; Y144 ; Jul 2021 ; Parked, lsd ;; 12 Years ;;
; 9V-SBH ;Airbus A319-133; Y144 ; Jul 2021 ; Parked, lsf Killick Aerospace ;; 11.9 Years ;;
; 9V-TAN ;Airbus A320-232; Y180 ; 25 Jul 2017 ; Parked ASP ; Nomo Fomo ; 12.1 Years ;;
; 9V-TAQ ;Airbus A320-232; Y180 ; 25 Jul 2017 ; Parked SIN ; Shiok Lah ; 11.4 Years ;;
; 9V-TAU ;Airbus A320-232; Y180 ; 25 Jul 2017 ; Parked ASP ; Sunshine Paradise ; 11.2 Years ;;
; 9V-TAV ;Airbus A320-232; Y180 ; 25 Jul 2017 ; Parked ASP ; Flying Banana ; 11 Years ;;
; 9V-TAX ;Airbus A320-232; Y180 ; Nov 2017 ;lsd ; Pineapple Express ; 10.5 Years ;;
; 9V-TAZ ;Airbus A320-232; Preighter ; 25 Jul 2017 ; Parked, lsd ; Ki Jiak Hong ; 10.4 Years ;;
; 9V-TRC ;Airbus A320-232; Y180 ; 9 Dec 2017 ;lsd ; 宝贝 ; 10.3 Years ;;
; 9V-TRD ;Airbus A320-232; Y180 ; 25 Jul 2017 ;lsd ; Felix ; 10.3 Years ;;
; 9V-TRE ;Airbus A320-232; Y180 ; 20 Jan 2018 ;lsd ; Yellow Tail ; 10.2 Years ;;
; 9V-TRH ;Airbus A320-232(WL); Y180 ; 25 Jul 2017 ;lsd ; Jane ; 9.1 Years ;;
; 9V-TRI ;Airbus A320-232(WL); Y180 ; 25 Jul 2017 ; Parked SIN, lsd ; Speedy ; 8.9 Years ;;
; 9V-TRK ;Airbus A320-232(WL); Y180 ; 25 Jul 2017 ; Parked SIN, lsd ; Scooting Star ; 8.6 Years ;;
; 9V-TRL ;Airbus A320-232(WL); Y180 ; 25 Jul 2017 ;lsd ; Hamachi ; 8.6 Years ;;
; 9V-TRM ;Airbus A320-232(WL); Y180 ; 25 Jul 2017 ;lsd ; So Far So Scoot ; 8.4 Years ;;
; 9V-TRN ;Airbus A320-232(WL); Y180 ; 25 Jul 2017 ; Parked SIN, lsd ; Conscious Coupling ; 8.2 Years ;;
; 9V-TRO ;Airbus A320-232; Y180 ; 17 Jul 2018 ; Parked SIN, lsd ; Escape the Ordinary ; 9.7 Years ;;
; 9V-TRP ;Airbus A320-232; Y180 ; 11 Jul 2018 ; Parked SIN, lsd ; Tango Romeo Papa ; 9.7 Years ;;
; 9V-TRQ ;Airbus A320-232; Y180 ; Jul 2018 ; Parked SIN, lsd ; Gado Go ; 9.6 Years ;;
; 9V-TRR ;Airbus A320-232; Y180 ; 1 May 2018 ;lsd ; BerScootu ; 10 Years ;;
; 9V-TRS ;Airbus A320-232; Y180 ; 9 Nov 2018 ; Parked SIN, lsd ; 자기야 Jagiya ; 9.4 Years ;;
; 9V-TRT ;Airbus A320-232; Y180 ; 26 Dec 2018 ; Parked SIN, lsd ; Chalo-Chalo ; 9.3 Years ;;
; 9V-TRU ;Airbus A320-232; Y180 ; 11 Jan 2019 ;lsd ; Yellow Zone ; 9.2 Years ;;
; 9V-TRV ;Airbus A320-232; Y180 ; 8 Mar 2019 ;lsd ; Fuyoooh! ; 9.2 Years ;;
; 9V-TRW ;Airbus A320-232(WL); Y180 ; 25 Jul 2017 ; Parked SIN, lsd ; Bayanihan ; 8.8 Years ;;
; 9V-TRX ;Airbus A320-232(WL); Y180 ; 25 Jul 2017 ;lsd ; Niner-Victor ; 8.7 Years ;;
; 9V-TNA ;Airbus A320-271N; Y186 ; 5 Oct 2018 ;lsd ; Chapati Party ; 3.4 Years ;;
; 9V-TNB ;Airbus A320-271N; Y186 ; 20 Dec 2018 ;lsd ; Go Go Tamago ; 3.2 Years ;;
; 9V-TNC ;Airbus A320-271N; Y186 ; 22 Jan 2020 ;; Bumble Bee ; 2.2 Years ;;
; 9V-TND ;Airbus A320-271N; Y186 ; 29 Sep 2020 ; Parked ; すこいね! ; 1.8 Years ;;
; 9V-TNE ;Airbus A320-271N; Y186 ; 11 Mar 2021 ;; Home Scoot Home ; 1.1 Years ;;
; 9V-NCA ;Airbus A321-271NX; Y236 ; 14 May 2021 ;lsd ; Wings of Change ; 1.1 Years ;;
; 9V-NCB ;Airbus A321-271NX; Y236 ; 20 May 2021 ;lsd ; Just Wing It! ; 0.8 Years ;;
; 9V-NCC ;Airbus A321-271NX; Y236 ; On Order ;lsd ; Pina Colada ;;;
; 9V-NCD ;Airbus A321-271NX; Y236 ; 2 Jun 2021 ;lsd ; Happy Pill ; 0.8 Years ;;
; 9V-NCE ;Airbus A321-271NX; Y236 ; 26 Aug 2021 ;lsd ; Huat Ah! ; 0.6 Years ;;
; 9V-NCF ;Airbus A321-271NX; Y236 ; 23 Dec 2021 ;lsd ; Rise & Shine ; 0.4 Years ;;
; 9V-NCI ;Airbus A321-271NX; Y236 ; 11 Feb 2022 ; Parked ; Ong Lai ; 0.1 Years ;;
; 9V-NCJ ;Airbus A321-271NX; Y236 ; 30 Dec 2021 ;lsd ; Singapoliday ; 0.3 Years ;;
; 9V- ;Airbus A321-271NX; Y236 ; On Order ;;;;;
; 9V-OFA ;Boeing 787-8 Dreamliner; C21Y314 ; 16 Jul 2015 ; Parked SIN ; 八宝 (Eight Treasures) ; 6.7 Years ;;
; 9V-OFB ;Boeing 787-8 Dreamliner; C21Y314 ; 29 Aug 2015 ; Parked ; Lickity-Split ; 6.6 Years ;;
; 9V-OFC ;Boeing 787-8 Dreamliner; C21Y314 ; 24 Oct 2015 ;; Scootalicious ; 6.4 Years ;;
; 9V-OFD ;Boeing 787-8 Dreamliner; C21Y314 ; 20 Dec 2015 ;; Goin' Scootin' ; 6.2 Years ;;
; 9V-OFE ;Boeing 787-8 Dreamliner; C21Y314 ; 25 Apr 2016 ;; The Future Is Yellow ; 5.9 Years ;;
; 9V-OFG ;Boeing 787-8 Dreamliner; C21Y314 ; 31 Aug 2016 ;; Kama Scootra ; 5.5 Years ;;
; 9V-OFH ;Boeing 787-8 Dreamliner; C18Y311 ; 18 Apr 2017 ;; Scooti-mite ; 4.9 Years ;;
; 9V-OFI ;Boeing 787-8 Dreamliner; C18Y311 ; 9 May 2017 ;; Mous-Scoot-ka ; 4.9 Years ;;
; 9V-OFJ ;Boeing 787-8 Dreamliner; C18Y311 ; 18 Aug 2017 ;; Bo Jio ; 4.6 Years ;;
