;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; VN-B218 ;ATR 72-500 (72-212A); Y68 ; Jul 2016 ;; 12.7 Years ;;
; VN-B219 ;ATR 72-500 (72-212A); Y66 ; Jun 2016 ;; 12.4 Years ;;
; VN-B221 ;ATR 72-500 (72-212A); Y68 ; Feb 2017 ;; 12.4 Years ;;
; VN-B223 ;ATR 72-500 (72-212A); Y68 ; Feb 2017 ;; 12.2 Years ;;
; VN-B225 ;ATR 72-500 (72-212A); Y68 ; Jan 2017 ;; 12.1 Years ;;
