;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; VT-AXI ;Boeing 737-8HG(WL); Y186 ; 18 Dec 2006 ;; 15.2 Years ;;
; VT-AXJ ;Boeing 737-8HG(WL); Y186 ; 9 Jan 2007 ;; 15.2 Years ;;
; VT-AXM ;Boeing 737-8HG(WL); Y186 ; 16 Jan 2007 ;; 15.2 Years ;;
; VT-AXN ;Boeing 737-8HG(WL); Y186 ; 22 Jan 2007 ;; 15.1 Years ;;
; VT-AXP ;Boeing 737-8HG(WL); Y186 ; 14 Feb 2007 ;; 15.1 Years ;;
; VT-AXQ ;Boeing 737-8HG(WL); Y186 ; 14 May 2007 ;; 14.8 Years ;;
; VT-AXR ;Boeing 737-8HG(WL); Y186 ; 13 Jul 2007 ;; 14.7 Years ;;
; VT-AXT ;Boeing 737-8HG(WL); Y186 ; 26 Jul 2007 ;; 14.6 Years ;;
; VT-AXU ;Boeing 737-8HG(WL); Y186 ; 9 Oct 2007 ;; 14.5 Years ;;
; VT-AXW ;Boeing 737-8HG(WL); Y186 ; 20 Jun 2008 ;; 13.8 Years ;;
; VT-AXX ;Boeing 737-8HG(WL); Y186 ; 30 Jul 2008 ;; 13.6 Years ;;
; VT-AXZ ;Boeing 737-8HG(WL); Y186 ; 3 Feb 2009 ;; 13.1 Years ;;
; VT-AYA ;Boeing 737-8HG(WL); Y186 ; 17 Apr 2009 ; Parked ; 12.9 Years ;;
; VT-AYB ;Boeing 737-8HG(WL); Y186 ; 28 Jul 2009 ;; 12.7 Years ;;
; VT-AYC ;Boeing 737-8HG(WL); Y186 ; 29 Sep 2009 ;; 12.4 Years ;;
; VT-AYD ;Boeing 737-8HG(WL); Y186 ; 22 Dec 2009 ;; 12.2 Years ;;
; VT-GHA ;Boeing 737-86N(WL); Y189 ; 22 Mar 2016 ;lsd ; 6 Years ;;
; VT-GHB ;Boeing 737-86N(WL); Y189 ; 27 Apr 2016 ;lsd ; 5.9 Years ;;
; VT-GHC ;Boeing 737-86N(WL); Y189 ; 9 May 2016 ;lsd ; 5.8 Years ;;
; VT-GHD ;Boeing 737-86N(WL); Y189 ; 1 Sep 2016 ;lsd ; 5.5 Years ;;
; VT-GHE ;Boeing 737-86N(WL); Y189 ; 3 Oct 2016 ;lsd ; 5.4 Years ;;
; VT-GHF ;Boeing 737-86N(WL); Y189 ; 7 Nov 2016 ;lsd ; 5.3 Years ;;
; VT-GHI ;Boeing 737-86N(WL); Y189 ; 23 Oct 2018 ;lsd ; 3.4 Years ;;
; VT-GHK ;Boeing 737-86N(WL); Y189 ; 13 Sep 2018 ;lsd ; 3.5 Years ;;
