;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; UK002 ;Airbus A320-214(WL); VIP ; 15 Nov 2018 ;opf Government of the Republic of Uzbekistan ;; 3.3 Years ;;
; UK32000 ;Airbus A320-214; VIP ; 31 Dec 2010 ;opf Government of the Republic of Uzbekistan ;; 11.3 Years ;;
; UK32011 ;Airbus A320-214; Y174 ; 15 Jul 2010 ;opf Uzbekistan Express ;; 11.6 Years ;;
; UK32012 ;Airbus A320-214; Y174 ; 5 Aug 2010 ;opf Uzbekistan Express ;; 11.6 Years ;;
; UK32014 ;Airbus A320-214; Y174 ; 21 Dec 2010 ;opf Uzbekistan Express ;; 11.5 Years ;;
; UK32015 ;Airbus A320-214; Y174 ; 22 Dec 2010 ;opf Uzbekistan Express ;; 11.4 Years ;;
; UK32016 ;Airbus A320-214; C12Y138 ; 21 Dec 2010 ;;; 11.3 Years ;;
; UK32017 ;Airbus A320-214; C12Y138 ; 1 Apr 2011 ;;; 10.9 Years ;;
; UK32018 ;Airbus A320-214; C12Y138 ; 26 May 2011 ;;; 10.8 Years ;;
; UK32019 ;Airbus A320-214; C12Y138 ; 15 Jul 2011 ;;; 10.7 Years ;;
; UK32020 ;Airbus A320-214; C12Y138 ; 30 Nov 2011 ;;; 10.3 Years ;;
; UK32021 ;Airbus A320-251N; C12Y138 ; 8 Mar 2019 ;lsd ;; 3 Years ;;
; UK32022 ;Airbus A320-251N; C12Y138 ; 8 Apr 2019 ;lsd ;; 2.9 Years ;;
; UK32023 ;Airbus A320-251N; C12Y138 ; 30 Dec 2020 ;lsd ;; 1.2 Years ;;
; UK32101 ;Airbus A321-253NX; C16Y172 ; 14 Feb 2022 ;;; 0.1 Years ;;
; UK32102 ;Airbus A321-253NX;; On Order ;;;;;
; UK32103 ;Airbus A321-253NX;; On Order ;;;;;
; UK75701 ;Boeing 757-23P; C26Y158 ; Mar 2012 ;; Urgench ; 22.7 Years ;;
; UK75702 ;Boeing 757-23P; C26Y158 ; Mar 2012 ;; Shahrisabz ; 22.5 Years ;;
; UK67000 ;Boeing 767-33PER; VIP ; 23 Aug 2007 ;opf Government of the Republic of Uzbekistan ;; 14.6 Years ;;
; UK67001 ;Boeing 767-33PER(BCF); Cargo ; 1 Nov 2014 ;; Samarkand ; 25.3 Years ;;
; UK67002 ;Boeing 767-33PER(BCF); Cargo ; 20 Dec 2014 ; Parked ; Khiva ; 25 Years ;;
; UK67003 ;Boeing 767-33PER; C15Y232 ; 7 Feb 2012 ;;; 10.1 Years ;;
; UK67004 ;Boeing 767-33PER; C15Y232 ; 24 Feb 2012 ;;; 10 Years ;;
; UK67005 ;Boeing 767-33PER; C15Y232 ; 14 May 2013 ;;; 9 Years ;;
; UK67006 ;Boeing 767-33PER; C15Y232 ; 28 Jun 2013 ;;; 8.8 Years ;;
; UK67007 ;Boeing 767-3CBER; C18Y246 ; Dec 2015 ; Parked ;; 18.9 Years ;;
; UK67008 ;Boeing 767-33PER; C18Y246 ; 21 Dec 2016 ; Parked ;; 17.2 Years ;;
; UK001 ;Boeing 787-8 Dreamliner; VIP ; 26 Oct 2018 ;opf Government of the Republic of Uzbekistan ;; 3.4 Years ;;
; UK78701 ;Boeing 787-8 Dreamliner; C24Y222 ; 29 Aug 2016 ;;; 5.5 Years ;;
; UK78702 ;Boeing 787-8 Dreamliner; C24Y222 ; 2 Nov 2016 ;;; 5.4 Years ;;
; UK78703 ;Boeing 787-8 Dreamliner; C24Y246 ; 9 May 2018 ;;; 4 Years ;;
; UK78704 ;Boeing 787-8 Dreamliner; C24Y222 ; 5 Apr 2019 ;;; 3 Years ;;
; UK78705 ;Boeing 787-8 Dreamliner; C24Y222 ; 24 Jun 2019 ;;; 2.7 Years ;;
; UK78706 ;Boeing 787-8 Dreamliner; C24Y246 ; 29 Apr 2021 ;;; 2.1 Years ;;
