;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; XA- ;Boeing 737-3Y0(QC);; Due ; Stored ; 35 Years ;;
; XA- ;Boeing 737-3Z0;; Due ; Stored ; 28.2 Years ;;
; XA- ;Boeing 737-3Z0;; Due ; Stored ; 29 Years ;;
; XA-ADQ ;Boeing 737-4B6(SF); Cargo ; 15 Apr 2021 ;; 28 Years ;;
; XA-TIF ;Boeing 737-476(SF); Cargo ; 19 May 2021 ;; 25.9 Years ;;
; XA-VEV ;Boeing 737-476; Cargo ; 26 Oct 2021 ;opf MercadoLibre ; 26 Years ;;
; XA-VEW ;Boeing 737-4Y0(SF); Cargo ; 5 Nov 2021 ; Parked ; 30.7 Years ;;
; XA- ;Boeing 737-48E;; Due ; Stored ; 25.1 Years ;;
; XA- ;Boeing 737-4Y0; Cargo ; Due ; Stored ; 31.1 Years ;;
; XA- ;Boeing 737-46N;; Due ; Stored ; 24.8 Years ;;
; XA- ;Boeing 737-436;; Due ; Stored ; 29.4 Years ;;
; XA- ;Boeing 737-4Q8;; Due ; Stored ; 27.4 Years ;;
; XA- ;Boeing 737-4Q8;; Due ; Stored ; 31.8 Years ;;
; XA-ESA ;Bombardier CRJ-100PF (CL-600-2B19); Cargo ; Nov 2020 ;; 26.3 Years ;;
; XA-SPO ;Bombardier CRJ-100PF (CL-600-2B19); Cargo ; Sep 2020 ;; 26.4 Years ;;
; XB-EGD ;Bombardier CRJ-100ER (CL-600-2B19);; 9 Mar 2018 ;; 25.5 Years ;;
; XA-ADS ;Bombardier CRJ-200SF (CL-600-2B19); Cargo ; 11 Aug 2021 ;; 23 Years ;;
; XA-RGC ;Bombardier CRJ-200ER(SF) (CL-600-2B19); Cargo ; 20 Sep 2021 ;; 19.4 Years ;;
; XA-TRQ ;Bombardier CRJ-200SF (CL-600-2B19); Cargo ; 20 May 2020 ;; 21 Years ;;
; XA-VAD ;Bombardier CRJ-200SF (CL-600-2B19); Cargo ; 9 Mar 2018 ;; 22 Years ;;
; XA-VBF ;Bombardier CRJ-200SF (CL-600-2B19); Cargo ; 4 May 2018 ;; 22.3 Years ;;
; XA-VCS ;Bombardier CRJ-200SF (CL-600-2B19); Cargo ; 7 Nov 2018 ;; 22.5 Years ;;
; XA-VCX ;Bombardier CRJ-200SF (CL-600-2B19); Cargo ; 25 Feb 2019 ;; 23 Years ;;
; XA-VDL ;Bombardier CRJ-200SF (CL-600-2B19); Cargo ; 17 Sep 2019 ;; 18.9 Years ;;
; XA- ;Bombardier CRJ-200SF (CL-600-2B19);; Due ; Stored ; 22.4 Years ;;
; XA- ;Bombardier CRJ-200ER (CL-600-2B19);; Due ; Stored ; 19.3 Years ;;
; XA- ;Bombardier CRJ-200ER (CL-600-2B19);; Due ; Stored ; 20.3 Years ;;
; XA- ;Bombardier CRJ-200ER (CL-600-2B19);; Due ; Stored ; 19.4 Years ;;
; XA- ;Bombardier CRJ-200ER(SF) (CL-600-2B19); Cargo ; 3 Jan 2022 ; Parked ; 19.4 Years ;;
; XA- ;Bombardier CRJ-200ER (CL-600-2B19);; Due ; Stored ; 19.5 Years ;;
; XB-DGD ;Bombardier CRJ-200LR (CL-600-2B19);; 19 Apr 2021 ;; 28.5 Years ;;
; XA- ;De Havilland Canada DHC-8-102 Dash 8;; Due ; Stored ; 31.7 Years ;;
; XA-TIG ;McDonnell Douglas DC-9-15(F); Cargo ; 16 Oct 2017 ;; 54.3 Years ;;
; XA-UXP ;McDonnell Douglas DC-9-15MC; Cargo ; 30 Dec 2015 ;; 54.6 Years ;;
; XA-UXR ;McDonnell Douglas DC-9-15MC; Cargo ; 14 Jan 2016 ;; 54.4 Years ;;
; XA- ;McDonnell Douglas DC-9-15;; Due ; Stored ; 55.8 Years ;;
; XA- ;McDonnell Douglas DC-9-15(F); Cargo ; Due ; Stored ; 54.8 Years ;;
; XA- ;McDonnell Douglas DC-9-15(F); Cargo ; Due ; Stored ; 54.3 Years ;;
; XA- ;McDonnell Douglas DC-9-15RC;; Due ; Stored ; 54.6 Years ;;
; XA-DHL ;McDonnell Douglas DC-9-33RC; Cargo ; 16 Mar 2011 ;; 53.9 Years ;;
; XA-UOG ;McDonnell Douglas DC-9-33RC; Cargo ; 27 Aug 2010 ;opf MercadoLibre ; 53.8 Years ;;
; XA-UPS ;McDonnell Douglas DC-9-33F; Cargo ; 11 Dec 2010 ;; 52.2 Years ;;
; XA-UQT ;McDonnell Douglas DC-9-32CF; Cargo ; 27 Apr 2012 ;; 54.4 Years ;;
; XA-URM ;McDonnell Douglas DC-9-32F; Cargo ; 23 Oct 2012 ;opf MercadoLibre ; 54.2 Years ;;
; XA-UUT ;McDonnell Douglas DC-9-32F; Cargo ; 22 Aug 2014 ;; 53.1 Years ;;
; XA-UZJ ;McDonnell Douglas DC-9-33F; Cargo ; 14 Jun 2017 ;; 52.4 Years ;;
; XA-VBE ;McDonnell Douglas DC-9-33CF; Cargo ; 2 May 2018 ;; 52.8 Years ;;
; XA- ;McDonnell Douglas DC-9-32CF; Cargo ; Due ; Stored ; 50.1 Years ;;
; XA- ;McDonnell Douglas DC-9-33F; Cargo ; Due ; Stored ; 53.7 Years ;;
; XA-UTX ;McDonnell Douglas MD-82(SF) (DC-9-82); Cargo ; 25 Apr 2014 ;El Amo ; 35.3 Years ;;
