;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; CP-2716 ;Boeing 737-3Q8;; 14 Aug 2012 ;lsd ; 27.3 Years ;;
; CP-2718 ;Boeing 737-33A; Y136 ; 6 Jun 2013 ;lsd ; 30.8 Years ;;
; CP-2815 ;Boeing 737-3U3;; 25 Nov 2013 ; Parked ; 24.1 Years ;;
; CP-2920 ;Boeing 737-37Q;; 23 Dec 2014 ;lsd ; 24.3 Years ;;
; CP-2921 ;Boeing 737-33R;; 20 Feb 2015 ; Parked, lsd ; 24.8 Years ;;
; CP-3019 ;Boeing 737-33A;; 30 Nov 2015 ;lsd ; 24.3 Years ;;
; CP-3077 ;Boeing 737-36N;; 24 Mar 2017 ;; 24.6 Years ;;
; CP-2922 ;Boeing 737-7Q8(WL); Y136 ; 5 Aug 2015 ; Parked, lsd ; 23.2 Years ;;
; CP-2923 ;Boeing 737-7Q8(WL); Y136 ; 14 Mar 2015 ;lsd ; 20 Years ;;
; CP-2924 ;Boeing 737-7Q8(WL); Y136 ; 28 Apr 2015 ;lsd ; 18.1 Years ;;
; CP-3018 ;Boeing 737-73A(WL);; 18 Dec 2015 ;lsd ; 21.1 Years ;;
; CP-2925 ;Boeing 737-8Q8(WL); Y168 ; 27 Oct 2015 ;lsd ; 20.5 Years ;;
; CP-2926 ;Boeing 737-83N(WL); Y168 ; 30 Dec 2015 ; Parked, lsd ; 20 Years ;;
; CP-3138 ;Boeing 737-8Q8(WL);; 11 Dec 2019 ;lsd ; 19.6 Years ;;
; CP-3151 ;Boeing 737-8Q8(WL);; 18 Mar 2020 ; Parked, lsd ; 19.8 Years ;;
; CP-2880 ;Boeing 767-33AER; C10Y215 ; 4 Nov 2014 ; Parked, lsd ; 27.3 Years ;;
; CP-2881 ;Boeing 767-33AER; C10Y215 ; 8 Sep 2014 ;lsd ; 27.2 Years ;;
; CP-3017 ;Boeing 767-328ER(WL);; 23 Feb 2016 ;lsd ; 26.8 Years ;;
; CP-3086 ;Boeing 767-3S1ER(WL);; 20 Nov 2017 ;lsd ; 27.3 Years ;;
; CP-2851 ;Bombardier CRJ-200ER (CL-600-2B19);; 31 Dec 2015 ;lsd ; 20.6 Years ;;
; CP-2852 ;Bombardier CRJ-200ER (CL-600-2B19);; 11 Feb 2016 ;lsd ; 20.6 Years ;;
