;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; CS-TKP ;Airbus A320-214; C12Y149 ; 7 May 2020 ;lsd, Dream cs ;; 18.9 Years ;;
; CS-TKQ ;Airbus A320-214; Y165 ; 8 Feb 2016 ;lsd, Natural cs ;; 17.3 Years ;;
; CS-TSF ;Airbus A321-253N; C16Y170 ; 14 Dec 2017 ;lsd, Breathe cs ; Marciano Veiga ; 4.2 Years ;;
; CS-TSG ;Airbus A321-253N; C16Y170 ; 21 Mar 2018 ;lsd, Wonder cs ; Sete Cidades ; 4 Years ;;
; CS-TSH ;Airbus A321-253NX; C16Y174 ; 8 Jul 2019 ;lsd, Magical cs ;; 2.7 Years ;;
; CS-TSI ;Airbus A321-253NX; C16Y174 ; 28 Oct 2020 ;lsd, Inspire cs ;; 1.4 Years ;;
; CS-TSJ ;Airbus A321-253NX; C16Y174 ; 30 Sep 2021 ;lsd, Peaceful cs ;; 0.4 Years ;;
