;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; N480TA ;Airbus A319-132; C12Y108 ; 28 May 2013 ;; 15 Years ;;
; N520TA ;Airbus A319-132; C12Y108 ; 28 May 2013 ;; 14.5 Years ;;
; N703AV ;Airbus A319-132(WL); C12Y108 ; 18 Sep 2013 ;; 9.1 Years ;;
; N493TA ;Airbus A320-233; C12Y138 ; 28 May 2013 ;; 15.4 Years ;;
; N495TA ;Airbus A320-233; C12Y138 ; 28 May 2013 ;; 14.9 Years ;;
; N496TA ;Airbus A320-233; C12Y138 ; 28 May 2013 ;; 14.9 Years ;;
; N683TA ;Airbus A320-233; C12Y138 ; 28 May 2013 ; Parked, lsd ; 10.3 Years ;;
; N684TA ;Airbus A320-233; C12Y138 ; 28 May 2013 ;lsd ; 10.2 Years ;;
; N689TA ;Airbus A320-214; C12Y138 ; 28 May 2013 ;Star Alliance cs ; 9.4 Years ;;
; N570TA ;Airbus A321-231; C12Y182 ; 28 May 2013 ; Parked ; 12.9 Years ;;
