;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; B-30AS ;Airbus A320-251N; C8Y162 ; 24 Oct 2019 ;lsd ; 2.4 Years ;;
; B-30DY ;Airbus A320-251N; C8Y162 ; 20 Mar 2020 ;lsd ; 2.1 Years ;;
; B-320T ;Airbus A320-251N; C8Y162 ; 10 Nov 2020 ;lsd ; 1.4 Years ;;
; B-321V ;Airbus A320-251N; C4Y168 ; 29 Dec 2020 ;lsd ; 1.2 Years ;;
; B-323P ;Airbus A320-251N;; 21 May 2021 ;lsd ; 0.9 Years ;;
; B-326E ;Airbus A320-251N;; 3 Nov 2021 ;lsd ; 0.4 Years ;;
; B-327Q ;Airbus A320-251N;; 28 Dec 2021 ;lsd ; 0.2 Years ;;
; B- ;Airbus A320-251N;; On Order ;;;;
; B-3115 ;Embraer ERJ-190LR (ERJ-190-100 LR); Y104 ; 3 Dec 2015 ;; 6.3 Years ;;
; B-3116 ;Embraer ERJ-190LR (ERJ-190-100 LR); Y104 ; 18 Dec 2015 ;; 6.2 Years ;;
; B-3225 ;Embraer ERJ-190LR (ERJ-190-100 LR); W3Y108 ; 14 Apr 2016 ;lsd ; 5.9 Years ;;
; B-3240 ;Embraer ERJ-190LR (ERJ-190-100 LR); W3Y108 ; 17 Aug 2016 ;lsd ; 5.9 Years ;;
; B-3241 ;Embraer ERJ-190LR (ERJ-190-100 LR); W3Y108 ; 23 Sep 2016 ;lsd ; 5.6 Years ;;
; B-3242 ;Embraer ERJ-190LR (ERJ-190-100 LR); W3Y108 ; 28 Oct 2016 ;lsd ; 5.4 Years ;;
; B-3273 ;Embraer ERJ-190LR (ERJ-190-100 LR); W3Y108 ; 25 Aug 2017 ;lsd ; 5 Years ;;
; B-3285 ;Embraer ERJ-190LR (ERJ-190-100 LR); W3Y108 ; 28 Oct 2017 ;lsd ; 4.4 Years ;;
; B-3320 ;Embraer ERJ-190LR (ERJ-190-100 LR); W3Y108 ; 20 Dec 2017 ;lsd ; 4.3 Years ;;
