;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; M-IRTK ;Airbus A330-343;; 23 Dec 2021 ; Parked ; 9.1 Years ;;
; M-JWCF ;Airbus A330-343;; 21 Dec 2021 ; Parked ; 9.3 Years ;;
; G-BMRA ;Boeing 757-236(SF); Cargo ; 27 Nov 2002 ;lsd ; 35 Years ;;
; G-BMRB ;Boeing 757-236(SF); Cargo ; 15 May 2003 ;lsd ; 34.5 Years ;;
; G-BMRD ;Boeing 757-236(SF); Cargo ; 14 Nov 2003 ;; 34 Years ;;
; G-BMRI ;Boeing 757-236(SF); Cargo ; 18 Dec 2014 ;"As one against Cancer" sticker ; 33.1 Years ;;
; G-BMRJ ;Boeing 757-236(SF); Cargo ; 17 Dec 2002 ;; 33 Years ;;
; G-DHKS ;Boeing 757-223(PCF)(WL); Cargo ; 21 Aug 2018 ;"As one against Cancer" sticker ; 23.4 Years ;;
; G-DHLC ;Boeing 767-323ER(BDSF)(WL); Cargo ; 13 Oct 2021 ;lsd, "No.1 Best Workplace" sticker ; 22.8 Years ;;
; G-DHLE ;Boeing 767-3JHF(WL); Cargo ; 18 Aug 2009 ;; 12.6 Years ;;
; G-DHLF ;Boeing 767-3JHF(WL); Cargo ; 2 Sep 2009 ;; 12.5 Years ;;
; G-DHLG ;Boeing 767-3JHF(WL); Cargo ; 24 Sep 2009 ;; 12.4 Years ;;
; G-DHLY ;Boeing 777-F; Cargo ; 7 Feb 2022 ;; 0.1 Years ;;
