;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; HB-AEE ;Dornier 328-110; Y31 ; 1 Apr 2001 ; 8 Apr 2002 ;HB-AEE Lions Air ;City of Berne ;;
; HB-AEF ;Dornier 328-110;; 16 Jun 2001 ; 1 Jul 2002 ;HB-AEF Air Switzerland ;;;
; HB-AEG ;Dornier 328-110; Y31 ; 1 Apr 2001 ; 8 Apr 2002 ;HB-AEG Air Switzerland ;;;
; HB-AEI ;Dornier 328-110;; 31 Mar 2001 ; 9 Apr 2003 ;D-CIRC Cirrus Airlines ;;;
; HB-AEJ ;Dornier 328-120;; 7 Apr 2001 ; 8 Apr 2002 ;HB-AEJ Air Switzerland ;;;
; OE-LKB ;Dornier 328-110;; Apr 2001 ; 10 Feb 2002 ;OE-LKB KLM alps ;;;
