;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; ES-ATC ;ATR 72-600 (72-212A); Y70 ; 28 Feb 2020 ;lsd, opf SAS Scandinavian Airlines ; 7.6 Years ;;
; ES-ATD ;ATR 72-600 (72-212A); Y70 ; 28 Feb 2020 ;lsd, opf SAS Scandinavian Airlines ; 7.6 Years ;;
; ES-ATE ;ATR 72-600 (72-212A); Y70 ; 28 Feb 2020 ;lsd, opf SAS Scandinavian Airlines ; 8.3 Years ;;
; ES-ATH ;ATR 72-600 (72-212A); Y70 ; 28 Feb 2020 ;lsd, opf SAS Scandinavian Airlines ; 9.2 Years ;;
; ES-ATI ;ATR 72-600 (72-212A); Y70 ; 28 Feb 2020 ;lsd, opf SAS Scandinavian Airlines ; 9 Years ;;
; ES-ATJ ;ATR 72-600 (72-212A); Y70 ; 21 Oct 2020 ; Parked, lsd, opf SAS Scandinavian Airlines ; 9.3 Years ;;
; ES-ACB ;Bombardier CRJ-900ER (CL-600-2D24); Y88 ; 28 Feb 2020 ;lsd, opf SAS Scandinavian Airlines ; 11.2 Years ;;
; ES-ACC ;Bombardier CRJ-900ER (CL-600-2D24); Y88 ; 28 Feb 2020 ;lsd, opf Nordica ; 11.1 Years ;;
; ES-ACD ;Bombardier CRJ-900ER (CL-600-2D24); Y88 ; 28 Feb 2020 ;lsd, opf Nordica ; 10.3 Years ;;
; ES-ACG ;Bombardier CRJ-900LR (CL-600-2D24); Y88 ; 28 Feb 2020 ;lsd, opf SAS Scandinavian Airlines ; 10 Years ;;
; ES-ACJ ;Bombardier CRJ-900LR (CL-600-2D24); Y88 ; 14 Mar 2020 ;lsd, opf SAS Scandinavian Airlines ; 12.3 Years ;;
; ES-ACK ;Bombardier CRJ-900LR (CL-600-2D24); Y88 ; 28 Feb 2020 ;lsd, opf SAS Scandinavian Airlines ; 13.2 Years ;;
; ES-ACM ;Bombardier CRJ-900LR (CL-600-2D24); Y88 ; 28 Feb 2020 ;lsd, opf SAS Scandinavian Airlines ; 13.3 Years ;;
; ES-ACN ;Bombardier CRJ-900LR (CL-600-2D24); Y88 ; 28 Feb 2020 ; Parked, lsd ; 12.7 Years ;;
; ES-ACP ;Bombardier CRJ-900LR (CL-600-2D24); Y88 ; 28 Feb 2020 ;lsd ; 12.7 Years ;;
