;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; XA-UVU ;Fokker F50; Y50 ; 17 Jul 2014 ;; 31.5 Years ;;
; XA-UZG ;Fokker F50; Y50 ; 25 May 2017 ;; 31 Years ;;
; XA-UZN ;Fokker F50; Y50 ; 1 Dec 2017 ;; 34.6 Years ;;
