;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; LX-FCV ;Boeing 747-121;; 1 Mar 1988 ; Mar 1989 ;LX-FCV Air France ;lsf Cargolux Airlines International ;;
; LX-GCV ;Boeing 747-121;; 15 Jun 1990 ; 15 Jun 1991 ;F-GKLJ Corsair ;lsf Cargolux Airlines International ;;
; LX-OCV ;Boeing 747-283B(M);; Jul 1988 ; 7 Sep 1988 ;EI-BWF Philippine Airlines ;lsd ;;
