;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; VP-CQL ;Airbus A320-214; CY164 ; 11 May 2016 ;lsd ; 13 Years ;;
; VP-CXC ;Airbus A320-214; CY164 ; 29 May 2014 ;lsd ; 18 Years ;;
; VP-CXD ;Airbus A320-214; CY164 ; 22 Jul 2014 ;lsd ; 18 Years ;;
; VP-CXE ;Airbus A320-214; CY164 ; 14 Aug 2014 ;lsd ; 17.9 Years ;;
; VP-CXG ;Airbus A320-214; CY164 ; 20 Jan 2014 ;lsd ; 19 Years ;;
; VP-CXH ;Airbus A320-214; CY164 ; 13 Nov 2013 ;lsd ; 14.5 Years ;;
; VP-CXI ;Airbus A320-214; CY164 ; 13 Nov 2013 ;lsd ; 14.6 Years ;;
; VP-CXK ;Airbus A320-214; CY164 ; 13 Nov 2013 ; Parked SHJ, lsd ; 12.4 Years ;;
; VP-CXL ;Airbus A320-214; CY164 ; 13 Nov 2013 ;lsd ; 10.8 Years ;;
; VP-CXM ;Airbus A320-214; CY164 ; 13 Nov 2013 ;lsd ; 15.8 Years ;;
; VP-CXR ;Airbus A320-214; CY164 ; 13 Nov 2013 ;lsd ; 12.9 Years ;;
; VP-CXS ;Airbus A320-214; CY164 ; 13 Nov 2013 ;lsd ; 13.1 Years ;;
; VP-CXT ;Airbus A320-214; CY164 ; 13 Nov 2013 ; Parked, lsd ; 13 Years ;;
; VP-CXV ;Airbus A320-214; CY164 ; 30 May 2014 ; Parked SHJ, lsd ; 13 Years ;;
; VP-CYD ;Airbus A320-214; CY164 ; 20 Oct 2016 ;lsd ; 10.8 Years ;;
; HZ-NS22 ;Airbus A320-251N; CY174 ; 13 Nov 2018 ;lsd ; 3.3 Years ;;
; HZ-NS23 ;Airbus A320-251N; CY174 ; 11 Mar 2019 ;lsd ; 3.1 Years ;;
; HZ-NS24 ;Airbus A320-251N; CY174 ; 25 Jun 2019 ;lsd ; 2.7 Years ;;
; HZ-NS25 ;Airbus A320-251N; CY174 ; 11 Sep 2019 ;lsd ; 2.5 Years ;;
; HZ-NS26 ;Airbus A320-251N; CY174 ; 5 Feb 2020 ;lsd ; 2.1 Years ;;
; HZ-NS27 ;Airbus A320-251N; CY174 ; 20 Feb 2020 ; Parked, lsd ; 2.1 Years ;;
; HZ-NS28 ;Airbus A320-251N; CY174 ; 17 Apr 2020 ;lsd ; 1.9 Years ;;
; HZ-NS29 ;Airbus A320-251N; CY174 ; 24 Jul 2020 ;lsd ; 1.6 Years ;;
; HZ-NS32 ;Airbus A320-251N; CY174 ; 30 Sep 2020 ;lsd ; 1.5 Years ;;
; HZ-NS33 ;Airbus A320-251N; CY174 ; 30 Nov 2020 ;lsd ; 1.3 Years ;;
; HZ-NS34 ;Airbus A320-251N; CY174 ; 28 Jan 2021 ;lsd ; 1.1 Years ;;
; HZ-NS35 ;Airbus A320-251N; CY174 ; 8 Mar 2021 ;lsd, Year of Arabic Calligraphy 2021 cs ; 1 Years ;;
; HZ-NS36 ;Airbus A320-251N; CY174 ; 23 Mar 2021 ;lsd, Year of Arabic Calligraphy 2021 cs ; 1 Years ;;
; HZ-NS37 ;Airbus A320-251N; CY174 ; 28 Apr 2021 ;; 0.9 Years ;;
; HZ-NS38 ;Airbus A320-251N; CY174 ; 17 Jun 2021 ;lsd ; 0.8 Years ;;
; HZ-NS39 ;Airbus A320-251N; CY174 ; 3 May 2021 ;; 0.9 Years ;;
; HZ-NS42 ;Airbus A320-251N; CY174 ; 20 May 2021 ;; 0.8 Years ;;
; HZ-NS43 ;Airbus A320-251N; CY174 ; 12 May 2021 ;; 0.9 Years ;;
; HZ-NS44 ;Airbus A320-251N; CY174 ; 7 Jun 2021 ;lsd ; 0.8 Years ;;
; HZ-NS45 ;Airbus A320-251N; CY174 ; 1 Jul 2021 ;lsd ; 0.7 Years ;;
; HZ-NS46 ;Airbus A320-251N; CY174 ; 24 Feb 2022 ;; 0.1 Years ;;
; HZ-NE22 ;Airbus A330-343;; Due ; Stored, lsd ; 5.3 Years ;;
; HZ-NE23 ;Airbus A330-343;; Due ; Stored, lsd ; 5.3 Years ;;
; HZ-NE25 ;Airbus A330-343;; Due ; Stored, lsd ; 7 Years ;;
; HZ–NE24 ;Airbus A330-343;; Due ; Stored, lsd ; 7 Years ;;
