;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; C-GVXB ;Airbus A320-212; Y174 ; Dec 1998 ; 13 Nov 1999 ;C-GVXB Canada 3000 Airlines ;lsf Canada 3000 Airlines ;;
; D-ALAB ;Airbus A320-232; Y174 ; 8 Nov 2003 ; 29 Apr 2004 ;D-ARFE Aero Flight ;lsf Aero Lloyd ;;
; D-ALAE ;Airbus A320-232;; 18 Dec 2003 ; 6 May 2004 ;D-ALAE Niki ;lsf Aero Lloyd ;;
; D-ALAR ;Airbus A320-232; Y174 ; 21 Nov 2003 ; 6 May 2004 ;D-ALAR Niki ;lsf Aero Lloyd ;;
; D-ALAT ;Airbus A320-232;; 15 Dec 2003 ; 7 May 2004 ;N996SE Singapore Aircraft Leasing Enterprise (SALE) ;lsf Aero Lloyd ;;
; EI-DIG ;Airbus A320-214; Y180 ; 29 Oct 2004 ; 4 May 2005 ;EI-DIG Iberworld ;lsf Iberworld ;;
; EI-DIH ;Airbus A320-214; Y180 ; 16 Dec 2004 ; 11 Apr 2005 ;EI-DIH Iberworld ;lsd ;;
; G-BVYA ;Airbus A320-231;; 16 Dec 2000 ; 23 Apr 2001 ;G-BVYA JMC Air ;lsf JMC Air ;;
; G-BVYC ;Airbus A320-231;; 13 Dec 2000 ; 8 Apr 2001 ;G-BVYC JMC Air ;lsf JMC Air ;;
; G-BXKA ;Airbus A320-214; Y180 ; 15 Nov 2002 ; 28 Apr 2003 ;G-BXKA Thomas Cook Airlines ;lsf Thomas Cook Airlines ;;
; G-BXKB ;Airbus A320-214; Y180 ; 1 Nov 2000 ; 9 Apr 2001 ;G-BXKB JMC Air ;lsf JMC Air ;;
; G-BXKC ;Airbus A320-214;; 14 Dec 2002 ; 28 Apr 2003 ;G-BXKC Thomas Cook Airlines ;lsf JMC Air ;;
; G-BXKD ;Airbus A320-214; Y180 ; 8 Nov 2001 ; 1 Dec 2002 ;G-BXKD JMC Air ;lsf JMC Air ;;
; G-CVYD ;Airbus A320-231;; 29 Mar 2002 ; 22 Apr 2002 ;G-CVYD JMC Air ;lsf JMC Air ;;
; G-CVYE ;Airbus A320-231;; 13 Dec 2001 ; 20 Apr 2002 ;G-CVYE JMC Air ;lsf JMC Air ;;
; N573DC ;Airbus A320-232;; 12 Feb 1999 ; 15 Dec 2000 ;B-MAD Air Macau ;lsd ;;
; N951LF ;Airbus A320-233;; 7 Jun 2002 ; 29 Nov 2003 ;N951LF AirTran Airways ;lsd ;;
; D-ALAL ;Airbus A321-231; Y210 ; 17 Dec 2003 ; 13 Sep 2004 ;N583NK Spirit Airlines ;lsf Aero Lloyd ;;
; D-ALAO ;Airbus A321-231;; 5 Nov 2003 ; 28 Oct 2004 ;N584NK Spirit Airlines ;lsf Aero Lloyd ;;
; D-ALAQ ;Airbus A321-231; Y210 ; 4 Dec 2003 ; 19 May 2004 ;D-ALAQ Niki ;lsf Aero Lloyd ;;
; D-ALAS ;Airbus A321-231; Y210 ; 16 Dec 2002 ; 11 May 2003 ;D-ALAS Aero Lloyd ;lsf Aero Lloyd ;;
; N772RD ;Airbus A330-223;; 5 Jul 2012 ; 3 Jul 2013 ;TF-EAA Air Atlanta Icelandic ;lsd ;;
; N771RD ;Airbus A330-343; W59Y255 ; 23 Nov 2011 ; 21 Jul 2012 ;G-VINE Virgin Atlantic Airways ;lsf Virgin Atlantic Airways ;;
