;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; PK-TVI ;ATR 42-600;; 5 Dec 2015 ;; 6.3 Years ;;
; PK-TVE ;ATR 72-600 (72-212A); Y68 ; 28 Nov 2019 ;; 2.3 Years ;;
; PK-TVM ;ATR 72-600 (72-212A); Y68 ; 1 Mar 2019 ;; 7.3 Years ;;
