;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; CS-TNB ;Airbus A320-211;; 24 Apr 2002 ; 2 May 2002 ;CS-TNB Air Luxor ;Vinga Goreborg, opby Air Luxor ;;
; SE-RCB ;Airbus A320-214;; 6 Jun 2002 ; 27 Mar 2003 ;EI-DBC Azzurra Air ;lsd ;;
; SE-RCC ;Airbus A320-212;; 30 May 2002 ; 4 Jul 2003 ;9H-AED Air Malta ;lsd ;;
; SE-RCD ;Airbus A320-214;; 28 Aug 2002 ; 27 Mar 2003 ;EC-IMU Iberworld ;lsf Transair Sweden ;;
; SE-RCF ;Airbus A320-214;; 17 Jul 2002 ; 15 Oct 2003 ;G-VMED Virgin Atlantic Airways ;opby Transair Sweden ;;
; SE-RCG ;Airbus A320-212;; 24 Oct 2002 ; 14 Nov 2003 ;TC-FBE Freebird Airlines ;lsd ;;
; SE-DPC ;Boeing 737-33A(QC); Y142/Cargo ; May 2002 ; Jun 2002 ;SE-DPC Falcon Air ;lsf Falcon Air ;;
; SE-RCE ;Boeing 757-2G5;; 30 May 2002 ; Jun 2002 ;SE-RCE Transair Sweden ;Vinga Göteborg, lsf Transair Sweden ;;
