;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; SP-EXA ;Boeing 737-8 MAX; Y189 ; 3 Dec 2018 ; Parked ; 3.3 Years ;;
; SP-EXB ;Boeing 737-8 MAX; Y189 ; 31 Dec 2018 ;; 3.2 Years ;;
; SP-ENG ;Boeing 737-8CX(WL); Y189 ; 16 Feb 2017 ;lsd ; 19.5 Years ;;
; SP-ENL ;Boeing 737-8CX(WL); Y189 ; 9 Feb 2017 ;lsd ; 19.3 Years ;;
; SP-ENM ;Boeing 737-8CX(WL); Y189 ; 17 Feb 2017 ;lsd ; 19.2 Years ;;
; SP-ENN ;Boeing 737-8CX(WL); Y189 ; 10 Feb 2017 ;lsd ; 19 Years ;;
; SP-ENO ;Boeing 737-8AS(WL); Y189 ; 30 May 2016 ; Parked, lsd ; 21.8 Years ;;
; SP-ENP ;Boeing 737-8AS(WL); Y189 ; 30 May 2016 ;lsd ; 21.8 Years ;;
; SP-ENQ ;Boeing 737-85R(WL); Y189 ; 20 May 2015 ;; 23.3 Years ;;
; SP-ENR ;Boeing 737-8Q8(WL); Y189 ; 2 May 2015 ; Parked ; 20.3 Years ;;
; SP-ENT ;Boeing 737-8AS(WL); Y189 ; 21 Dec 2014 ;lsd ; 21.3 Years ;;
; SP-ENU ;Boeing 737-83N(WL); Y189 ; May 2014 ;lsd ; 20.6 Years ;;
; SP-ENV ;Boeing 737-8BK(WL); Y189 ; 4 Nov 2013 ;lsd ; 18.6 Years ;;
; SP-ENW ;Boeing 737-86J(WL); Y189 ; 7 Dec 2012 ;lsd ; 23.1 Years ;;
; SP-ENX ;Boeing 737-8Q8(WL); Y189 ; 9 Mar 2012 ;lsd, 100 Years of Independence 1918-2018 cs ; 21.1 Years ;;
; SP-ESA ;Boeing 737-8Q8(WL); Y189 ; 23 May 2017 ;lsd ; 18.4 Years ;;
; SP-ESB ;Boeing 737-8Q8(WL); Y189 ; 23 May 2017 ; Parked, lsd ; 18.3 Years ;;
; SP-ESC ;Boeing 737-8AS(WL); Y189 ; 11 Apr 2018 ;lsd ; 20.2 Years ;;
; SP-ESD ;Boeing 737-8AS(WL); Y189 ; 23 Mar 2018 ; Parked, lsd ; 20.1 Years ;;
; SP-ESE ;Boeing 737-8Q8(WL); Y189 ; 31 Oct 2021 ;lsd ; 14.8 Years ;;
; SP-ESF ;Boeing 737-8AS(WL); Y189 ; 30 Jan 2019 ;lsd ; 10.1 Years ;;
; SP-ESG ;Boeing 737-8Q8(WL); Y189 ; 17 Apr 2019 ;lsd ; 18.3 Years ;;
; SP-ESH ;Boeing 737-81M(WL); Y189 ; 16 Apr 2020 ;lsd ; 13.1 Years ;;
; SP-ESI ;Boeing 737-8Q8(WL); Y189 ; 20 Jul 2021 ;lsd ; 16.9 Years ;;
; SP-ESK ;Boeing 737-8Q8(WL); Y189 ; 25 Jun 2021 ;lsd ; 18.2 Years ;;
