;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; 9V-JSI ;Airbus A320-232; Y180 ; 14 Oct 2010 ; Parked, lsd ; 11.4 Years ;;
; 9V-JSJ ;Airbus A320-232; Y180 ; 9 Dec 2010 ; Parked, lsd ; 11.3 Years ;;
; 9V-JSK ;Airbus A320-232; Y180 ; 21 Jul 2011 ;; 10.7 Years ;;
; 9V-JSL ;Airbus A320-232; Y180 ; 2 Aug 2011 ;; 10.6 Years ;;
; 9V-JSM ;Airbus A320-232; Y180 ; 21 Oct 2011 ; Parked ; 10.4 Years ;;
; 9V-JSO ;Airbus A320-232; Y180 ; 5 Oct 2012 ;lsd ; 9.4 Years ;;
; 9V-JSQ ;Airbus A320-232(WL); Y180 ; 30 Nov 2012 ;; 9.3 Years ;;
; 9V-JSR ;Airbus A320-232(WL); Y180 ; 11 Jan 2013 ;lsd ; 9.2 Years ;;
; 9V-JSS ;Airbus A320-232(WL); Y180 ; 4 Feb 2013 ; Parked, lsd ; 9.1 Years ;;
; 9V-JSU ;Airbus A320-232(WL); Y180 ; 23 Aug 2013 ;; 8.6 Years ;;
; 9V-JSV ;Airbus A320-232(WL); Y180 ; 22 Oct 2013 ; Parked ; 8.4 Years ;;
