;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;
; C-FABA ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 5 Sep 2017 ;;; 34.1 Years ;;
; C-GANF ;De Havilland Canada DHC-8-102(PF) Dash 8; Cargo ; 19 Jul 2017 ;; 704 ; 35.8 Years ;;
; C-GANS ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 28 Nov 2017 ;;; 35.3 Years ;;
; C-GJSV ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 22 May 2019 ;lsf Voyageur Airways ;; 34.6 Years ;;
; C-GOKN ;De Havilland Canada DHC-8-102 Dash 8; Y37 ; 9 Jan 2020 ;; 816 ; 32.7 Years ;;
; C-GMWT ;De Havilland Canada DHC-8-314Q Dash 8;; 15 Sep 2010 ;;; 25.5 Years ;;
