;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; EI-DWX ;Boeing 737-8AS(WL); Y189 ; 8 Feb 2008 ;; 14.1 Years ;;;
; EI-DWY ;Boeing 737-8AS(WL); Y189 ; 19 Feb 2008 ;; 14.1 Years ;;;
; EI-DWZ ;Boeing 737-8AS(WL); Y189 ; 21 Feb 2008 ;; 14.1 Years ;;;
; EI-DYA ;Boeing 737-8AS(WL); Y189 ; 4 Mar 2008 ;; 14 Years ;;;
; EI-DYB ;Boeing 737-8AS(WL); Y189 ; 12 Mar 2008 ; Parked ; 14 Years ;;;
; EI-DYC ;Boeing 737-8AS(WL); Y189 ; 13 Mar 2008 ;; 14 Years ;;;
; EI-DYD ;Boeing 737-8AS(WL); Y189 ; 13 Mar 2008 ;; 14 Years ;;;
; EI-DYE ;Boeing 737-8AS(WL); Y189 ; 18 Mar 2008 ;; 14 Years ;;;
; EI-DYF ;Boeing 737-8AS(WL); Y189 ; 19 Mar 2008 ;; 14 Years ;;;
; EI-DYL ;Boeing 737-8AS(WL); Y189 ; 11 Jun 2008 ; Parked ; 13.8 Years ;;;
; EI-DYN ;Boeing 737-8AS(WL); Y189 ; 12 Jun 2008 ;; 13.8 Years ;;;
; EI-DYO ;Boeing 737-8AS(WL); Y189 ; 12 Sep 2008 ;; 13.5 Years ;;;
; EI-DYP ;Boeing 737-8AS(WL); Y189 ; 19 Sep 2008 ;; 13.5 Years ;;;
; EI-DYR ;Boeing 737-8AS(WL); Y189 ; 11 Dec 2008 ;; 13.5 Years ;;;
; EI-DYV ;Boeing 737-8AS(WL); Y189 ; 19 Dec 2008 ;; 13.2 Years ;;;
; EI-DYW ;Boeing 737-8AS(WL); Y189 ; 16 Jan 2009 ;; 13.3 Years ;;;
; EI-DYX ;Boeing 737-8AS(WL); Y189 ; 16 Jan 2009 ; Parked ; 13.2 Years ;;;
; EI-DYY ;Boeing 737-8AS(WL); Y189 ; 22 Jan 2009 ;; 13.2 Years ;;;
; EI-DYZ ;Boeing 737-8AS(WL); Y189 ; 23 Jan 2009 ; Parked ; 13.2 Years ;;;
; EI-EBA ;Boeing 737-8AS(WL); Y189 ; 23 Jan 2009 ;; 13.2 Years ;;;
; EI-EBC ;Boeing 737-8AS(WL); Y189 ; 5 Feb 2009 ;; 13.1 Years ;;;
; EI-EBD ;Boeing 737-8AS(WL); Y189 ; 5 Feb 2009 ;; 13.1 Years ;;;
; EI-EBE ;Boeing 737-8AS(WL); Y189 ; 12 Feb 2009 ;; 13.1 Years ;;;
; EI-EBF ;Boeing 737-8AS(WL); Y189 ; 20 Feb 2009 ;; 13.1 Years ;;;
; EI-EBG ;Boeing 737-8AS(WL); Y189 ; 12 Feb 2009 ;; 13.1 Years ;;;
; EI-EBH ;Boeing 737-8AS(WL); Y189 ; 13 Feb 2009 ;"City of Nykoping" sticker ; 13.1 Years ;;;
; EI-EBI ;Boeing 737-8AS(WL); Y189 ; 13 Feb 2009 ;; 13.1 Years ;;;
; EI-EBK ;Boeing 737-8AS(WL); Y189 ; 19 Feb 2009 ; Parked, "City of Nykoping" sticker ; 13.1 Years ;;;
; EI-EBL ;Boeing 737-8AS(WL); Y189 ; 6 Mar 2009 ;; 13.1 Years ;;;
; EI-EBM ;Boeing 737-8AS(WL); Y189 ; 16 Mar 2009 ;; 13 Years ;;;
; EI-EBN ;Boeing 737-8AS(WL); Y189 ; 17 Mar 2009 ; Parked, "Lleida" sticker ; 13 Years ;;;
; EI-EBO ;Boeing 737-8AS(WL); Y189 ; 17 Mar 2009 ;; 13 Years ;;;
; EI-EBP ;Boeing 737-8AS(WL); Y189 ; 24 Mar 2009 ;; 13 Years ;;;
; EI-EBR ;Boeing 737-8AS(WL); Y189 ; 31 Mar 2009 ;; 13 Years ;;;
; EI-EBS ;Boeing 737-8AS(WL); Y189 ; 31 Mar 2009 ;; 13 Years ;;;
; EI-EBV ;Boeing 737-8AS(WL); Y189 ; 20 Apr 2009 ;; 12.9 Years ;;;
; EI-EBW ;Boeing 737-8AS(WL); Y189 ; 20 Apr 2009 ;; 12.9 Years ;;;
; EI-EBX ;Boeing 737-8AS(WL); Y189 ; 28 Apr 2009 ;; 12.9 Years ;;;
; EI-EBY ;Boeing 737-8AS(WL); Y189 ; 30 Apr 2009 ;; 12.9 Years ;;;
; EI-EBZ ;Boeing 737-8AS(WL); Y189 ; 30 Apr 2009 ;; 12.9 Years ;;;
; EI-EFC ;Boeing 737-8AS(WL); Y189 ; 14 May 2009 ;; 12.8 Years ;;;
; EI-EFD ;Boeing 737-8AS(WL); Y189 ; 22 May 2009 ;; 12.8 Years ;;;
; EI-EFE ;Boeing 737-8AS(WL); Y189 ; 19 May 2009 ;"Comunitat Valenciana" sticker ; 12.8 Years ;;;
; EI-EFF ;Boeing 737-8AS(WL); Y189 ; 29 May 2009 ;; 12.8 Years ;;;
; EI-EFG ;Boeing 737-8AS(WL); Y189 ; 29 May 2009 ;; 12.8 Years ;;;
; EI-EFH ;Boeing 737-8AS(WL); Y189 ; 5 Jun 2009 ;; 12.8 Years ;;;
; EI-EFI ;Boeing 737-8AS(WL); Y189 ; 8 Jun 2009 ;; 12.8 Years ;;;
; EI-EFJ ;Boeing 737-8AS(WL); Y189 ; 18 Jun 2009 ;; 12.7 Years ;;;
; EI-EFK ;Boeing 737-8AS(WL); Y189 ; 26 Jun 2009 ;; 12.7 Years ;;;
; EI-EFN ;Boeing 737-8AS(WL); Y189 ; 8 Jul 2009 ;; 12.7 Years ;;;
; EI-EFO ;Boeing 737-8AS(WL); Y189 ; 24 Jul 2009 ;; 12.6 Years ;;;
; EI-EFX ;Boeing 737-8AS(WL); Y189 ; 5 Nov 2009 ;; 12.4 Years ;;;
; EI-EFY ;Boeing 737-8AS(WL); Y189 ; 6 Nov 2009 ; Parked ; 12.4 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; EI-EFZ ;Boeing 737-8AS(WL); Y189 ; 16 Nov 2009 ;; 12.3 Years ;;;
; EI-EGA ;Boeing 737-8AS(WL); Y189 ; 19 Nov 2009 ;; 12.3 Years ;;;
; EI-EGB ;Boeing 737-8AS(WL); Y189 ; 19 Nov 2009 ;; 12.3 Years ;;;
; EI-EGC ;Boeing 737-8AS(WL); Y189 ; 20 Nov 2009 ;; 12.3 Years ;;;
; EI-EGD ;Boeing 737-8AS(WL); Y189 ; 30 Sep 2010 ;; 11.5 Years ;;;
; EI-EKC ;Boeing 737-8AS(WL); Y189 ; 19 Jan 2010 ;; 12.2 Years ;;;
; EI-EKD ;Boeing 737-8AS(WL); Y189 ; 22 Jan 2010 ;; 12.2 Years ;;;
; EI-EKE ;Boeing 737-8AS(WL); Y189 ; 21 Jan 2010 ; Parked ; 12.1 Years ;;;
; EI-EKF ;Boeing 737-8AS(WL); Y189 ; 25 Jan 2010 ;; 12.1 Years ;;;
; EI-EKG ;Boeing 737-8AS(WL); Y189 ; 28 Jan 2010 ;; 12.1 Years ;;;
; EI-EKH ;Boeing 737-8AS(WL); Y189 ; 28 Jan 2010 ;; 12.1 Years ;;;
; EI-EKI ;Boeing 737-8AS(WL); Y189 ; 11 Feb 2010 ;; 12.1 Years ;;;
; EI-EKJ ;Boeing 737-8AS(WL); Y189 ; 12 Feb 2010 ;; 12.1 Years ;;;
; EI-EKK ;Boeing 737-8AS(WL); Y189 ; 11 Feb 2010 ;"Fuerteventura - the beach of the Canaries" sticker ; 12.1 Years ;;;
; EI-EKL ;Boeing 737-8AS(WL); Y189 ; 17 Feb 2010 ;; 12.1 Years ;;;
; EI-EKM ;Boeing 737-8AS(WL); Y189 ; 18 Feb 2010 ;; 12.1 Years ;;;
; EI-EKN ;Boeing 737-8AS(WL); Y189 ; 25 Feb 2010 ;; 12.1 Years ;;;
; EI-EKO ;Boeing 737-8AS(WL); Y189 ; 5 Mar 2010 ;; 12 Years ;;;
; EI-EKP ;Boeing 737-8AS(WL); Y189 ; 5 Mar 2010 ;; 12 Years ;;;
; EI-EKR ;Boeing 737-8AS(WL); Y189 ; 11 Mar 2010 ;; 12 Years ;;;
; EI-EKS ;Boeing 737-8AS(WL); Y189 ; 11 Mar 2010 ;; 12 Years ;;;
; EI-EKT ;Boeing 737-8AS(WL); Y189 ; 12 Mar 2010 ;; 12 Years ;;;
; EI-EKV ;Boeing 737-8AS(WL); Y189 ; 18 Mar 2010 ;; 12 Years ;;;
; EI-EKW ;Boeing 737-8AS(WL); Y189 ; 26 Mar 2010 ;; 12 Years ;;;
; EI-EKX ;Boeing 737-8AS(WL); Y189 ; 26 Mar 2010 ;; 12 Years ;;;
; EI-EKY ;Boeing 737-8AS(WL); Y189 ; 15 Apr 2010 ;; 11.9 Years ;;;
; EI-EKZ ;Boeing 737-8AS(WL); Y189 ; 15 Apr 2010 ;; 11.9 Years ;;;
; EI-EMA ;Boeing 737-8AS(WL); Y189 ; 16 Apr 2010 ;; 11.9 Years ;;;
; EI-EMB ;Boeing 737-8AS(WL); Y189 ; 21 Apr 2010 ;"visitazores.com" sticker ; 11.9 Years ;;;
; EI-EMC ;Boeing 737-8AS(WL); Y189 ; 21 Apr 2010 ;; 11.9 Years ;;;
; EI-EMD ;Boeing 737-8AS(WL); Y189 ; 23 Apr 2010 ;; 11.9 Years ;;;
; EI-EME ;Boeing 737-8AS(WL); Y189 ; 28 Apr 2010 ;"visitazores.com" sticker ; 11.9 Years ;;;
; EI-EMF ;Boeing 737-8AS(WL); Y189 ; 29 Apr 2010 ;; 11.9 Years ;;;
; EI-EMH ;Boeing 737-8AS(WL); Y189 ; 5 May 2010 ;; 11.9 Years ;;;
; EI-EMI ;Boeing 737-8AS(WL); Y189 ; 7 May 2010 ;; 11.9 Years ;;;
; EI-EMJ ;Boeing 737-8AS(WL); Y189 ; 13 May 2010 ;; 11.8 Years ;;;
; EI-EMK ;Boeing 737-8AS(WL); Y189 ; 14 May 2010 ;; 11.8 Years ;;;
; EI-EML ;Boeing 737-8AS(WL); Y189 ; 25 May 2010 ;; 11.8 Years ;;;
; EI-EMM ;Boeing 737-8AS(WL); Y189 ; 27 May 2010 ;; 11.8 Years ;;;
; EI-EMN ;Boeing 737-8AS(WL); Y189 ; 27 May 2010 ;; 11.8 Years ;;;
; EI-EMO ;Boeing 737-8AS(WL); Y189 ; 25 Jun 2010 ;; 11.7 Years ;;;
; EI-EMR ;Boeing 737-8AS(WL); Y189 ; 30 Jun 2010 ;; 11.7 Years ;;;
; EI-ENA ;Boeing 737-8AS(WL); Y189 ; 28 Sep 2010 ;; 11.5 Years ;;;
; EI-ENC ;Boeing 737-8AS(WL); Y189 ; 30 Sep 2010 ;; 11.5 Years ;;;
; EI-ENE ;Boeing 737-8AS(WL); Y189 ; 13 Oct 2010 ;; 11.4 Years ;;;
; EI-ENF ;Boeing 737-8AS(WL); Y189 ; 29 Oct 2010 ;; 11.4 Years ;;;
; EI-ENG ;Boeing 737-8AS(WL); Y189 ; 29 Oct 2010 ;; 11.4 Years ;;;
; EI-ENH ;Boeing 737-8AS(WL); Y189 ; 29 Oct 2010 ;; 11.4 Years ;;;
; EI-ENI ;Boeing 737-8AS(WL); Y189 ; 13 Jan 2011 ;; 11.2 Years ;;;
; EI-ENJ ;Boeing 737-8AS(WL); Y189 ; 19 Jan 2011 ;; 11.2 Years ;;;
; EI-ENK ;Boeing 737-8AS(WL); Y189 ; 24 Jan 2011 ;; 11.1 Years ;;;
; EI-ENL ;Boeing 737-8AS(WL); Y189 ; 25 Jan 2011 ;; 11.1 Years ;;;
; EI-ENM ;Boeing 737-8AS(WL); Y189 ; 25 Jan 2011 ;; 11.1 Years ;;;
; EI-ENN ;Boeing 737-8AS(WL); Y189 ; 28 Jan 2011 ;; 11.1 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; EI-ENO ;Boeing 737-8AS(WL); Y189 ; 28 Jan 2011 ;; 11.1 Years ;;;
; EI-ENP ;Boeing 737-8AS(WL); Y189 ; 28 Jan 2011 ;; 11.1 Years ;;;
; EI-ENR ;Boeing 737-8AS(WL); Y189 ; 3 Feb 2011 ;; 11.1 Years ;;;
; EI-ENS ;Boeing 737-8AS(WL); Y189 ; 7 Feb 2011 ;; 11.1 Years ;;;
; EI-ENT ;Boeing 737-8AS(WL); Y189 ; 9 Feb 2011 ;; 11.1 Years ;;;
; EI-ENV ;Boeing 737-8AS(WL); Y189 ; 10 Feb 2011 ;; 11.1 Years ;;;
; EI-ENW ;Boeing 737-8AS(WL); Y189 ; 17 Feb 2011 ;; 11.1 Years ;;;
; EI-ENX ;Boeing 737-8AS(WL); Y189 ; 18 Feb 2011 ;; 11.1 Years ;;;
; EI-EPA ;Boeing 737-8AS(WL); Y189 ; 29 Mar 2011 ;; 11 Years ;;;
; EI-EPB ;Boeing 737-8AS(WL); Y189 ; 29 Mar 2011 ;; 11 Years ;;;
; EI-EPC ;Boeing 737-8AS(WL); Y189 ; 30 Mar 2011 ;; 11.1 Years ;;;
; EI-EPD ;Boeing 737-8AS(WL); Y189 ; 30 Mar 2011 ;; 11 Years ;;;
; EI-ESS ;Boeing 737-8AS(WL); Y189 ; 16 Dec 2011 ;; 10.4 Years ;;;
; EI-EST ;Boeing 737-8AS(WL); Y189 ; 20 Dec 2011 ;; 10.4 Years ;;;
; EI-ESV ;Boeing 737-8AS(WL); Y189 ; 20 Dec 2011 ;; 10.4 Years ;;;
; EI-EVA ;Boeing 737-8AS(WL); Y189 ; 11 Jan 2012 ;; 10.2 Years ;;;
; EI-EVB ;Boeing 737-8AS(WL); Y189 ; 26 Jan 2012 ; Parked ; 10.2 Years ;;;
; EI-EVC ;Boeing 737-8AS(WL); Y189 ; 27 Jan 2012 ;; 10.1 Years ;;;
; EI-EVE ;Boeing 737-8AS(WL); Y189 ; 7 Feb 2012 ;; 10.1 Years ;;;
; EI-EVF ;Boeing 737-8AS(WL); Y189 ; 13 Feb 2012 ;"Modlin Jest OK!" titles ; 10.1 Years ;;;
; EI-EVG ;Boeing 737-8AS(WL); Y189 ; 15 Feb 2012 ;; 10.1 Years ;;;
; EI-EVH ;Boeing 737-8AS(WL); Y189 ; 23 Feb 2012 ;; 10.1 Years ;;;
; EI-EVI ;Boeing 737-8AS(WL); Y189 ; 1 Mar 2012 ;; 10 Years ;;;
; EI-EVJ ;Boeing 737-8AS(WL); Y189 ; 7 Mar 2012 ;; 10 Years ;;;
; EI-EVK ;Boeing 737-8AS(WL); Y189 ; 13 Mar 2012 ;; 10 Years ;;;
; EI-EVL ;Boeing 737-8AS(WL); Y189 ; 23 Mar 2012 ;; 10 Years ;;;
; EI-EVM ;Boeing 737-8AS(WL); Y189 ; 2 Apr 2012 ;; 10 Years ;;;
; EI-EVN ;Boeing 737-8AS(WL); Y189 ; 5 Apr 2012 ;; 9.9 Years ;;;
; EI-EVO ;Boeing 737-8AS(WL); Y189 ; 24 Apr 2012 ;; 9.9 Years ;;;
; EI-EVP ;Boeing 737-8AS(WL); Y189 ; 27 Apr 2012 ;; 9.9 Years ;;;
; EI-EVR ;Boeing 737-8AS(WL); Y189 ; 18 Sep 2012 ;; 9.5 Years ;;;
; EI-EVS ;Boeing 737-8AS(WL); Y189 ; 17 Sep 2012 ;; 9.5 Years ;;;
; EI-EVT ;Boeing 737-8AS(WL); Y189 ; 17 Sep 2012 ;; 9.5 Years ;;;
; EI-EVV ;Boeing 737-8AS(WL); Y189 ; 25 Sep 2012 ;; 9.5 Years ;;;
; EI-EXD ;Boeing 737-8AS(WL); Y189 ; 6 Dec 2012 ;; 9.3 Years ;;;
; EI-EXE ;Boeing 737-8AS(WL); Y189 ; 3 Dec 2012 ;; 9.3 Years ;;;
; EI-EXF ;Boeing 737-8AS(WL); Y189 ; 3 Dec 2012 ;; 9.3 Years ;;;
; EI-GJS ;Boeing 737-8AS(WL); Y189 ; 26 Apr 2018 ;; 3.9 Years ;;;
; EI-GJT ;Boeing 737-8AS(WL); Y189 ; 1 May 2018 ;; 3.8 Years ;;;
