;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; N100UJ ;Dornier Do-328JET-300;; 27 Sep 2019 ;; 22.9 Years ;;
; N328WW ;Dornier Do-328JET-300;; 26 Jan 2004 ;; 23 Years ;;
; N359SK ;Dornier Do-328JET-310; VIP ; 13 Jun 2008 ;; 20.2 Years ;;
; N406FJ ;Dornier Do-328JET-310; C30 ; 31 Mar 2006 ;; 21.8 Years ;;
; N407FJ ;Dornier Do-328JET-310; VIP ; 18 May 2006 ;; 21.8 Years ;;
; N411FJ ;Dornier Do-328JET-310; VIP ; 22 Feb 2013 ;; 21.6 Years ;;
; N425FJ ;Dornier Do-328JET-310; C32 ; 16 Nov 2006 ;; 20.9 Years ;;
; N429FJ ;Dornier Do-328JET-310;; 17 Jul 2007 ;; 20.6 Years ;;
; N135SX ;Embraer ERJ-135LR;; 19 Dec 2019 ;; 18.8 Years ;;
; N356BZ ;Embraer ERJ-135LR;; 23 Nov 2015 ;; 21.7 Years ;;
