;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; ES-ACE ;Bombardier CRJ-701ER (CL-600-2C10); Y70 ; Mar 2016 ; 30 Mar 2016 ;ES-ACE Regional Jet ;lsd, opby Adria Airways ;;
; ES-ACF ;Bombardier CRJ-701ER (CL-600-2C10); Y70 ; Jan 2016 ; 30 Mar 2016 ;ES-ACF Regional Jet ;lsd, opby Adria Airways ;;
