;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; B-1116 ;Boeing 737-8 MAX; Y184 ; 9 Aug 2018 ; Parked INC, lsd ; 3.6 Years ;;;
; B-1117 ;Boeing 737-8 MAX; Y184 ; 27 Jul 2018 ; Parked LHW ; 3.6 Years ;;;
; B-1118 ;Boeing 737-8 MAX; Y184 ; 30 Aug 2018 ; Parked LHW, lsd ; 3.5 Years ;;;
; B-1136 ;Boeing 737-8 MAX; Y184 ; 30 Nov 2018 ; Parked INC, lsd, "2000th Boeing Aircraft for China" titles ; 3.3 Years ;;;
; B-1137 ;Boeing 737-8 MAX; Y184 ; 31 Aug 2018 ; Parked INC, lsd ; 3.5 Years ;;;
; B-1139 ;Boeing 737-8 MAX; Y184 ; 31 Aug 2018 ; Parked INC, lsd ; 3.5 Years ;;;
; B-1288 ;Boeing 737-8 MAX; Y184 ; 22 May 2018 ; Parked INC, lsd ; 3.8 Years ;;;
; B-1289 ;Boeing 737-8 MAX; Y184 ; 29 Jun 2018 ; Parked INC, lsd ; 3.7 Years ;;;
; B-1290 ;Boeing 737-8 MAX; Y184 ; 27 Jul 2018 ; Parked INC, lsd ; 3.7 Years ;;;
; B-208L ;Boeing 737-8 MAX; Y184 ; 1 Mar 2019 ; Parked INC, lsd ; 3 Years ;;;
; B-20AQ ;Boeing 737-8 MAX; Y184 ; On Order ;; 2.7 Years ;;;
; B-20AS ;Boeing 737-8 MAX; Y184 ; On Order ;; 2.6 Years ;;;
; B-20AZ ;Boeing 737-8 MAX; Y184 ; On Order ;; 2.4 Years ;;;
; B-20CL ;Boeing 737-8 MAX; Y184 ; On Order ;; 2.4 Years ;;;
; B-20CM ;Boeing 737-8 MAX; Y184 ; On Order ;; 2.5 Years ;;;
; B-20CN ;Boeing 737-8 MAX; Y184 ; On Order ;; 2.4 Years ;;;
; B-20CP ;Boeing 737-8 MAX; Y184 ; On Order ;United Dream cs ; 2.3 Years ;;;
; B-20CQ ;Boeing 737-8 MAX; Y184 ; On Order ;; 2.5 Years ;;;
; B-20CR ;Boeing 737-8 MAX; Y184 ; On Order ;; 2.5 Years ;;;
; B-20DU ;Boeing 737-8 MAX; Y184 ; On Order ;; 2.3 Years ;;;
; B-20DV ;Boeing 737-8 MAX; Y184 ; On Order ;; 2.3 Years ;;;
; B-20DW ;Boeing 737-8 MAX; Y184 ; On Order ;; 2.2 Years ;;;
; B-20DX ;Boeing 737-8 MAX; Y184 ; On Order ;; 0.8 Years ;;;
; B-20DY ;Boeing 737-8 MAX; Y184 ; On Order ;; 0.6 Years ;;;
; B-20E0 ;Boeing 737-8 MAX; Y184 ; On Order ;; 2.2 Years ;;;
; B-20E1 ;Boeing 737-8 MAX; Y184 ; On Order ;; 2.1 Years ;;;
; B-20EA ;Boeing 737-8 MAX; Y184 ; On Order ;; 0.6 Years ;;;
; B-20EK ;Boeing 737-8 MAX; Y184 ; On Order ;; 0.3 Years ;;;
; B- ;Boeing 737-8 MAX; Y184 ; On Order ;; 0.1 Years ;;;
; B- ;Boeing 737-8 MAX; Y184 ; On Order ;;;;;
; B- ;Boeing 737-8 MAX; Y184 ; On Order ;;;;;
; B-5212 ;Boeing 737-75C(WL); C8Y120 ; 12 Sep 2020 ;lsd ; 16.9 Years ;;;
; B-5215 ;Boeing 737-75C(WL); C8Y120 ; 12 Sep 2020 ;lsd ; 16.8 Years ;;;
; B-5216 ;Boeing 737-75C(WL); C8Y120 ; 27 Jun 2005 ;lsd ; 16.7 Years ;;;
; B-5218 ;Boeing 737-75C(WL); C8Y120 ; 12 Aug 2005 ;lsd ; 16.6 Years ;;;
; B-5219 ;Boeing 737-75C(WL); C8Y120 ; 19 Aug 2005 ;lsd ; 16.6 Years ;;;
; B-5277 ;Boeing 737-75C(WL); C8Y120 ; 19 Jul 2011 ;; 10.7 Years ;;;
; B-5278 ;Boeing 737-75C(WL); C8Y120 ; 10 Aug 2011 ;; 10.6 Years ;;;
