;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; YU-APA ;Airbus A319-132; CY144 ; 6 Mar 2014 ; Parked, lsd ; Miki Manojlovic ; 17.5 Years ;;
; YU-APB ;Airbus A319-132; CY144 ; 29 Apr 2014 ;lsd ;; 17.5 Years ;;
; YU-APC ;Airbus A319-131; CY144 ; 7 Oct 2013 ;lsd ; Novak Djokovic ; 16.3 Years ;;
; YU-APD ;Airbus A319-132; CY144 ; 28 Aug 2014 ;lsd ; Goran Bregovic ; 17.3 Years ;;
; YU-APE ;Airbus A319-132; CY144 ; Nov 2013 ;lsd ;; 14.5 Years ;;
; YU-APF ;Airbus A319-132; CY144 ; Dec 2013 ;lsd ;; 14.3 Years ;;
; YU-APK ;Airbus A319-132; CY144 ; 22 May 2019 ;lsd ;; 18.6 Years ;;
; YU-APL ;Airbus A319-132; CY144 ; 25 Nov 2020 ;lsd ;; 11.9 Years ;;
; YU-APM ;Airbus A319-132; CY144 ; 1 Dec 2020 ;lsd ;; 11.8 Years ;;
; YU-APH ;Airbus A320-232; CY174 ; 31 Mar 2014 ;lsd ; Vlade Divac ; 16.2 Years ;;
; YU-ARB ;Airbus A330-243; C21Y236 ; 24 Apr 2021 ;lsd, Nikola Tesla cs ; Nikola Tesla ; 13.2 Years ;;
; YU-ALN ;ATR 72-202; Y66 ; 1 Aug 2013 ;;; 31.7 Years ;;
; YU-ALO ;ATR 72-202; Y66 ; 1 Aug 2013 ;;; 31.5 Years ;;
; YU-ALP ;ATR 72-202; Y66 ; 1 Aug 2013 ; Parked ;; 31.4 Years ;;
; YU-ALT ;ATR 72-500 (72-212A); Y70 ; 1 Aug 2013 ; Parked, lsd ;; 23.8 Years ;;
; YU-ALU ;ATR 72-500 (72-212A); Y70 ; 1 Aug 2013 ; Parked, lsd ;; 24.3 Years ;;
; YU-ALY ;ATR 72-600 (72-212A); Y72 ; 27 Jan 2022 ;lsd ;; 6.7 Years ;;
