;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; 9M-LRG ;Boeing 737-8 MAX; Y180 ; On Order ;; 2.4 Years ;;
; 9M-LRH ;Boeing 737-8 MAX; Y180 ; On Order ;; 2.3 Years ;;
; 9M-LRJ ;Boeing 737-8 MAX; Y180 ; On Order ;; 2.3 Years ;;
; 9M-LCR ;Boeing 737-8GP(WL); C12Y150 ; 7 Dec 2019 ;lsd ; 7.1 Years ;;
