;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; N192US ;McDonnell Douglas DC-9-15RC;; 18 Nov 1997 ;; 54.3 Years ;;
; N195US ;McDonnell Douglas DC-9-15RC; Cargo ; 1 Dec 1996 ;; 54.5 Years ;;
; N196US ;McDonnell Douglas DC-9-15RC;; 28 Dec 1994 ;; 54.3 Years ;;
; N205US ;McDonnell Douglas DC-9-32CF; Cargo ; 14 Jan 2000 ;; 45.5 Years ;;
; N208US ;McDonnell Douglas DC-9-32F; Cargo ; 28 Aug 2000 ;; 53.9 Years ;;
; N327US ;McDonnell Douglas DC-9-33F; Cargo ; 29 Aug 2000 ;; 52.5 Years ;;
; N831US ;McDonnell Douglas MD-83(SF) (DC-9-83); Cargo ; 4 Oct 2010 ;; 32.5 Years ;;
; N832US ;McDonnell Douglas MD-88(SF); Cargo ; 24 Sep 2021 ;; 30.9 Years ;;
; N833US ;McDonnell Douglas MD-88(SF); Cargo ; 8 Jan 2022 ;; 31 Years ;;
; N903DE ;McDonnell Douglas MD-88;; 9 Jul 2021 ; Parked ; 30 Years ;;
; N912DE ;McDonnell Douglas MD-88;; 17 Apr 2021 ; Parked ; 29.2 Years ;;
; N912DL ;McDonnell Douglas MD-88;; 9 Jul 2021 ; Parked ; 34.3 Years ;;
; N913DL ;McDonnell Douglas MD-88;; 17 Apr 2021 ; Parked ; 34.1 Years ;;
; N915DE ;McDonnell Douglas MD-88;; 11 Jun 2021 ; Parked ; 29 Years ;;
; N916DL ;McDonnell Douglas MD-88;; 26 Jun 2021 ; Parked ; 34.1 Years ;;
; N917DL ;McDonnell Douglas MD-88;; 19 Jul 2021 ; Parked ; 33.9 Years ;;
; N959DL ;McDonnell Douglas MD-88;; 26 Jun 2021 ; Parked ; 31.8 Years ;;
; N966DL ;McDonnell Douglas MD-88;; 10 May 2021 ; Parked ; 31.3 Years ;;
; N969DL ;McDonnell Douglas MD-88;; 17 May 2021 ; Parked ; 31.2 Years ;;
; N970DL ;McDonnell Douglas MD-88;; 22 Jun 2021 ; Parked ; 31.2 Years ;;
; N971DL ;McDonnell Douglas MD-88;; 4 Jun 2021 ; Parked ; 31.1 Years ;;
; N976DL ;McDonnell Douglas MD-88;; 11 Jun 2021 ; Parked ; 31 Years ;;
