;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; PH-JXJ ;Fokker F50; Y50 ; 1 Jun 2003 ; 18 Jul 2003 ;PH-JXJ Denim Air ;lsf Denim Air ;;
; PH-PRH ;Fokker F50; Y50 ; 19 Jun 2003 ; 18 Jul 2003 ;PH-PRH Denim Air ;lsd ;;
; PH-PRJ ;Fokker F50; Y50 ; May 2003 ; 18 Jul 2003 ;PH-PRJ Denim Air ;lsd ;;
