;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; HK-4154 ;Boeing 727-051(F); Cargo ; 16 Jun 1998 ;; 56.6 Years ;;
; HK-4637 ;Boeing 727-2S2F(A)(RE); Cargo ; 7 May 2009 ;; 38.5 Years ;;
; HK-5312 ;Boeing 737-33V(SF)(WL); Cargo ; 14 Jun 2019 ;lsd ; 23.2 Years ;;
; HK-5385 ;Boeing 737-48E(SF);; 22 Dec 2021 ;lsd ; 25 Years ;;
