;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; RP-C8395 ;Airbus A320-214; Y177 ; 15 Mar 2013 ; Parked, lsd, opf Philippine Airlines ; 10.2 Years ;;
; RP-C8397 ;Airbus A320-214; Y177 ; 15 Mar 2013 ;lsd, opf Philippine Airlines ; 10.1 Years ;;
; RP-C8398 ;Airbus A320-214; Y177 ; 15 Mar 2013 ;lsd, opf Philippine Airlines ; 9.9 Years ;;
; RP-C8604 ;Airbus A320-214; C12Y144 ; 26 Feb 2014 ;opf Philippine Airlines ; 14.9 Years ;;
; RP-C8606 ;Airbus A320-214; C12Y144 ; 28 Feb 2014 ;opf Philippine Airlines ; 14.7 Years ;;
; RP-C8609 ;Airbus A320-214; C12Y144 ; 1 Aug 2013 ;opf Philippine Airlines ; 14.3 Years ;;
; RP-C8610 ;Airbus A320-214; C12Y144 ; 2 Apr 2015 ;opf Philippine Airlines ; 14.3 Years ;;
; RP-C8611 ;Airbus A320-214; C12Y144 ; 2 May 2016 ;opf Philippine Airlines ; 14 Years ;;
; RP-C8615 ;Airbus A320-214; C12Y144 ; 26 Apr 2015 ;opf Philippine Airlines ; 13.2 Years ;;
; RP-C9921 ;Airbus A321-231(WL); C12Y187 ; 27 Jun 2016 ;opf Philippine Airlines ; 7 Years ;;
; RP-C9923 ;Airbus A321-231(WL); C12Y187 ; 1 Oct 2016 ; Parked, opf Philippine Airlines ; 6.9 Years ;;
; RP-C9924 ;Airbus A321-231(WL); C12Y187 ; 30 Nov 2016 ;opf Philippine Airlines ; 6.8 Years ;;
; RP-C9927 ;Airbus A321-231(WL); C12Y187 ; 26 Aug 2016 ;opf Philippine Airlines ; 5.5 Years ;;
; RP-C3030 ;Bombardier DHC-8-402Q Dash 8; Y76 ; 15 Mar 2013 ; Parked MNL, opf Philippine Airlines ; 20.2 Years ;;
; RP-C3036 ;Bombardier DHC-8-402Q Dash 8; Y76 ; 15 Mar 2013 ; Parked, opf Philippine Airlines ; 21.8 Years ;;
; RP-C5901 ;Bombardier DHC-8-402Q Dash 8; Y86 ; 19 Jul 2017 ;opf Philippine Airlines ; 4.6 Years ;;
; RP-C5902 ;Bombardier DHC-8-402Q Dash 8; Y86 ; 29 Aug 2017 ;opf Philippine Airlines ; 4.5 Years ;;
; RP-C5903 ;Bombardier DHC-8-402Q Dash 8; Y86 ; 26 Sep 2017 ;opf Philippine Airlines ; 4.5 Years ;;
; RP-C5905 ;Bombardier DHC-8-402Q Dash 8; Y86 ; 17 Oct 2017 ;opf Philippine Airlines ; 4.4 Years ;;
; RP-C5906 ;Bombardier DHC-8-402Q Dash 8; Y86 ; 7 Nov 2017 ;opf Philippine Airlines ; 4.4 Years ;;
; RP-C5907 ;Bombardier DHC-8-402Q Dash 8; Y86 ; 26 May 2018 ;lsd, opf Philippine Airlines ; 3.8 Years ;;
; RP-C5910 ;Bombardier DHC-8-402Q Dash 8; Y86 ; 21 Sep 2018 ;lsd, opf Philippine Airlines ; 3.6 Years ;;
; RP-C5911 ;Bombardier DHC-8-402Q Dash 8; Y86 ; 26 Oct 2018 ;lsd, opf Philippine Airlines ; 3.4 Years ;;
; RP-C5912 ;Bombardier DHC-8-402Q Dash 8; Y86 ; 16 Nov 2018 ; Parked, lsd, opf Philippine Airlines ; 3.4 Years ;;
; RP-C5915 ;De Havilland Canada DHC-8-402 Dash 8; Y86 ; 11 Jan 2020 ;lsd, opf Philippine Airlines ; 2.2 Years ;;
; RP-C5917 ;De Havilland Canada DHC-8-402 Dash 8; Y86 ; 1 Feb 2020 ;lsd, opf Philippine Airlines ; 2.1 Years ;;
