;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; PP-YBC ;Boeing 737-3L9(SF); Cargo ; 18 Apr 2018 ;; 33.9 Years ;;
; PP-YBD ;Boeing 737-3Y0(SF); Cargo ; 4 Nov 2018 ;lsd ; 32.9 Years ;;
; PP-YBA ;Boeing 737-4K5(SF); Cargo ; 21 Jan 2016 ;lsd ; 33 Years ;;
; PP-YBB ;Boeing 737-4Q8(SF); Cargo ; 30 Nov 2017 ;lsd ; 28.2 Years ;;
