;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; YV2792 ;Boeing 737-2B7(A);; 1 Dec 2011 ;; 38.7 Years ;;
; YV3527 ;Boeing 737-2Q3(A);; 6 Sep 2021 ; Parked ; 41.4 Years ;;
; YV630T ;Boeing 737-33A;; 14 Jun 2017 ;; 27.9 Years ;;
; YV642T ;Boeing 737-33A;; 2019 ;; 27.9 Years ;;
