;Reg;Aircraft Type; Config ;Delivered; Remark ;Aircraft Name;Age;;
; F-OTIB ;Airbus A320-271N;; 22 Dec 2020 ;; Tibarama ; 1.3 Years ;;
; F-ONEO ;Airbus A330-941; C26W21Y244 ; 30 Jul 2019 ;; Kanuméra ; 2.6 Years ;;
; F-ONET ;Airbus A330-941; C26W21Y244 ; 30 Sep 2019 ;; Luengöni ; 2.5 Years ;;
