;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; N371BC ;Boeing 737-8EF(WL) BBJ2; VIP ; 11 Jun 2003 ; Parked ; 20.3 Years ;;
; N737GG ;Boeing 737-8KT(WL) BBJ2; VIP ; 19 Sep 2012 ;opby Jet Stream Aviation ; 11.6 Years ;;
; VP-CEC ;Boeing 737-9HWER(WL) BBJ3; VIP ; 15 Mar 2013 ;; 13.5 Years ;;
; N777AS ;Boeing 777-24QER; VIP ; 24 Nov 1998 ;; 23.3 Years ;;
