;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;
; C-FSUA ;British Aerospace Avro RJ100;; 6 May 2014 ;; 102 ; 21.7 Years ;;
; C-GSUI ;British Aerospace Avro RJ100;; 12 Dec 2013 ;; 101 ; 21.9 Years ;;
; C-FHNC ;De Havilland Canada DHC-8-311 Dash 8;; 21 Nov 2013 ;; 810 ; 26.3 Years ;;
; C-GAQN ;De Havilland Canada DHC-8-311Q Dash 8; Y50 ; 5 Aug 2009 ;; 805 ; 21.6 Years ;;
; C-GLWN ;De Havilland Canada DHC-8-311 Dash 8;; 8 Sep 2011 ;; 807 ; 30.2 Years ;;
