;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;;
; VN-A323 ;Airbus A321-231; C16Y168 ; 28 Apr 2011 ;; 10.9 Years ;;;
; VN-A324 ;Airbus A321-231; C16Y168 ; 19 May 2011 ; Parked ; 10.8 Years ;;;
; VN-A325 ;Airbus A321-231; C16Y168 ; 9 Jun 2011 ;; 10.8 Years ;;;
; VN-A326 ;Airbus A321-231; C16Y168 ; 18 Jul 2011 ; Parked ; 10.6 Years ;;;
; VN-A327 ;Airbus A321-231; C16Y168 ; 19 Nov 2013 ;SkyTeam cs ; 10.5 Years ;;;
; VN-A329 ;Airbus A321-231; C16Y168 ; 3 Nov 2011 ; Parked ; 10.3 Years ;;;
; VN-A331 ;Airbus A321-231; C16Y168 ; 2 Dec 2011 ;; 10.3 Years ;;;
; VN-A332 ;Airbus A321-231; C16Y168 ; 29 Dec 2011 ;; 10.2 Years ;;;
; VN-A334 ;Airbus A321-231; C16Y162 ; 12 Jun 2012 ;; 9.8 Years ;;;
; VN-A335 ;Airbus A321-231; C16Y162 ; 23 Aug 2012 ;; 9.6 Years ;;;
; VN-A336 ;Airbus A321-231; C16Y162 ; 23 Aug 2012 ;; 9.6 Years ;;;
; VN-A338 ;Airbus A321-231; C16Y168 ; 22 Aug 2012 ; Parked, lsd ; 9.6 Years ;;;
; VN-A339 ;Airbus A321-231; C16Y168 ; 5 Sep 2012 ;lsd ; 9.5 Years ;;;
; VN-A350 ;Airbus A321-231; C16Y168 ; 8 Jan 2007 ;; 15.2 Years ;;;
; VN-A351 ;Airbus A321-231; C16Y168 ; Jan 2014 ;; 15.1 Years ;;;
; VN-A352 ;Airbus A321-231; C16Y168 ; 1 Feb 2007 ; Parked ; 15.1 Years ;;;
; VN-A353 ;Airbus A321-231; C16Y168 ; 8 Feb 2007 ;; 15.1 Years ;;;
; VN-A354 ;Airbus A321-231; C16Y168 ; 18 Jul 2007 ;; 14.7 Years ;;;
; VN-A356 ;Airbus A321-231; C16Y168 ; 14 Feb 2020 ;; 14.3 Years ;;;
; VN-A357 ;Airbus A321-231; C16Y168 ; 30 Jan 2008 ;; 14.1 Years ;;;
; VN-A358 ;Airbus A321-231; C16Y168 ; 31 Jul 2008 ;; 13.6 Years ;;;
; VN-A359 ;Airbus A321-231; C16Y168 ; 15 Dec 2008 ;; 13.2 Years ;;;
; VN-A361 ;Airbus A321-231; C16Y168 ; 11 Dec 2009 ; Parked, lsd ; 12.7 Years ;;;
; VN-A362 ;Airbus A321-231; C16Y168 ; 4 Dec 2009 ; Parked, lsd ; 12.6 Years ;;;
; VN-A363 ;Airbus A321-231; C16Y168 ; 12 Mar 2010 ;lsd ; 12.1 Years ;;;
; VN-A367 ;Airbus A321-231; C16Y168 ; 27 May 2010 ;lsd ; 11.8 Years ;;;
; VN-A390 ;Airbus A321-231; C16Y168 ; 5 Oct 2012 ;; 9.5 Years ;;;
; VN-A392 ;Airbus A321-231; C16Y168 ; 11 Oct 2012 ;lsd ; 9.4 Years ;;;
; VN-A393 ;Airbus A321-231; C16Y168 ; 30 Oct 2012 ;lsd ; 9.4 Years ;;;
; VN-A395 ;Airbus A321-231; C16Y168 ; 27 Dec 2012 ;lsd ; 9.2 Years ;;;
; VN-A396 ;Airbus A321-231; C16Y168 ; 7 Dec 2012 ; Parked ; 9.3 Years ;;;
; VN-A397 ;Airbus A321-231; C16Y168 ; 19 Dec 2012 ;lsd ; 9.2 Years ;;;
; VN-A398 ;Airbus A321-231; C16Y168 ; 30 Apr 2016 ;; 9.2 Years ;;;
; VN-A399 ;Airbus A321-231; C16Y168 ; 31 Jan 2013 ;lsd ; 9.1 Years ;;;
; VN-A601 ;Airbus A321-231; C16Y168 ; 7 Feb 2013 ;lsd ; 9.1 Years ;;;
