;Reg;Aircraft Type; Config ;Delivered;Exit Date; Status / Fate ; Remark ;;
; CX-PUC ;ATR 42-320;; 4 Mar 2004 ; Nov 2006 ;PP-PTJ TRIP Linhas Aéreas ;lsd ;;
; CX-BHM ;Boeing 737-2A3;; 31 Dec 1969 ; 3 Apr 1974 ;EC-CHX Iberia ;lsf Iberia ;;
; CX-BON ;Boeing 737-2A3(A); C8Y102 ; 1 Nov 1991 ; 2008 ; Preserved ;General José Artigas ;;
; CX-BOO ;Boeing 737-2A3(A); C8Y102 ; 25 Oct 1990 ; 22 Nov 2009 ;XA-UMP Global Air ;Brigadero General Juan A. Lavalleja ;;
; CX-BOP ;Boeing 737-2A3(A);; 31 Oct 1985 ; 2009 ; Preserved ;;;
; CX-FAT ;Boeing 737-2Q8(A); Y109 ; Jan 1998 ; May 2002 ;PK-BYD Bayu Indonesia ;lsf Varig ;;
; CX-PUF ;Boeing 737-230(A);; 1 Dec 2007 ; Sep 2008 ;CC-CRQ Sky Airline ;lsf Aero 2000 ;;
; CX-VVT ;Boeing 737-219(A);; Jun 1999 ; 29 Sep 2003 ;N213PP Global Air ;;;
; PP-VMI ;Boeing 737-241(A);; Nov 1998 ; Dec 1999 ;PP-VMI Varig ;lsf Varig ;;
; CX-PUA ;Boeing 737-3Q8;; Jan 2002 ; 10 Jul 2008 ;N470AG Aergo Capital ;lsd ;;
; PH-HVK ;Boeing 737-3K2;; Nov 1995 ; 14 Apr 1996 ;PH-HVK Transavia ;lsf Transavia ;;
; OK-TVB ;Boeing 737-8CX(WL);; 6 Dec 2006 ; Mar 2007 ;OK-TVB Travel Service ;lsf Travel Service ;;
; CX-PUD ;Boeing 757-23A;; 19 Dec 2003 ; 3 Dec 2007 ;CX-PUD Med-View Airline ;Uruguay Natural, lsd ;;
; CX-PUB ;Boeing 767-33AER;; 2 Dec 2002 ; 25 Aug 2008 ;N495AN Ansett Worldwide (AWAS) ;lsd ;;
; CX-PUG ;Boeing 767-319ER;; 16 Nov 2007 ; 14 Oct 2008 ;N875AW Ansett Worldwide (AWAS) ;lsd ;;
; EC-FHA ;Boeing 767-3Y0ER;; 17 Sep 1992 ; Apr 1993 ;EC-FHA Spanair ;lsf Spanair ;;
; CX-CRA ;Bombardier CRJ-900LR (CL-600-2D24); Y90 ; 11 Mar 2008 ; 23 Jun 2015 ;C-GMXY Skyservice Business Aviation ;;;
; CX-CRB ;Bombardier CRJ-900LR (CL-600-2D24); Y90 ; 26 Mar 2008 ; 8 May 2015 ;C-GMXJ Skyservice Business Aviation ;;;
; CX-CRC ;Bombardier CRJ-900LR (CL-600-2D24); Y90 ; 29 Apr 2008 ; 12 Feb 2015 ;C-GMXB Skyservice Business Aviation ;;;
; CX-CRD ;Bombardier CRJ-900LR (CL-600-2D24); Y90 ; 27 May 2008 ; 29 Jul 2015 ;C-GMXZ Skyservice Business Aviation ;;;
; CX-CRE ;Bombardier CRJ-900LR (CL-600-2D24); Y90 ; 3 Jul 2008 ; 22 May 2015 ;C-GMXQ Skyservice Business Aviation ;;;
; CX-CRF ;Bombardier CRJ-900LR (CL-600-2D24); Y90 ; 18 Nov 2008 ; 2 Jan 2015 ;C-GSKK Skyservice Business Aviation ;;;
; CX-CRG ;Bombardier CRJ-900LR (CL-600-2D24); Y90 ; 31 Dec 2010 ; 11 Mar 2015 ;C-GMXH Skyservice Business Aviation ;;;
; CX-CRH ;Bombardier CRJ-900LR (CL-600-2D24); Y90 ; 3 Sep 2010 ; 5 Jul 2012 ;C-GUHF Bombardier ;;;
; CX-CRI ;Bombardier CRJ-900LR (CL-600-2D24); Y90 ; 27 Sep 2010 ; 5 Jul 2012 ;C-GUHH Bombardier ;;;
; CX-CRK ;Bombardier CRJ-900LR (CL-600-2D24); Y90 ; 28 Oct 2010 ; 5 Jul 2012 ;C-GUHT Bombardier Capital ;lsd ;;
; CX-CRL ;Bombardier CRJ-900LR (CL-600-2D24); Y90 ; 16 Sep 2011 ; 30 Nov 2012 ;C-GUHU Bombardier ;;;
; CX-CRM ;Bombardier CRJ-900LR (CL-600-2D24); Y90 ; 29 Oct 2011 ; 5 Jul 2012 ;C-GUHY Bombardier ;;;
; CX-CRN ;Bombardier CRJ-900LR (CL-600-2D24); Y90 ; 19 Nov 2011 ; 5 Jul 2012 ;C-GUID Bombardier ;;;
; 5N-HAS ;Douglas DC-8-61;; 21 Nov 1991 ; 26 Jul 1992 ;5N-HAS Aeroperú ;lsf Aviation Leasing Partners ;;
; CX-BQN ;Douglas DC-8-62; Y189 ; 24 Oct 1991 ; Nov 1992 ;N922BV Buffalo Airways ;lsf Nationair ;;
; PP-VMQ ;McDonnell Douglas DC-10-30;; 1 May 1999 ;; Scrapped ;;;
; PP-VMW ;McDonnell Douglas DC-10-30;; 1 Jul 1994 ; 30 Dec 1997 ;N237NW Northwest Airlines ;lsf Varig ;;
