;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;;
; N301NV ;Airbus A319-112; Y156 ; 6 Nov 2012 ; Parked ; 301 ; 17.4 Years ;;;
; N302NV ;Airbus A319-112; Y156 ; 11 Feb 2013 ;Vegas Golden Knights cs ; 302 ; 17.1 Years ;;;
; N305NV ;Airbus A319-112; Y156 ; 25 Feb 2015 ;; 305 ; 17.1 Years ;;;
; N306NV ;Airbus A319-112; Y156 ; 24 Mar 2015 ; Parked ; 306 ; 17 Years ;;;
; N307NV ;Airbus A319-112; Y156 ; 23 Sep 2015 ;; 307 ; 17 Years ;;;
; N308NV ;Airbus A319-112; Y156 ; 2 Nov 2015 ;; 308 ; 16.9 Years ;;;
; N309NV ;Airbus A319-111; Y156 ; 12 Apr 2017 ;; 309 ; 14.9 Years ;;;
; N310NV ;Airbus A319-112; Y156 ; 2 May 2013 ;; 310 ; 17.9 Years ;;;
; N311NV ;Airbus A319-111; Y156 ; 26 Feb 2016 ;; 311 ; 16 Years ;;;
; N312NV ;Airbus A319-111; Y156 ; 2 Jan 2018 ;; 312 ; 17.5 Years ;;;
; N313NV ;Airbus A319-111; Y156 ; 22 Dec 2017 ;; 313 ; 17.5 Years ;;;
; N314NV ;Airbus A319-111; Y156 ; 1 Nov 2018 ;; 314 ; 17.3 Years ;;;
; N315NV ;Airbus A319-111; Y156 ; 25 Oct 2018 ;; 315 ; 17.1 Years ;;;
; N316NV ;Airbus A319-111; Y156 ; 15 Mar 2018 ; Parked ; 316 ; 16.8 Years ;;;
; N317NV ;Airbus A319-111; Y156 ; 20 Apr 2018 ; Parked ; 317 ; 16.8 Years ;;;
; N318NV ;Airbus A319-111; Y156 ; 9 Apr 2018 ;; 318 ; 16.8 Years ;;;
; N319NV ;Airbus A319-111; Y156 ; 22 Mar 2018 ;; 319 ; 16.7 Years ;;;
; N320NV ;Airbus A319-111; Y156 ; 13 Nov 2018 ;; 320 ; 16.7 Years ;;;
; N321NV ;Airbus A319-111; Y156 ; 18 Dec 2018 ;; 321 ; 16.7 Years ;;;
; N322NV ;Airbus A319-111; Y156 ; 15 Nov 2018 ;; 322 ; 16.6 Years ;;;
; N323NV ;Airbus A319-111; Y156 ; 18 Dec 2018 ;; 323 ; 16.6 Years ;;;
; N324NV ;Airbus A319-112; Y156 ; 8 Mar 2016 ;; 324 ; 16 Years ;;;
; N325NV ;Airbus A319-112; Y156 ; 29 Mar 2016 ;; 325 ; 15.9 Years ;;;
; N326NV ;Airbus A319-111; Y156 ; 30 Sep 2015 ;; 326 ; 16.4 Years ;;;
; N327NV ;Airbus A319-111; Y156 ; 28 Oct 2015 ;; 327 ; 16.5 Years ;;;
; N328NV ;Airbus A319-111; Y156 ; 23 Mar 2016 ;Las Vegas Raiders cs ; 328 ; 15.7 Years ;;;
; N329NV ;Airbus A319-111; Y156 ; 20 Dec 2016 ;; 329 ; 15.5 Years ;;;
; N330NV ;Airbus A319-111; Y156 ; 22 Nov 2016 ;; 330 ; 15.8 Years ;;;
; N331NV ;Airbus A319-111; Y156 ; 7 Sep 2016 ;; 331 ; 16.3 Years ;;;
; N332NV ;Airbus A319-111; Y156 ; 31 Jul 2017 ; Parked ; 332 ; 16.2 Years ;;;
; N333NV ;Airbus A319-111; Y156 ; 27 Oct 2017 ;; 333 ; 15.8 Years ;;;
; N334NV ;Airbus A319-111; Y156 ; 22 Dec 2017 ;; 334 ; 15.7 Years ;;;
; N335NV ;Airbus A319-111; Y156 ; 6 Apr 2018 ;; 335 ; 15.6 Years ;;;
; N337NV ;Airbus A319-111; Y156 ; 20 Nov 2017 ;; 337 ; 18.1 Years ;;;
; N338NV ;Airbus A319-112; Y156 ; 27 Sep 2019 ;; 338 ; 17.2 Years ;;;
; N190NV ;Airbus A320-214(WL); Y186 ; Due ; Stored, lsd ; 190 ; 6.7 Years ;;;
; N192NV ;Airbus A320-214(WL); Y186 ; Due ; Stored, lsd ; 192 ; 6.4 Years ;;;
; N193NV ;Airbus A320-214(WL); Y186 ; Due ; Stored, lsd ; 193 ; 6.3 Years ;;;
; N194NV ;Airbus A320-214(WL); Y186 ; Due ; Stored, lsd ; 194 ; 6.2 Years ;;;
; N195NV ;Airbus A320-214(WL); Y186 ; Due ; Stored, lsd ; 195 ; 6.2 Years ;;;
; N196NV ;Airbus A320-214(WL); Y186 ; Due ; Stored, lsd ; 196 ; 6.1 Years ;;;
; N197NV ;Airbus A320-214(WL); Y186 ; Due ; Stored, lsd ; 197 ; 5.9 Years ;;;
; N198NV ;Airbus A320-214(WL); Y186 ; Due ;lsd ; 198 ; 5.8 Years ;;;
; N199NV ;Airbus A320-214(WL); Y186 ; Due ; Stored, lsd ; 199 ; 5.7 Years ;;;
; N202NV ;Airbus A320-214; Y186 ; 2 Jun 2021 ;; 202 ; 9.2 Years ;;;
; N203NV ;Airbus A320-214; Y186 ; 12 Nov 2021 ;lsd ; 203 ; 9.3 Years ;;;
; N204NV ;Airbus A320-214; Y186 ; 23 Mar 2021 ; Parked MLB ; 204 ; 9.8 Years ;;;
; N205NV ;Airbus A320-214; Y186 ; 14 Oct 2021 ; Parked, lsd ; 205 ; 8.6 Years ;;;
; N206NV ;Airbus A320-214; Y186 ; 23 Apr 2021 ;; 206 ; 9.4 Years ;;;
; N207NV ;Airbus A320-214(WL); Y186 ; 9 Sep 2021 ;; 207 ; 8.8 Years ;;;
;Reg;Aircraft Type; Config ;Delivered; Remark ;Fleet Number;Age;;;
; N208NV ;Airbus A320-214; Y186 ; 28 Sep 2021 ; Parked MLB ; 208 ; 8.8 Years ;;;
; N209NV ;Airbus A320-214(WL); Y186 ; 10 Dec 2021 ; Parked ; 209 ; 8.3 Years ;;;
; N210NV ;Airbus A320-214; Y186 ; 29 Dec 2021 ; Parked ; 210 ; 8.9 Years ;;;
; N215NV ;Airbus A320-214; Y177 ; 29 Jul 2013 ;; 215 ; 21.6 Years ;;;
; N216NV ;Airbus A320-214; Y177 ; 19 Sep 2013 ;; 216 ; 21.5 Years ;;;
; N217NV ;Airbus A320-214; Y177 ; 3 Jul 2013 ;; 217 ; 21.4 Years ;;;
; N218NV ;Airbus A320-214; Y177 ; 18 Oct 2013 ;Make A Wish cs ; 218 ; 21.9 Years ;;;
; N219NV ;Airbus A320-214; Y177 ; 18 Jun 2013 ;; 219 ; 21.8 Years ;;;
; N220NV ;Airbus A320-214; Y177 ; 9 Sep 2013 ;; 220 ; 21.7 Years ;;;
; N221NV ;Airbus A320-214; Y177 ; 24 Sep 2013 ;; 221 ; 21.6 Years ;;;
; N222NV ;Airbus A320-214; Y177 ; 18 Nov 2014 ;; 222 ; 20.7 Years ;;;
; N223NV ;Airbus A320-214; Y177 ; 13 Nov 2014 ;; 223 ; 20.7 Years ;;;
; N224NV ;Airbus A320-214; Y177 ; 29 May 2015 ;; 224 ; 20.2 Years ;;;
; N225NV ;Airbus A320-214; Y177 ; 23 Jul 2015 ; Parked AZA ; 225 ; 24.7 Years ;;;
; N229NV ;Airbus A320-214; Y177 ; 16 Apr 2015 ; Parked ; 229 ; 24.4 Years ;;;
; N230NV ;Airbus A320-214; Y177 ; 13 Feb 2017 ;; 230 ; 21.3 Years ;;;
; N231NV ;Airbus A320-214; Y177 ; 28 Feb 2017 ;; 231 ; 22.1 Years ;;;
; N232NV ;Airbus A320-214; Y177 ; 15 Jun 2017 ;; 232 ; 21.9 Years ;;;
; N233NV ;Airbus A320-214; Y177 ; 26 Apr 2017 ;; 233 ; 18.9 Years ;;;
; N234NV ;Airbus A320-214; Y177 ; 30 Nov 2015 ;; 234 ; 20.9 Years ;;;
; N235NV ;Airbus A320-214; Y186 ; 30 May 2018 ;; 235 ; 22.3 Years ;;;
; N236NV ;Airbus A320-214; Y186 ; 27 Nov 2019 ;lsd ; 236 ; 18.5 Years ;;;
; N237NV ;Airbus A320-214; Y186 ; 13 Dec 2019 ;lsd ; 237 ; 18.5 Years ;;;
; N238NV ;Airbus A320-214; Y186 ; 18 Feb 2020 ;lsd ; 238 ; 18.4 Years ;;;
; N239NV ;Airbus A320-214; Y186 ; 7 Feb 2020 ;lsd ; 239 ; 18.3 Years ;;;
; N240NV ;Airbus A320-214; Y186 ; 20 Feb 2018 ;; 240 ; 21.9 Years ;;;
; N241NV ;Airbus A320-214; Y186 ; 20 Apr 2018 ;; 241 ; 21.9 Years ;;;
; N242NV ;Airbus A320-214; Y186 ; 13 Dec 2018 ; Parked ; 242 ; 21.2 Years ;;;
; N243NV ;Airbus A320-214; Y186 ; 20 Dec 2018 ;; 243 ; 20.9 Years ;;;
; N244NV ;Airbus A320-214; Y186 ; 29 Jan 2019 ;; 244 ; 21 Years ;;;
; N245NV ;Airbus A320-214; Y186 ; 28 Mar 2019 ;; 245 ; 20.6 Years ;;;
; N246NV ;Airbus A320-214(WL); Y186 ; 15 May 2017 ;; 246 ; 4.9 Years ;;;
; N247NV ;Airbus A320-214(WL); Y186 ; 7 Jun 2017 ;; 247 ; 4.8 Years ;;;
