;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; VP-BGZ ;Boeing 737-86J(WL); Y189 ; 5 Jul 2018 ;lsd ; 20.1 Years ;;
; VQ-BGN ;Boeing 737-8K5(WL); Y189 ; 15 Jun 2019 ;lsd ; 10.8 Years ;;
; VQ-BRF ;Boeing 737-808(WL); Y189 ; 28 May 2015 ;lsd ; 14.5 Years ;;
; VQ-BNR ;Boeing 737-9GPER(WL); Y213 ; 9 Feb 2022 ; Parked, lsd ; 14.7 Years ;;
; VP-BOO ;Boeing 757-204(WL); Y235 ; 23 Apr 2014 ;lsd, The Land of Legends Theme Park - Antalya cs ; 23.1 Years ;;
; VP-BRL ;Boeing 757-28A; Y235 ; 21 Dec 2017 ;lsd ; 21 Years ;;
; VQ-BTB ;Boeing 757-28A(WL); Y235 ; 23 Jan 2014 ;lsd ; 23 Years ;;
; VQ-BTR ;Boeing 757-28A(WL); Y235 ; 19 Mar 2014 ;lsd ; 23.8 Years ;;
; VP-BLC ;Boeing 767-3Q8ER; Y325 ; 22 Apr 2016 ; Parked, lsd ; 23.6 Years ;;
; VP-BLG ;Boeing 767-3Q8ER; Y325 ; 6 May 2016 ; Parked, lsd ; 23.4 Years ;;
; VP-BRE ;Boeing 767-3W0ER; Y330 ; 18 Aug 2017 ;lsd ; 25.5 Years ;;
; VP-BGK ;Boeing 777-31HER; C14Y478 ; 3 Jun 2019 ;lsd ; 16.3 Years ;;
; VQ-BGL ;Boeing 777-31HER; C14Y478 ; 2 May 2019 ; Parked, lsd ; 16.4 Years ;;
; VQ-BGP ;Boeing 777-31HER; C14Y478 ; 3 Jul 2019 ;lsd ; 14.8 Years ;;
