;Reg;Aircraft Type; Config ;Delivered; Remark ;Age;;
; VP-BIG ;Boeing 747-46NERF; Cargo ; 16 Nov 2007 ;lsd ; 14.3 Years ;;
; VP-BIK ;Boeing 747-46NERF; Cargo ; 28 Feb 2008 ;lsd ; 14 Years ;;
; VP-BIM ;Boeing 747-4HAERF; Cargo ; 10 Apr 2008 ; Parked, lsd ; 13.9 Years ;;
; VQ-BWW ;Boeing 747-406ERF; Cargo ; Feb 2015 ;lsd ; 15.1 Years ;;
; VP-BBL ;Boeing 747-83QF; Cargo ; 27 Sep 2016 ;lsd ; 5.5 Years ;;
; VP-BBP ;Boeing 747-83QF; Cargo ; 5 Apr 2017 ;lsd ; 5 Years ;;
; VP-BBY ;Boeing 747-83QF; Cargo ; 15 Sep 2017 ;lsd ; 4.6 Years ;;
; VP-BIN ;Boeing 747-83QF; Cargo ; 3 Feb 2020 ;; 6.7 Years ;;
; VP-BJS ;Boeing 747-8F; Cargo ; 19 Feb 2019 ;; 3.1 Years ;;
; VQ-BFE ;Boeing 747-83QF; Cargo ; 13 Nov 2015 ;lsd ; 7.6 Years ;;
; VQ-BFU ;Boeing 747-83QF; Cargo ; 13 Nov 2015 ; Parked, lsd ; 7.8 Years ;;
; VQ-BGZ ;Boeing 747-8HVF; Cargo ; 26 Nov 2012 ;; 9.4 Years ;;
; VQ-BLQ ;Boeing 747-8HVF; Cargo ; 26 Jan 2012 ;; 10.2 Years ;;
; VQ-BLR ;Boeing 747-8HVF; Cargo ; 30 Mar 2012 ;; 9.9 Years ;;
; VQ-BRH ;Boeing 747-8HVF; Cargo ; 20 Sep 2013 ;; 9.3 Years ;;
; VQ-BRJ ;Boeing 747-8HVF; Cargo ; 23 Dec 2013 ;; 8.6 Years ;;
; VQ-BVR ;Boeing 747-867F; Cargo ; 10 Oct 2014 ;; 7.4 Years ;;
; VQ-BAB ;Boeing 777-F1H; Cargo ; Due ; Stored, lsd ; 10 Years ;;
; VQ-BAO ;Boeing 777-F; Cargo ; 17 Aug 2020 ;lsd ; 1.6 Years ;;
